"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"48",10514.971664187,-17223.4168935889,-34211.7125799246,-50294.2219802351,-58366.952632898,-58915.8213727954,-55685.2467334118,-49772.1154888227,-40417.4011713711
"49",2922.28039132684,-22688.6450382051,-40170.882608713,-53153.6871089775,-59420.5722611645,-60251.204554021,-56336.1972284917,-50433.6054759117,-42455.0737200134
"50",17168.4083631903,-16280.7869564479,-37538.3510475698,-47840.482512301,-54549.2404285537,-57139.1589495679,-51470.9773398375,-46236.5310502104,-41594.769736538
"51",10292.1799374504,-21947.1802383285,-40023.620530575,-50668.0188143006,-56640.510348601,-57827.1408032142,-57029.3550373544,-51888.6950476239,-43601.827756069
"52",10504.1052313328,-14319.0976768871,-35001.5434585658,-47338.0326053216,-55738.2199060076,-53927.232096905,-53104.1303645925,-47550.2301864862,-38318.6807781566
"53",7588.21206490827,-23026.4787360005,-42240.6964054564,-53897.6159812543,-59755.9125093357,-58896.8393337957,-55776.1136400412,-51435.2747566548,-41706.8419139142
"54",6905.8834275279,-22232.7502385051,-40369.0912509369,-50110.0806719531,-54090.927377211,-56861.2791885317,-52596.3960349983,-47117.2695910339,-35735.7059307554
"55",9099.23837515962,-22696.8998089901,-43390.4396559939,-52675.4209578221,-60126.8087142552,-58882.9831980442,-55013.8551385291,-48999.7434886527,-39899.3613570996
"56",-2421.52541033051,-29666.8692594571,-45628.5232389316,-57300.6575820337,-63247.9622991074,-64581.608881578,-61271.8670397056,-55807.5588928488,-47059.3289607687
"57",1859.17652390771,-25256.6093121146,-42665.0280557188,-52679.4058270212,-58341.2558252528,-62891.6876516747,-59305.1880014599,-53393.7560637087,-44714.0958667575
"58",7123.13774402295,-17860.0268670257,-36286.4676363239,-48988.9670969877,-55439.22162953,-58152.8054582067,-56707.7239708489,-49772.2207211162,-41282.941055004
"59",12499.2885695268,-20403.1213977339,-35268.3256705554,-48974.4891105739,-54769.0459997324,-58381.4540764832,-53951.9304688653,-48367.4786079973,-38723.0305148889
"60",19405.9566159308,-5336.93389802355,-22926.042056922,-38012.4913081196,-43030.7697495206,-48025.3760114535,-45983.3499103259,-41465.6282468734,-36243.3663987143
"61",1441.07918579386,-25151.5288529245,-45226.6496384841,-56993.3440323971,-61840.3692148354,-64927.7937887488,-63371.5204758638,-58658.7408163934,-49017.5922709065
"62",2993.37502710856,-24630.1862078766,-43565.6911623165,-56094.2453297516,-62866.5354431743,-67123.366295185,-63922.2484161704,-58530.9140641503,-50313.2228182582
"63",-2204.55045638027,-26899.3283705239,-44871.2817486686,-58801.3158397413,-64589.0679240851,-64986.230021799,-63666.5401220984,-58957.7650967244,-49699.7735489183
"64",9480.83910642504,-22584.0462342114,-39002.2302695935,-51605.7304708888,-60295.6118402739,-62270.4778362527,-59322.2320371783,-53849.2167972434,-45372.2410232505
"65",9884.0236509751,-24059.2682210108,-40229.4788791488,-54708.973690069,-59372.9067543459,-59597.3205098253,-57671.6316896747,-50418.0498494149,-43143.4371794384
"66",11419.2223052967,-18999.7518898446,-39308.2064424379,-53495.1608088992,-58894.8903628954,-60446.7445723046,-56657.7877433367,-51124.627090884,-43398.2841242287
"67",5039.24234777343,-28175.3933232321,-45205.5235922501,-56316.4328731491,-63437.8399530829,-64857.9996483074,-63726.1117281913,-58163.7414171386,-49411.4371145499
"68",4847.4672614263,-22770.1107950465,-43120.4987272962,-53053.7512120921,-57641.8664223044,-60976.1205684165,-59702.4830011029,-55142.3050657446,-46651.8070253365
"69",-3.65529369458181,-24170.5349925899,-47200.5473933007,-58353.9389869334,-64060.648298736,-64882.088369634,-63345.6119979168,-58603.9226776067,-50090.6285604559
"70",5344.22164171038,-24679.5958774177,-45130.7884813509,-59119.6365818164,-66517.343420586,-66803.0549183932,-66021.9718890721,-60093.3228198864,-50959.6128354525
"71",1932.22506139982,-28999.082664917,-48503.9713557774,-58704.4131936352,-65623.9217060821,-66809.0288698138,-65870.2464484342,-60708.1419368847,-51665.4198319073
"72",2188.56337781428,-29609.9997532597,-46718.9617472253,-58075.6515340083,-64650.5788776011,-65110.2993354327,-61563.5261411956,-57101.8129213636,-47182.9608642393
"73",1229.11364755501,-26344.3842893866,-41354.3740736594,-53791.9118987014,-62470.865129518,-64642.9360290322,-61302.7276120728,-56205.3672004355,-46982.834823172
"74",12593.3653144646,-14601.9288603988,-35196.9768494605,-51770.7606738518,-53728.3128846686,-56063.3686554622,-50557.040521961,-43696.7584633455,-33322.6893509159
"75",8312.84229067973,-23635.4663242312,-44136.2309458285,-57211.1511667206,-62935.8295348478,-64538.6892267751,-60256.2726266299,-54608.0347419567,-44876.621020276
"76",1047.975001315,-26706.0712364079,-44728.7270540158,-57221.4926552001,-63454.7290856282,-64991.5097030523,-63063.6392400706,-57372.4633821075,-48609.2989162052
"77",4076.18853522092,-23794.6461026882,-42595.1075979613,-58340.3791075549,-62288.3855081907,-65057.248110041,-61667.9708554075,-54995.6028471927,-48060.103014175
"78",3980.88172082626,-22625.5211632097,-42046.1119749582,-54494.0990798385,-58464.7465733865,-58711.7740450441,-57376.4146682507,-50821.0054381629,-42205.3362974305
"79",11364.2204334332,-17556.3997403711,-34280.1193326908,-46139.9161439338,-53552.7151013531,-57188.2844150758,-55609.2281304819,-49652.4045427653,-40481.7058662205
"80",-137.819818310208,-27599.957303124,-43999.5005490732,-57385.3334283194,-64096.110701671,-63586.6557735793,-63117.6475963121,-56235.6779755749,-46797.1654626699
"81",-680.410907432904,-29787.3774244603,-47550.177557735,-60716.4037599251,-64476.3055452309,-62828.1231361445,-63477.5241850912,-56580.8071607968,-48131.5379845992
"82",3519.56214669062,-25449.5969043633,-41876.9318327944,-53178.4225648262,-60358.806738426,-61379.7045041917,-58275.645643859,-51694.5271704958,-41214.3925800727
"83",6357.58098181826,-24275.6848626271,-42447.4468738513,-52960.8669480502,-58316.0316760698,-61146.5868403157,-56595.4898009873,-50408.2214192787,-40487.9691967876
"84",-2351.26902745813,-25034.367242851,-44769.4189006083,-54071.2065186844,-58684.7490356608,-60344.714957188,-57822.6760548667,-51553.300505342,-41437.9194242533
"85",2462.72436750012,-26263.7013837877,-40526.8699576433,-51392.2382071603,-60016.1574652736,-60966.2724751699,-57335.0944508182,-50668.0944015521,-42002.3412192368
"86",20640.5024170017,-14035.7101126373,-33091.337741935,-45586.8234295302,-48279.9600295118,-52422.5133457741,-46932.6525348949,-43552.3832197917,-32964.9282155153
"87",12692.3660334274,-8432.57814209415,-22984.31596557,-35774.3663617951,-40862.3497164683,-39402.8871158671,-32519.9097699921,-25061.1316736668,-11725.6602046718
"88",12310.9278296165,-16170.8190043144,-34570.8192650333,-44171.9409508847,-50898.0858842826,-52000.8999098007,-48568.9521490011,-40545.9920433724,-29945.6926699476
"89",10985.0758450076,-13690.4185865315,-28484.2295060655,-37028.2982633813,-44868.2035255122,-45911.8234945932,-40902.219852857,-33930.8531339847,-24715.5734387215
"90",21783.8714586507,-7987.56340648483,-29657.3620888016,-40877.6597217999,-47404.7306940818,-50126.271499951,-46198.6186547883,-40780.4765710535,-33551.1914864788
"91",23482.301000019,-1452.59588979361,-26105.556978858,-36457.93777709,-44103.3211730488,-44193.5471850736,-39726.3413786253,-32934.6849571336,-23410.6140934958
"92",56200.8605704807,28765.5394590266,15398.2487527492,-7320.13220703394,-14191.8214775871,-24090.2447199408,-25795.7347365757,-24148.103107368,-18885.7733753082
"93",18305.3267786049,-12572.9524095833,-32997.8136878042,-41544.2394242831,-49220.2993108878,-51833.001419664,-49840.3044954607,-43969.8391815142,-33667.9247260228
"94",17400.5151072824,-15028.3396409088,-33637.4389429579,-42762.322740672,-46581.1212336513,-53050.5133849515,-49908.1375067996,-43872.1904943566,-34515.9508959206
"95",13965.0238195785,-15185.1397632425,-35834.1303787542,-44827.6359577531,-52738.1974207142,-50804.2203321956,-44563.474241146,-39383.4826643622,-30865.0158649454
"96",9610.03674075135,-18206.045763487,-37443.4183500419,-50433.7982920297,-53872.3108713154,-53337.8189948531,-50668.1308555611,-43215.9451070246,-34010.8031364419
"97",18891.1580639901,-5665.14737254942,-20383.0474087516,-37237.5260275464,-41079.0345956153,-43593.3166884594,-41585.601070874,-37237.4841271009,-28993.355248556
"98",11819.1910782515,-8579.74550889913,-26496.9391616371,-41938.3100457713,-51517.1571979673,-51886.8463298675,-51459.5847055844,-45088.7991931177,-36521.5550164148
"99",24333.3141974324,-6332.24321514152,-25634.0017989394,-39714.8496090908,-45316.2124504525,-48961.9888094707,-47078.950236363,-42359.1907273721,-32091.8463054179
"100",24238.0844140893,-8173.6834632983,-28237.9721048127,-42503.853654771,-48744.6844883383,-51559.0945909311,-47730.6620144293,-40412.9905995538,-30818.2380036566
"101",13881.6592026958,-8859.9539732572,-33158.967488924,-46324.581026601,-52927.2283643542,-53587.4304793983,-50945.8696986705,-45853.5882322857,-36459.0250238758
"102",9787.269946113,-17998.7798560036,-38393.5799846711,-50970.4523718964,-55542.862544531,-58071.7041331225,-56171.6654704808,-48423.8807828605,-39667.0616826474
"103",5956.51932486036,-23860.0359175065,-39238.3098729022,-49537.0065024559,-52718.2182900629,-56224.3077038043,-53824.6689639261,-48498.5551904738,-38469.3733932728
"104",16769.7015639566,-10819.6454031195,-31211.611126378,-41665.7995594073,-49716.4524228368,-52992.3774542372,-52527.9940782404,-44769.4123827428,-36127.4498478512
"105",5853.88088848436,-18273.4408811251,-38223.6941763474,-49823.4203706066,-59309.754530889,-58932.5925144091,-57247.0624073234,-52897.5146319924,-41426.7966862028
"106",6567.41559830468,-19800.9054447448,-38501.339258531,-53269.8283055849,-60743.6965389174,-62453.560354437,-59907.1637093019,-54285.9690648624,-47859.207046303
"107",10722.4348757162,-19871.9173294224,-39254.2949846967,-53357.9844372252,-56745.5000513554,-59162.1227903314,-58472.917934416,-51285.550431828,-42687.5207475892
"108",7439.90630310785,-19857.3784367119,-40765.326817846,-51005.1420427197,-58056.6464556157,-58671.8773731417,-55429.1744784909,-46528.6667334408,-41214.8007052596
"109",7574.8680015999,-22966.363032826,-43060.8454878208,-51253.3761053893,-60231.6863647322,-62700.5954232883,-59395.780607317,-54109.1489444462,-44295.9718593052
"110",2438.15327270151,-25025.8827887846,-42291.0988615261,-53661.2881423689,-59535.0715499864,-61001.2695108413,-58861.516041604,-55302.0049584634,-44927.5673551057
"111",10231.6615581998,-18483.1852218611,-37444.6857361228,-48987.7911363829,-59515.9135547466,-62038.8773594765,-59043.8366919155,-51109.2172794594,-43133.4365958381
"112",7138.64900310866,-22787.9691152492,-39828.2513853962,-50722.6225734108,-55431.1388386615,-61871.9811790904,-55039.2123445794,-52372.5398374438,-41808.2073933012
"113",11340.7267422265,-17899.67929522,-35563.473876006,-41772.1244566151,-49618.7100727978,-50672.7133609045,-50746.4130169682,-45118.4225961058,-34275.552732254
"114",11166.1485589877,-19900.5296360658,-36127.6556884202,-44735.6518442783,-51204.6171474245,-53025.8374824251,-50509.5076845101,-44317.5693809673,-35364.2386614046
"115",10565.7920499144,-15105.8746964247,-34158.5524912102,-46248.4593439933,-51835.3356609334,-52619.6644076946,-52344.7828115931,-44069.0628955347,-35452.2618162822
"116",3515.27310666762,-21907.37033489,-40487.5791163043,-49902.4804591185,-54498.8924127701,-54416.7980459835,-54562.7141903838,-48026.6103219499,-39092.3626731222
"117",5032.02715762396,-19150.7808254994,-43019.9727660375,-53025.8830663167,-59373.6249257413,-65676.5888745256,-61822.6982445581,-55993.8797863452,-47086.2863851312
"118",5619.13610472996,-19570.4920189968,-40684.422123819,-53432.4233616613,-59237.7771882413,-63532.0728505675,-61433.0498157564,-54539.3652515422,-46326.5628604269
"119",10081.5597374563,-18121.9150194204,-35953.6644392922,-49096.7080841708,-53253.5913662416,-55085.4748850219,-52145.5434873503,-45960.6916169603,-36251.1842529087
"120",8218.15595827344,-16305.3079368096,-35803.7545863261,-44837.0501323945,-48934.1305880496,-51516.8271639499,-50205.941057126,-43556.58395402,-33001.9384996884
"121",9628.89509362973,-19967.50316903,-35754.0349863587,-51047.3003757342,-54396.0154889626,-57120.0850040921,-54470.3124129316,-47145.0386614084,-40400.6892248042
"122",6456.14197268174,-19696.5394414205,-38269.0057668615,-52785.3439054845,-55733.1597003469,-60200.5089675047,-56378.3979171414,-49577.3003766137,-44039.5119172873
"123",7592.90546392877,-22551.1223684901,-42409.6108484635,-52086.6194447141,-58953.0968602563,-61084.0659367527,-60104.9889721327,-54076.4534728171,-47280.6252189637
"124",2132.7609159285,-21836.2605530175,-43290.3938538499,-56727.4589125682,-60695.1044178266,-63884.3831275679,-61519.8533638671,-56571.2615668499,-46156.4653181022
"125",4141.17835969207,-20338.3253632497,-36965.0558805554,-50059.161857895,-55095.4667252296,-57098.2877236966,-56345.5751739547,-50665.6348307527,-40843.5289652968
"126",3248.05947458632,-23202.4530481908,-42498.6114962067,-55154.198981725,-60939.0542553917,-62164.2741982161,-58861.7152839961,-53399.6278187615,-45554.5170026472
"127",5437.88540768318,-26778.0023334639,-42298.8147417255,-53280.1443515318,-60383.7356244288,-63505.2550492387,-62209.2693161199,-56764.9058890035,-44254.3322290891
"128",5919.44613914778,-17563.0311117684,-39426.0723973166,-53167.6615953336,-58817.7541691884,-61078.8918871544,-57336.0103402286,-49120.5415475108,-41024.8161367195
"129",4921.5940680975,-21754.3232443265,-42773.7156864829,-55260.4643129974,-60723.427573718,-59152.8810643862,-57459.2089362364,-52424.8583435751,-45451.7128734348
"130",3775.18416595511,-22446.6343848221,-41025.124629301,-53419.3297931602,-60822.2279099536,-62468.0229906879,-58848.1533986188,-53266.55986451,-44572.8960577126
"131",4300.97752699503,-21079.1904618308,-42045.0919117269,-53862.2174871341,-62237.2590402871,-62862.8258759682,-59576.3535263451,-54867.9635894071,-42481.0329791198
"132",5014.85908963278,-26243.0122705861,-45645.0841728294,-55792.5688788802,-62645.4989206249,-65076.2076835366,-62038.5677159301,-55988.7912746392,-46751.4173996833
"133",6964.51806765522,-22956.6839319084,-40220.9005042177,-52258.029140773,-60842.0908242866,-62182.2658302576,-62128.9690170897,-56717.597768942,-46718.4595708645
"134",3139.12534752738,-22590.4798817985,-43644.7853015146,-55117.4242353999,-62641.3390106833,-64839.3360173605,-62981.4031613455,-55600.0212475537,-47807.9468361067
"135",1026.85801939841,-27186.0008099573,-45103.1467341113,-54232.1761526108,-62705.1172449739,-63963.2792380442,-62732.360742962,-57593.5806063835,-47686.0664549948
"136",1486.02184582272,-25397.8891856788,-45515.5091597949,-56899.2716374824,-61342.8817020341,-64396.2579839648,-59583.3810893114,-53926.8628181584,-46289.4355009721
"137",7594.92989392618,-20376.1283609097,-41231.2405086976,-51343.6897136402,-56730.7923678894,-59137.1703776303,-57097.8033590395,-50815.22379147,-41237.2950628481
"138",7975.94561417547,-18442.1723286254,-33835.7448418832,-46768.6755731021,-53314.2014234107,-55660.0322961691,-48367.6493993478,-44498.0752908873,-37435.8011516227
"139",2744.08941859304,-23027.183297925,-39452.2040783166,-53956.7742469389,-59150.267217823,-62291.8924522238,-58703.4059398562,-51203.9040115431,-41781.8748708959
"140",4649.17368159794,-20628.4387184299,-36590.3183469897,-49766.7233708587,-54268.1728341273,-53593.9399829586,-52274.7212225949,-47392.224174354,-36333.2786094932
"141",6112.37406617003,-22898.2385112563,-40746.9377491239,-50397.7969806073,-58486.2630611981,-56964.8887487452,-54631.8804268529,-48193.6296366122,-39537.0852847951
"142",12642.4988172062,-12025.4457870888,-28429.4404367046,-42383.4677451525,-48306.3800087769,-49945.5200480812,-47318.6410965001,-40140.5544557419,-30695.0543647682
"143",10340.7894428415,-19768.4944687099,-37132.5177207403,-51199.1425583402,-59015.7105509901,-59393.7321948918,-57934.5951812794,-50824.943640757,-40873.9734908896
"144",7653.1183191004,-17870.2381001262,-38225.3241398033,-52610.8340049621,-60957.9768654972,-62855.1957486439,-60223.6020986993,-53330.8117632034,-43263.8296015112
"145",10662.0786099148,-21119.241586427,-40248.3883264815,-52435.796500937,-59745.0292436613,-63591.0504295176,-60867.7906784579,-55633.9275159987,-45663.4264180142
"146",11407.9023334256,-21860.9031629613,-39816.1488985381,-51578.8206839154,-58791.0865342104,-60687.301347602,-59802.1740083047,-53795.7576310985,-45910.4563934771
"147",425.842706434923,-27328.6354059153,-41375.9987464244,-57464.3075526916,-64761.8552496688,-67730.4554197482,-65837.0421206765,-60755.9163696201,-51080.9494707459
"148",1591.44466024556,-23370.972494163,-45433.6956326239,-58999.3222172389,-63905.9036578459,-65481.1382927169,-61985.3959139687,-57151.6351724539,-48462.919786473
"149",773.381040743653,-23971.3286619069,-43977.749762589,-53394.3387084374,-60270.7567874381,-62518.5437212295,-60876.2239268479,-55369.7000510946,-47964.7500307129
"150",7512.78130547741,-21702.3886835298,-40661.8934277285,-49925.4266476463,-58257.4023387021,-58138.7023377264,-58757.0868656729,-54367.8804680068,-47200.507836163
"151",6341.27412478416,-19318.7354841371,-39435.0218822434,-51531.1793327754,-57129.3878189233,-59428.2481836264,-56599.5355897216,-52306.0133024318,-43661.1041796254
"152",-1755.66350287272,-25243.5784411676,-44148.1436336311,-56401.8391387779,-63398.5309277026,-64284.1005467467,-61833.5066291267,-56094.8778726343,-47600.8900270587
"153",11406.7171271006,-21380.0582164809,-38796.8758638115,-52736.7169305472,-58859.5506509357,-56408.6697861096,-55947.0372634556,-50966.0971672004,-39973.8244534409
"154",7048.29808623323,-23064.0241983695,-42728.2311885071,-54792.7454432803,-60227.0678891831,-63809.620646107,-61832.5912483418,-56497.6296741231,-45365.108782232
"155",2288.68703496299,-28262.6951050567,-44206.1434652581,-56596.1016885777,-60318.0871987224,-65201.6705123844,-61018.5523183106,-55427.3767831285,-46979.5961759233
"156",801.285803655685,-25879.043492823,-47330.6957357758,-60120.7493011515,-65718.4867931635,-68597.8172995966,-66344.3431198957,-59423.376051884,-50928.9605797643
"157",6877.68584260574,-27264.1979322663,-45228.5620869501,-57301.1744370197,-63635.8276326929,-66917.1795722943,-65991.3222419346,-58229.6294912257,-49238.8113240341
"158",6302.1510805243,-24315.3413099217,-41817.0414194397,-55473.6596423756,-62344.5387618629,-63151.8729668462,-61982.8797661288,-54543.3786926393,-46930.7009037469
"159",3041.90192050509,-24212.9659902911,-42791.882598148,-54585.3334746798,-59434.1225579796,-61412.8850638336,-58292.2532465316,-51874.6818933764,-43204.6444164769
"160",673.465562664015,-26080.0300406146,-43453.7340714166,-55037.4930044986,-62476.5508949266,-64526.0287882994,-61840.9825022431,-54139.3345756796,-45302.2953339184
"161",3168.86831779002,-25264.84438993,-46744.0334670425,-58579.080100893,-64140.5267952474,-65061.499717568,-63620.6869421365,-56718.9004468881,-49355.473945195
"162",2061.59076126899,-26981.6208455522,-44200.1055734939,-56406.2874308125,-61500.3745496388,-65062.1106792997,-61840.4375236493,-56993.4518555314,-47555.5726149323
"163",16952.2933500036,-12240.647433143,-32244.1107416715,-42786.3028419911,-50524.929697237,-51169.7658197632,-47955.8218928091,-45662.4326820403,-36065.8874818535
"164",12326.5835866809,-20392.8246297505,-36614.4105954185,-46978.2022769778,-54799.0306691026,-57214.1450372374,-54769.6197744504,-49061.2470706783,-39918.4959284763
"165",3175.19516976594,-23555.7896580538,-40284.6500632495,-53781.1469197234,-59069.5241218553,-60117.6237840174,-57074.4596710465,-50818.3976192801,-42913.9459983833
"166",1268.02796063767,-24870.85812693,-43800.9772131015,-55809.9973603256,-62226.904499909,-65837.4701227818,-63243.3726369664,-56778.8438037041,-48176.8998500117
"167",7496.18943948972,-20231.0982713756,-39652.4476629272,-55351.8739577256,-62507.7612096155,-62525.3472521812,-60688.9332321629,-54844.2673477451,-45611.8706130247
"168",6401.05323672676,-18534.8917899188,-35496.4529051343,-46499.3830925326,-55537.5528974701,-59056.9602965689,-55269.5599441884,-49458.9389197797,-41637.9395210655
"169",-3656.03123925248,-28335.1258887919,-44107.368745371,-53556.8524523692,-60693.3108615416,-62562.9580824517,-57174.1076932969,-52911.4847821978,-43275.2750487718
