"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"39",-67072.4972556793,-67710.7902069765,-69764.8856502229,-70577.9281290729,-71255.4888207805,-71579.8671234449,-72684.2105189208,-73537.924431378,-74398.428838515,-73669.3635102074,-74370.4770211298,-74722.4814458107,-74714.1389979231,-75869.8821138515,-75799.4708546605,-76316.8001687927,-75133.4644734358,-74197.3810010942,-76013.5403604915,-75339.2164160104,-75559.0515706182
"40",-70133.4023960241,-70913.39564205,-72191.7650180477,-73186.2942242823,-73817.161758742,-75062.7297666338,-76491.9542920248,-75923.7975587081,-77348.0036313543,-77695.0122551993,-78764.9486809489,-79265.2247228143,-78903.424576244,-79503.8530396475,-80276.2299658009,-81299.220073178,-81269.8100765125,-80639.6662945193,-81785.7572495747,-80646.6198192903,-80474.1310561762
"41",-72052.2605520941,-74234.7738706943,-73685.1837339251,-73980.4274982494,-74174.8088308157,-76310.386080251,-78222.8221961796,-78807.0882496985,-79902.2853849066,-79687.214524096,-81032.4450246701,-80735.3166889684,-81715.2738066513,-81449.0226800491,-81357.1145523902,-81749.3859112039,-81640.9899348047,-82414.7248398445,-82719.4693813503,-82122.160832628,-81044.6122196636
"42",-71882.416792605,-72308.1473019498,-73303.4652923744,-73567.128079851,-74772.8413521309,-74507.0058424638,-76450.0944076677,-75946.1607042441,-74789.5320113201,-75710.058398404,-74863.2326456641,-75910.9381076441,-76287.0715771019,-76572.492517438,-77179.5857254781,-79178.0253431538,-79212.991964899,-79070.3296667244,-78547.1407987791,-78316.8066181852,-78711.0389172371
"43",-56401.0108831221,-56879.2799540892,-59532.6850254672,-58161.9799723412,-61634.8863610613,-61161.1071830685,-63622.7584440706,-62786.5452967135,-62774.4593486977,-63523.8935640945,-64162.7160677975,-64319.841701378,-64033.328330067,-64777.0067832508,-65639.0941922646,-65822.1377670685,-65379.3337349666,-65544.3402447205,-64827.2355300558,-65322.1260311283,-66772.2632845841
"44",-66444.0004645918,-67884.555207436,-69147.7773015185,-68886.8721233334,-69371.0704413861,-70260.674203211,-69387.9298156887,-70343.4111080479,-70161.8540734059,-71303.0724861178,-72480.3962302531,-71003.0052096052,-71372.0387938859,-70017.7793287367,-70499.3291928148,-71069.957396546,-71092.312437062,-70903.9031033483,-72182.8917011604,-73353.0210947932,-72148.1225319978
"45",-68490.4212186647,-69110.4484677288,-70934.0689617324,-71056.9849760528,-72839.7329334803,-73379.4060059456,-72691.6048434851,-73021.5590494544,-72411.9105154451,-74248.2633080717,-72533.4659749288,-74166.1640921996,-74769.7637735981,-75281.7478271741,-76614.1953447529,-76898.8936831176,-76486.2381819685,-77157.1983936554,-76969.9595307456,-76444.7583877077,-77052.1657225254
"46",-67423.430920337,-68663.5718071494,-70229.198798932,-69828.3980174503,-71564.2123705878,-71076.6970029635,-73332.3603451274,-73036.5592652438,-73882.7652325484,-73510.4919796895,-72907.8663705266,-72617.9697464989,-72511.5631351716,-70535.83613274,-72683.4123392418,-74472.6541258412,-74908.5400086977,-74010.7336122491,-74763.4564344298,-76544.8020205783,-75674.4723265292
"47",-73006.9365836718,-74875.4245298022,-75361.6232725935,-76959.6408511008,-76970.8696931383,-77675.9597173054,-79055.6878242916,-78657.5385421922,-79965.2783950855,-79663.3404412746,-80370.78104406,-80758.2342124569,-81225.1228487408,-80825.4543427326,-81194.9112267974,-81941.884954219,-82099.2437845277,-82396.0533826263,-82535.3240306402,-83320.4222602716,-83441.4833190223
"48",-68599.8848585534,-70116.6337343991,-70951.9788205195,-71753.0568779428,-72914.5036568214,-74198.177783789,-74729.5071701333,-75309.9851285626,-75058.706432448,-74953.9451319444,-75590.4761356573,-73994.5219310851,-73766.2048553107,-75231.3167275315,-75629.5463697481,-74107.7210271015,-73961.09009209,-76149.7281889134,-74547.1309622956,-75313.3924717276,-75777.7294156597
"49",-75604.0378890358,-77948.4922763525,-78599.3941007171,-79816.1985668991,-79208.5839295759,-78923.7281323013,-79754.0911717863,-79848.4506243152,-79095.3075702571,-79969.7326257694,-80049.1404204045,-79761.9522092486,-80472.3819571712,-81208.5087237345,-83328.9632567598,-82913.5459156355,-83078.0351483967,-82446.0426963611,-81283.6728572564,-80678.500869472,-79862.9096833972
"50",-68462.8187413619,-69704.411357045,-71194.9301778049,-71126.8352159535,-72580.5987249473,-72074.1118783585,-73878.6010703986,-73942.5050918236,-74233.7417319368,-76394.7516091946,-75713.3017422324,-74881.9499291327,-73598.3393068719,-75121.6484907819,-76995.8803689741,-75713.0227168803,-74365.5602909031,-74760.0659919418,-74477.8689747241,-74227.6348774004,-74152.0969519345
"51",-70367.155599584,-72293.0202251589,-73107.0764487802,-75286.6385253561,-74745.706249658,-74543.685762474,-73561.111346245,-74544.096519729,-76425.29088325,-75310.1699125148,-76925.7101802326,-76126.6529285578,-78191.2007732872,-78988.2150071965,-79503.5743260785,-79238.3347059479,-78744.0401291559,-79772.5736618112,-79911.8095660125,-81095.3156426091,-80512.1430372327
"52",-67035.3572842579,-67421.4779869389,-67893.8832211799,-68565.6942120116,-69241.2923219607,-70598.4652116885,-69904.105908234,-69445.4575398289,-69197.0745329937,-70928.9278652646,-69371.922454975,-71503.2085442001,-73615.5960441312,-72418.0746662182,-73037.9588408435,-73974.7535204302,-73952.7617011959,-74795.8759287768,-74020.3075797878,-74023.5160441682,-73066.978171936
"53",-75023.4411735411,-76696.8449221577,-76698.7827080935,-77024.0251219067,-77934.8244979027,-77787.9079431694,-78539.9610145148,-77991.2632736936,-78299.6856009233,-77492.9425198569,-78186.0255344928,-78266.1249399137,-78731.3219115048,-79403.9008672467,-79274.910097188,-80858.3740677669,-80118.9088166094,-80168.8335417651,-78808.5458186376,-79137.1583190685,-78882.0230882207
"54",-67873.1130000346,-68784.2514668412,-69162.3546300046,-70149.8080252488,-71087.9914701774,-72235.8897706578,-74632.0419181896,-74995.6715991855,-75864.9177111947,-75573.5811685502,-75262.7453459295,-76303.4560312162,-74900.9192070197,-73927.2947240551,-73974.9696042594,-75371.8946895692,-75674.7937902121,-76802.2072241579,-75014.1427989094,-75104.0886208987,-75306.8175366369
"55",-74143.9996772231,-74252.47159666,-73990.4293102456,-74629.4855253695,-74845.1724123886,-74307.6352601153,-74731.0992765233,-75174.2627686821,-75427.2473943872,-75778.0565225282,-77126.3953999878,-77840.6593995104,-77477.5330221797,-77489.72481007,-76575.5995105632,-77753.7385752051,-77568.3539290279,-76569.5020202546,-77081.9726686237,-76485.6810759824,-76403.6187004238
"56",-80392.9253092721,-80881.7955540576,-81230.8558365488,-81547.9423543453,-82805.7896314955,-82205.0799433198,-82552.0497309969,-83767.6048636359,-83768.5012337042,-85100.322769686,-85657.5288189802,-85722.3623136958,-86264.5652713363,-87103.0742888981,-87094.5372891549,-86671.016845774,-87196.8611908695,-87126.2547994471,-87009.8445729846,-86065.7052990926,-85409.9871298214
