"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"54",18325.5215161317,12071.6578610417,11023.2562325432,13645.906002395,20113.0563066191,27733.7242465658,37547.7863729262,51428.3078212459,66517.4619219775
"55",16794.9508840533,11799.0337843721,13897.8575901759,13938.5436398043,19878.0509664747,27891.77820202,38868.4443126701,51297.5335285243,66361.6187029591
"56",16241.2772956444,10330.3722193506,10188.5898047348,13677.932806443,16750.278919278,25059.2704665615,36120.0877844489,49098.8683977853,64724.6653151783
"57",18931.7247889854,11941.7488460342,11388.6212250375,12947.9635034963,18396.20017428,25821.3237220207,36652.3088489731,49373.3138958307,65003.8756136787
"58",22303.5053631514,14781.8769247931,16906.9733884627,17159.165408497,22401.498416079,30108.9413975893,40279.2850045085,52999.4334957602,68214.3032278052
"59",19242.5729070265,12389.1369369339,13135.4401486601,15657.1421701882,20806.8142094642,28642.7249698299,39582.5097253548,52229.6676872966,67839.8809928501
"60",22853.6270654273,15702.4248335784,14286.606070698,15693.3023586537,21725.6090511468,28717.5482944825,39241.1738141637,51680.6373023682,66709.9990160225
"61",14787.7188230932,10984.5026840075,11313.4569539865,13066.1359157205,18911.165589845,27900.9410625981,37077.5960633065,49382.6433903808,64863.5993499434
"62",19584.8347894395,11458.954553359,10402.9601856096,15342.0223687107,18129.6569115546,26100.3401662729,36629.9098836566,49017.8444102864,64204.2650330822
"63",14590.3297014666,10552.5612171697,9387.01986703662,13286.4970287533,17409.6261422801,27781.7453708088,36866.1771339629,49199.6358488647,64398.9124623416
"64",18449.0225895835,15365.8568320512,13372.6885712735,12986.8548079274,20452.3857004504,26934.8327187685,37206.9609019117,50326.4317430727,65443.2419205966
"65",19651.1835681849,10926.0348689773,10901.8395238801,14217.8156370082,18934.9403476318,27637.176300543,37914.1214824582,50415.1405704763,65884.8166751458
"66",16673.0911539456,9599.29161513752,9709.69671902248,12990.8204814624,18969.0758481254,26040.5276083926,36940.6303520878,49434.0339469948,64769.8573204387
"67",15119.4620199548,9826.73850618295,8625.65007728372,12208.474171226,17184.3956506062,24898.9513232933,36721.3784785634,49624.0196550821,63822.0169192475
"68",16531.4120927669,11842.0127838973,11635.8374888435,14276.8040257184,18672.7870384709,27442.8362672757,37020.4839531118,50024.0867894918,65235.0001389568
"69",17858.2205541292,11191.8820296312,10133.6360345263,13451.7036798841,17367.1660086894,25405.2438679121,36064.3651576642,48380.5717871023,63608.5812292523
"70",16393.4789578215,8820.53574366507,9689.73313145237,11701.6880733622,17089.269404109,24350.5194828513,34380.0357644083,47537.7337322724,62708.4453277777
"71",19626.4395550755,10408.7059131273,9203.38569847075,11857.9976178686,18725.1386955035,25784.2074366071,35720.7914095628,49634.4863414316,64315.7914455648
"72",14328.7030167466,9788.66561971731,9308.58850625603,12281.4636398899,17721.8153862778,25744.7635834433,36733.1154445232,49345.81944737,64633.0370087847
"73",14197.9664696028,9220.27058107673,10189.190093866,11262.6590333642,17297.7640723671,26510.290156103,35865.4210894945,48512.8892792346,64183.8480386172
"74",20486.8046154515,13569.1265826235,12675.1663439417,14746.0105476756,19422.0132044074,28138.6379813644,38852.2734953379,51881.6514606208,65724.2004373475
"75",17033.2362013083,14316.3774809667,11481.5909647479,13091.518695603,19858.4446161861,27752.4723925431,37754.876465915,52142.4058352295,66128.9712222282
"76",18534.1580080636,9999.24986642504,11178.5966731276,15233.4979972342,18648.9271418436,26183.25294001,36163.8295010084,48863.9384081787,64131.8285903211
"77",19805.0582934053,10863.0520131546,10399.791211616,12546.6715289762,17432.7727010106,26075.9389024495,35984.0482810901,48388.5993078435,63728.5343023064
"78",14977.7853644719,11599.912716072,11292.6288936694,12686.0703406231,17823.2679922765,26110.7728823574,36152.4630115097,49681.3858285244,65093.9653304637
"79",21311.19292523,12752.1373808108,15957.9967647304,13389.121226994,19323.3121919015,29038.9133553399,38285.6127055713,52481.8019339276,66856.069858878
"80",17920.5755471995,11078.1294590172,11101.9478170183,13584.411551016,18059.2387639794,26264.4523750459,36794.1375369966,49627.272079458,65085.8241868795
"81",17318.5862827864,12243.8846492897,11464.5824995908,13308.7827655997,18438.8127786461,25976.2107400677,36896.6191928826,49642.6689959046,63903.5475724257
"82",17174.9107649973,10077.044360425,10495.2094429419,13816.2647727292,19125.023255724,27364.6179244936,37647.8449661603,51332.0061200546,66349.8632016308
"83",19660.4730219447,11091.2913880577,10851.6106112079,14395.3713492077,19995.3372151449,27424.8667710082,38220.3251458645,51893.6059557396,66533.3280970091
"84",14573.2885583198,10070.3452277834,10990.462207641,13613.9156097525,18378.7878611833,26935.6717059185,37147.7508382807,50349.3172382434,66183.5953198853
"85",19614.7941781687,15211.701612279,15713.4542188912,17167.0031959024,23748.1241676003,31798.9513533866,39482.7833543189,52149.7907627933,65015.4163244983
"86",31337.0570429676,20951.5788814474,17206.0765302074,18091.1662264304,22611.4648171339,30643.3230791732,41057.2017937486,54074.5370706672,68122.4505661558
"87",17855.8516025942,14739.4575063816,14272.8278331757,15047.1866481042,19989.8332888216,27778.6540665348,38861.3953206659,52861.0529289396,68031.9825495755
"88",17667.6367322747,10924.9760860168,10838.6428208542,15498.7534920792,19644.3718895292,27983.1712826099,38398.1852992073,52455.2203245442,67613.0207075731
"89",22974.7804572995,13027.1877072895,12890.8476801256,14719.7852219082,21332.3941508007,30091.4188375814,40558.0695965111,54660.6282208274,68990.5472101054
"90",20546.4972787467,13670.348608348,12186.5468607498,14020.5802673937,20528.4349853969,29807.7291038845,40425.2570960671,52674.1470180993,68403.5604999601
"91",22114.0111295052,15543.0019026807,13365.65263862,16063.7001447419,22164.9589609745,29665.8734724393,39855.9884251274,53978.1453561878,68660.2576432882
"92",29265.7717188423,18247.2979504546,16959.9904057113,19459.551110611,25346.2513767155,33008.4865344645,43698.6227459295,54528.494333398,69832.3317104481
"93",20099.4986753908,13750.0112252754,11879.9775610319,14507.9686246506,21215.5534878603,28566.0602278139,39912.8130952372,51923.8976777341,66957.2360379983
"94",18902.421260679,12425.406641215,10613.1776784977,13115.7185102596,20268.0740897186,27089.8644680811,38828.7523445718,50969.0421075588,66527.8420825188
"95",15370.1618568247,11582.9866351507,10656.3019693013,11939.9306650793,18358.8064062003,27312.6991995328,39243.0128995313,51537.4877799282,68269.8906955553
"96",15580.974902038,11382.9926285779,10237.3643588957,12923.4648914423,18670.4647768511,26899.9170457965,37459.979386764,50798.0146534872,66343.7680939331
"97",21580.0624819007,14898.547067461,16604.2671272591,16749.4826442367,21264.1042381604,29023.8453806059,40756.4058060889,53528.1273075123,68142.2924882774
"98",17324.7435049876,15280.8743647698,14134.1813067159,14851.2527854468,20084.6276085875,27862.6396821206,38349.5404429128,50814.6572475223,66787.3616088449
"99",22107.0932564655,15076.1211422467,15431.5836469974,16280.4281621278,21068.5032617364,30214.4725652155,39315.2750906148,52722.7381180831,67613.9578134229
"100",20221.7253986581,15033.8229590799,19250.5581059838,16621.5632067537,21700.3098487974,30744.037900864,39774.9117666644,52821.720931679,67054.0646600623
"101",18224.3482755898,12294.7593031429,11685.422579028,14394.2942818416,19220.0015598915,27973.4684146811,38377.8331226012,51505.3510849366,66265.6043586121
"102",18550.9802640364,12771.2345606948,11532.0911613314,14976.1109869009,21148.2794856569,28743.1503068505,39212.1652294524,51157.4939828715,66478.1314985944
"103",18588.2793969306,12890.0119397916,10702.7699125696,15414.4155935071,19279.0606532558,26771.5922605902,37996.6778812131,50983.1295515569,65854.2020958848
"104",20022.118976183,15325.1583858833,14468.8211712573,14211.8143361403,19743.3815171103,27550.7005540123,37700.7879722733,51766.5161068258,65940.1687055123
"105",23921.985865258,14491.588036968,14412.6219967117,18539.029068484,21775.5523536898,29634.1714623446,40120.4963875755,53170.0211173782,66801.3381365199
"106",17397.7765906501,10558.4138667659,11313.0050371355,14077.7498377495,18251.5500708452,26195.7039124147,36521.1705705272,48900.8558067528,64236.933044591
"107",19375.2632198561,12388.0478403667,12792.4514970256,14160.4572898405,20832.3666580081,28652.7947844795,39508.2650198631,51630.7940185343,67174.5102181832
"108",24762.4101811729,17706.0737763765,15427.8790120909,16344.7552738085,21790.5626704995,28993.9100322006,40602.5033317078,52233.2236062462,66924.393591505
"109",16815.5318008338,9372.97198758293,8331.15520892495,11623.8760484085,17226.829267382,25615.7395495355,36600.4484985255,50217.7971096168,65026.7833725806
"110",17439.240802903,10784.2117099542,10850.1490997535,13896.0621567928,18787.6159202563,26357.9790187873,37704.6068715334,49891.8329334432,64448.7945863273
"111",19111.9042972496,12436.2003920795,11971.9546833401,15245.0803873846,20529.1286782693,27383.0930998721,37376.7187098383,49931.5055285216,64824.631936941
"112",17951.3126087943,12071.6139275402,12102.323158762,14999.2509767537,19097.3358524552,27139.7617123221,38242.0844040751,50776.0913284263,66139.9885151217
"113",19557.753269995,14010.2486450322,11868.5356726308,15965.8454145006,20793.2432181104,29082.6336256691,41319.1140372651,53038.253393293,67018.4011713344
"114",18479.6367332701,13613.2721214062,12160.1222054751,13885.4310213193,20510.0112102852,27107.111767716,38886.0323685828,51395.6138424973,66971.4656516341
"115",18181.3273873692,12833.8681947527,12208.4355478939,15028.8431213389,20706.2299760906,29177.4028122719,39559.3935082153,51687.5366372699,66724.4727887571
"116",17327.0872371528,12413.2093234839,10113.782505187,12826.1339300282,19758.92272536,27918.7110874969,36912.1959067898,49984.2315021899,65119.7923136021
"117",17583.0304415665,11247.6002660141,9189.3445278736,12631.3379567999,17488.3711825986,25061.5694318861,36038.3515517006,49057.9107530395,64111.7858040704
"118",16789.8879553841,10265.0259509991,10557.5714600975,13350.973171861,18530.8501061829,26246.8190242557,36942.5565270496,49908.5207260048,65103.8849194281
"119",18441.7218402324,13961.9355057131,11508.5561326953,15695.6830026101,20510.3259465109,28195.4927868141,39233.8692096111,52049.0585903902,67320.6334731458
"120",18878.942155291,12543.3328577334,14778.3590503686,15429.1264297438,19443.8436334327,28165.9140470464,38924.6256389865,50740.6748958118,66666.607453094
"121",23124.4053153734,11237.5678701071,11918.7014299063,15510.3735809972,20617.6255919551,28646.6903570403,38735.4206045328,51649.1909402501,68055.8814834591
"122",18780.9133312707,12702.2844267398,12013.3891291004,13980.4639365488,19125.6896288484,27307.6429006433,37723.8772656364,50738.3969735694,66004.2090296941
"123",13428.4980513516,8665.39922933236,9157.56908230874,12329.5738336549,17226.5446844157,24843.7466362868,36005.1359107711,48838.7328464567,64190.0749319285
"124",15859.0363407655,13970.6309953487,11994.4284999851,15036.2618606661,21928.1266044719,29324.514995923,38204.5805574704,53116.2550396343,67424.4638375331
"125",17544.5706495273,13178.6830889635,12805.6885353201,15754.7831300716,20732.8185959106,27432.3709521147,38953.3664318092,51393.572359391,68166.4127058774
"126",16575.817356286,12505.2468126078,10317.9246789187,12459.4353168321,19519.546917859,26677.2004507493,38386.0825670854,50782.456888186,65818.0625181741
"127",16210.9337961519,10548.7785164362,11032.6939993867,13831.5034481203,18372.3667094786,26062.2655297368,37076.6690774911,49838.7181559241,64711.5063507382
"128",29032.4851248133,16516.9659084719,17657.3072643991,17705.7805690954,21788.9144989734,30424.9054786424,38182.1779744101,52236.5015769564,66755.191174831
"129",15337.4906368993,11609.1304951071,10328.6402579776,12887.7724019192,19535.2339981366,26393.3123326571,36255.5210838082,49291.6016328372,64163.0875336946
"130",23061.7171775611,19444.8987287243,13469.7971183113,14807.5631352784,19662.3764138983,26887.8426560553,37469.8190268955,49455.9562746707,64604.2230157115
"131",16039.0241962365,10172.2455052463,9539.73732097034,12451.6847250672,17787.7373716361,25410.8919288051,36462.4299804134,49306.0278179508,64117.2602488279
"132",14721.5941728077,9191.99564621331,7909.24347361086,11402.2034275085,18470.9118926365,25525.8789081549,35412.2955408215,48568.2069671569,63574.9088349516
"133",15364.2424666535,9589.18190939123,10143.4123910603,12253.9427144554,17813.954116686,26278.3278742981,36381.6685982082,50952.7563701177,64445.7345232471
"134",16873.0658477706,12686.7389163022,11641.8693064858,12693.529586153,18355.0115773972,26424.0991797146,36447.3175529799,49526.0960640926,64414.9476242352
"135",16123.958129023,12314.9467146287,10063.0480661744,12678.5225021129,17478.2012133459,25446.0705079359,36043.6551869656,48498.2056420845,63969.6381787183
"136",16262.6124120392,10293.2635703531,9539.22109325152,13093.2692479415,18196.4000879231,25795.0933165589,36681.5921601035,49304.6313383432,65784.8101466188
"137",19117.4347253504,12211.2916394581,11392.094807608,13287.0175734589,20086.7091736244,26999.7346448948,38321.4817237305,50010.5196086565,65638.0825582547
"138",19807.442764942,13522.1825074354,13365.2155767594,16370.6926998551,22294.9138758921,29091.8542189811,41009.2491253224,52617.8331667856,66668.9709789339
"139",20690.8872176286,11630.5180419435,12482.2746892715,13760.1865406425,18986.2373650104,26735.7454183107,37603.3349281617,50340.7949603468,65428.9906872768
"140",16815.1830204023,11222.1925037321,10840.9300611192,13234.4201265955,19008.5019179069,27292.7686325615,37926.3760022358,50646.2984010317,65797.9629816318
"141",17345.8321103388,13609.3799402856,10620.0492437752,13646.8835047705,19389.1530719565,26876.9102281646,38267.0561571513,50958.6201873068,66452.221677416
"142",21056.8655020646,15212.3987707784,16159.1966724379,15282.5237543405,21457.0708873061,28822.5751597402,40014.9446496736,53561.5885356969,67996.4683942033
"143",21851.0708741635,14308.6169064985,12058.9128305823,14472.8622758182,21197.842359775,27093.5309188951,37772.2167886552,51088.8212930556,65613.6475508866
"144",18426.0894114383,13129.0305318691,11898.7497047222,13567.7575963057,19193.0258996498,26764.8356858794,37592.8795253844,50924.2616862323,65884.6382749675
"145",23569.440182559,11864.3591901951,11671.6939899479,13843.8216728652,18243.8231804551,26621.5890907896,35717.3035525299,49204.165764022,63729.0334889892
"146",16829.6459965519,10682.0800604601,11393.3227224131,12862.0859592439,18455.5161287798,25985.9530089696,35987.2119121795,48866.1246940828,63363.0157725275
"147",16377.0208836734,11522.8933304675,9656.05189997418,11626.6471280196,17672.3494227721,25539.2045856524,36027.4080586556,48355.1029106552,64264.4529851328
"148",15660.0869087635,10462.5590930531,9399.71381265745,11805.6594420857,17226.2259652644,26334.7239358466,37243.950357778,49009.8068896046,64455.6199663147
"149",17673.7090714766,11697.3903556827,10054.1746444521,13673.0272708286,19122.6715315097,27718.5488836372,37711.3501761717,49959.0192238535,65270.603054236
"150",22347.8987474244,14627.3545013688,13747.0070706747,15274.5839531276,21086.4644392729,28265.9208062385,37243.918215155,50182.3937608704,65364.298150911
"151",15717.7081166139,12633.4193350611,11544.7275616218,14634.5314041522,20072.2977976831,27750.1743441483,36707.4138420673,50179.6089142698,65596.4472036639
"152",16355.357095748,11570.3071660472,9238.279480373,13125.8134041749,17878.2611629309,25927.5358843138,37012.4897757361,48980.9886842275,64273.0525594661
"153",22395.5372462365,14374.2994409208,16683.7774578219,15119.4477907061,19681.151013635,28415.3187263858,39213.0921597787,52562.9801923061,67060.7248717228
"154",17598.2756543823,12198.3027551909,13138.4953223573,13020.1214988253,18196.3549326961,26315.7853563744,37058.3212593695,49966.5639217384,64643.9997712113
"155",18437.0436954857,11587.9849713701,10913.1269597205,12317.3074394032,18892.9392343381,26818.6395860024,37577.9005063932,50496.0831730929,65512.8934277795
"156",16622.1122856268,9734.59502418731,10749.378539531,12030.8824636926,16889.8242962385,25250.291327989,35065.1212575757,48464.3321451017,63261.4682138401
"157",15941.0028442429,9158.53670551021,10028.186318079,12461.6181869224,17013.7451453201,24932.586177309,34460.0552846213,47896.4984601553,62980.5359502675
"158",19145.6995647889,12727.4109036836,11789.3049363756,15578.1939568601,20762.993900576,28066.8641696707,38351.2254205182,51555.9673086924,65425.1802924093
"159",16694.1888847169,10813.1391559764,10098.9462305474,12644.5207740263,19476.003692278,25685.6853998411,36663.6737249095,49220.6226300219,64600.119504435
"160",16684.1359210547,11443.4802988093,9243.66106749079,12372.1611381726,17886.6499085128,26256.2315891443,36005.4869266501,49593.5730486279,65106.6463894441
"161",15878.0490667123,10580.9475570021,9667.81275973377,11951.9760204517,17284.3269827588,25600.3625869004,36043.6148047727,48887.4904994172,64003.680197069
"162",14206.2021837436,9387.59361151157,11049.2431533147,13446.10427693,17164.6328423775,25236.3407446595,35610.0770684651,49323.4782193403,64055.4998601563
"163",22089.4062334528,14326.3902241482,13689.0705168536,17310.0603137874,20655.7381584859,28216.6301014322,38276.630154271,51733.3793393784,66603.3325143985
"164",16181.6946431766,11817.0505654866,10406.4125791308,12943.5740557378,18452.3940372841,26785.5119692405,36916.6019518825,49612.4234934568,64476.8942704183
"165",15963.4687334203,12275.5687165634,11390.7600873541,14754.421109831,18784.3843974543,27141.2655888676,37335.6633258651,50363.4214169132,65412.1762427304
"166",19284.0968236542,13525.6381476604,13393.3625351922,17264.617417231,18533.9294017097,27110.8250458596,36766.5174332225,49692.2597516236,64285.7594885663
"167",16101.4059150436,15815.4922214621,14321.2794404592,12895.0131530985,18319.439903904,25955.9234579831,36483.7427228332,48976.1565072218,64668.3267687445
"168",15274.8274821662,10209.6574749779,12690.9395703528,13506.7164639586,20640.1824779665,25731.3531065964,36369.3640500682,49280.6526466523,64588.7003263617
"169",14047.2270996811,9340.41138297701,9758.3031162819,12041.2764446861,17826.8168053375,25363.7200026058,35764.5497702734,49150.2471504098,64642.6624697752
"170",17800.8269279985,9871.55203262459,9715.16046461546,11636.4553602047,16486.7504513464,25548.9034163698,36522.3828186374,48953.5156572396,64386.2083702985
"171",18453.582628336,10640.5820473773,9974.92888357893,13058.2278985394,19382.7626624899,26632.383512099,38326.9164637563,50920.4277992086,65167.0399288691
"172",19876.9668882057,12251.4038361651,10295.2263196802,13319.4617826871,17384.3854993719,27732.0120078328,36449.4635693229,48987.8133197272,64247.0056744946
"173",23115.6215856392,16200.5560477951,15250.4748826538,17588.1558983745,23224.7892382369,31978.446122625,42060.7677354506,55692.0926467653,71220.2683065519
"174",22030.0425432289,22472.0706182015,16860.859021983,18164.957061927,26117.2604844036,30019.2164071307,40690.5402897963,54653.9552592565,67943.1960226534
"175",24697.0811740786,13444.7406769336,13755.0916753625,15978.8922602524,21816.1286866704,29310.9200907477,39509.5594351709,52582.2113236465,67958.9361636583
"176",18910.5072793678,14353.2597384103,13348.9849242162,15827.7082889028,21605.5908714086,29555.7823449229,40801.9576026058,52916.9992890611,68651.5968340642
"177",22209.9386460135,20765.8682806287,19469.7231549161,22747.5486666218,27103.6479255797,33191.1826037619,42752.684487391,55447.6153438702,70526.2817076903
"178",27261.7220694425,15782.3797537077,14302.3039042854,16555.1440253474,21823.435305786,28086.1281144554,38792.2217412563,52832.080680106,67486.9399098899
"179",21643.4722281221,14413.1772824945,14090.2679906299,15162.9523860377,22502.9171421981,29715.2837965358,40687.0049153642,53284.0057145123,67611.246927463
"180",20630.6431762365,13087.1305773837,13381.3156015397,14785.6177152276,20553.9934504912,28185.0725398173,40472.6880142611,51924.4897128038,66255.7347628954
"181",18368.4553790277,15056.616029766,16446.825146192,17974.1272147193,22766.4788405823,29228.9902826038,40144.8077632982,53728.7876210616,66895.0176264427
"182",15744.2882358091,11291.3710759569,13207.2874698746,17139.4398191937,21020.2774792398,29099.2746468947,38952.9078676681,51186.884085162,67186.291450907
"183",18323.3216884332,11809.4494082647,11438.707955489,14193.4199782089,20466.5301347176,28151.0560614875,38912.8621327197,50957.7966494573,66834.6653416549
"184",20790.1804020203,13395.462151182,13688.6461068126,17912.6825874167,21276.101431994,29036.2597600459,38920.7616998074,50629.5082793773,66312.3961264883
"185",24204.822255301,11878.3512529902,12398.629034262,13445.8522552996,18913.9679842333,27653.4191785674,38301.437626685,50560.2914757836,66131.4368717936
"186",24573.5460864343,14479.2673875617,13232.670335444,16547.8977504461,22740.4328222114,29275.4679091018,40780.8606403855,52879.0948249951,67502.9007060053
"187",29947.3823039804,19504.3972639893,17700.9647580145,18263.0549257849,25009.0394353952,32427.7863045333,41370.7256281089,53046.531291317,68710.2820233346
