"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"131",-62237.2590402871,-62076.4054744457,-62058.3754421316,-62692.3623990304,-63565.407603034,-63614.3868177598,-64067.7254303336,-63372.965053477,-63835.5617507057,-62935.1347278183,-62862.8258759682,-62990.9252485833,-63079.2076215008,-63116.5955017626,-62642.9582675463,-62973.9358866442,-62924.6474367904,-62586.0891808949,-61971.0239416526,-60076.4684773235,-59576.3535263451
"132",-62645.4989206249,-61467.2721161086,-61201.6114605335,-62146.9047558736,-62525.9450084861,-63106.6982437212,-63399.3224894723,-64134.9523743671,-64279.0053400506,-64913.4044278958,-65076.2076835366,-65663.1112776638,-65414.288471718,-65634.5934620389,-65328.127857487,-64818.3653893953,-62988.8037269673,-64387.7247480371,-63563.3737433853,-62577.4633642054,-62038.5677159301
"133",-60842.0908242866,-60328.7718074142,-61032.403424717,-62049.1767372112,-62588.9784831839,-62095.7268673806,-62251.3486686608,-62126.9782233404,-62415.839872719,-62973.0705235392,-62182.2658302576,-63045.3368345822,-62945.8766073675,-63119.7515452447,-63404.73451978,-62665.991163336,-62624.167810391,-62933.6056230915,-61886.3750113524,-62374.824219586,-62128.9690170897
"134",-62641.3390106833,-63612.0144805687,-64115.1743618381,-65026.6121197198,-65087.0648047437,-65088.0887040155,-64324.9173099142,-64209.0210857919,-63670.950541187,-64880.0329181969,-64839.3360173605,-64373.5060074416,-64381.8242164981,-64144.3484297476,-63230.8598247424,-63072.6279502065,-61641.66679103,-62649.1019665274,-62423.2415397526,-63299.2642807358,-62981.4031613455
"135",-62705.1172449739,-62716.8526176261,-63479.0131374069,-64308.875229025,-64224.2853163523,-64594.7552479554,-64716.0691878702,-63998.3136897867,-64086.8080486479,-64028.4631352993,-63963.2792380442,-64047.6831407664,-64034.9687982268,-65170.6799942655,-63212.6458538676,-63528.4710290578,-63542.9676147638,-63848.6746945827,-61935.0106851259,-62274.1849917353,-62732.360742962
"136",-61342.8817020341,-62481.0636901498,-62799.1127760823,-61654.7269729939,-62100.1264943855,-63627.6434986189,-63833.8289660616,-62764.2986011048,-63808.5015589194,-64247.2291328873,-64396.2579839648,-64355.1461347718,-63540.1749854075,-63535.557967259,-63544.4314414987,-63740.3415760755,-62921.6727977856,-62581.9058628593,-61388.0663023336,-61090.7181137805,-59583.3810893114
"137",-56730.7923678894,-55921.1144614234,-58438.2546092224,-59203.5634333172,-60130.3658924327,-59958.3544804138,-58553.5202799451,-58567.1129824171,-59559.0630588329,-59551.8397806542,-59137.1703776303,-59214.7342052086,-57885.980226565,-58473.231699722,-60055.9338921811,-59246.9991772326,-57927.6586111993,-59168.6064975533,-59308.0110706622,-59350.7882387231,-57097.8033590395
"138",-53314.2014234107,-52172.4740429974,-53353.6079542904,-52822.4523410612,-53629.115284023,-54837.1498396971,-54929.6077286335,-54747.8140097158,-53673.9335717,-54500.09912614,-55660.0322961691,-56300.999954829,-54971.817149184,-54634.7642852452,-53880.4569626849,-53450.366405505,-52852.1782366053,-51542.5487289489,-51442.4829873946,-50181.0596183089,-48367.6493993478
"139",-59150.267217823,-61027.7599335248,-60062.5352567334,-60425.0547783722,-60002.3021568391,-59642.1047608853,-60901.1176113088,-62258.8449466103,-62773.7129010876,-62662.4680542004,-62291.8924522238,-61728.125966191,-62078.084545862,-61536.5585104854,-60597.9603923017,-60582.6065461109,-59859.2128175432,-59999.8204040301,-60324.2378555305,-58089.8935514807,-58703.4059398562
"140",-54268.1728341273,-54885.1820585768,-55336.3459313899,-57003.9362639454,-56491.7984142389,-56167.3037369236,-55425.4347154836,-55052.8021893887,-53713.5123754709,-53840.4650730734,-53593.9399829586,-53862.1633355721,-53368.219641618,-53347.8973880164,-53905.6340218237,-53727.1095196791,-53620.1352366744,-52499.8917103579,-52810.5425051968,-52326.4094886154,-52274.7212225949
"141",-58486.2630611981,-58916.3382160317,-58965.2374809078,-57638.6084250803,-57524.0226061038,-57575.8791771673,-57978.5537238195,-58325.7052678073,-57706.642445909,-58022.2913782682,-56964.8887487452,-56186.0288883684,-56034.3369237785,-56393.368679043,-56839.2190948749,-56597.0228733891,-56534.9633448897,-56669.0092763675,-55925.3781589809,-56000.8531311483,-54631.8804268529
"142",-48306.3800087769,-49951.7717843924,-51477.7304973609,-48749.6888816526,-49408.8474754187,-48800.3344585371,-50321.2322697184,-49838.4996511702,-49857.8396605596,-49922.9904614269,-49945.5200480812,-50051.2622223139,-49086.9297810056,-48783.527090481,-48819.1631337839,-49371.890925338,-47841.2341745404,-48489.5848331954,-47052.4459560251,-47523.3051936203,-47318.6410965001
"143",-59015.7105509901,-59113.1441712181,-60324.2533627569,-59911.9028054096,-61505.4202453604,-60828.6555899876,-60735.8693258919,-60739.3584290586,-60604.1150206636,-59447.7975674323,-59393.7321948918,-60119.5405388267,-59368.6459201106,-59116.8152782476,-60106.0022523568,-59474.5552187219,-58477.7230560971,-57336.9180445445,-57717.6043806326,-58295.7998479277,-57934.5951812794
"144",-60957.9768654972,-60737.1950705301,-62071.0077572608,-62301.5697244126,-63159.0447151562,-63588.4328733569,-63707.8520053254,-64038.1387356112,-63120.8207651476,-62684.898796202,-62855.1957486439,-62561.6411741363,-62480.9226164012,-61865.4277136997,-60826.1316744343,-62051.3479546487,-62291.7761179841,-60000.0664229093,-60968.6917613673,-59882.3048672901,-60223.6020986993
"145",-59745.0292436613,-60669.2682030321,-61554.2326123379,-61443.7207224107,-61886.0753424442,-61094.2069993524,-62581.5093303801,-61677.1565323363,-62580.5201991055,-63060.3990968976,-63591.0504295176,-62874.8294362996,-62995.8879795772,-62200.7701420947,-62372.4904677345,-62156.5098657747,-62791.2568147945,-62553.0105652576,-62004.9958496507,-62131.0663002274,-60867.7906784579
"146",-58791.0865342104,-58533.7500105844,-59752.7663047846,-59405.0479397974,-59100.8449208335,-60335.621744745,-60502.6565990309,-61531.0210603477,-61577.8627585975,-61838.3455996498,-60687.301347602,-60455.9728831753,-59961.8666357661,-61255.9496904098,-61171.2691355514,-61488.2788976882,-60847.7963525394,-59742.2103263195,-60652.5545540724,-60096.739878549,-59802.1740083047
"147",-64761.8552496688,-66290.7072656097,-66872.843729875,-66639.9731152063,-66451.2540887061,-66261.7985934173,-66883.3096529337,-66524.3942362122,-66736.1843845395,-66627.1338596628,-67730.4554197482,-66875.740334489,-67545.492031295,-66465.9980021575,-66402.3331898257,-66298.8640440521,-65853.8778330794,-66174.612757178,-67143.8820971637,-67569.4736677268,-65837.0421206765
"148",-63905.9036578459,-63980.8478494172,-64562.4561341987,-65320.7172150252,-65717.6864593571,-64497.5305471638,-65063.8630404035,-65835.5100283158,-66751.2109309529,-65381.8723298363,-65481.1382927169,-65018.4829308186,-63540.6603086567,-64259.0543220777,-64942.5321428803,-63591.3898574728,-63471.5955697307,-64575.0652289858,-63463.802367206,-62546.8346750807,-61985.3959139687
"149",-60270.7567874381,-61323.0342796278,-62385.5128667917,-63261.135061159,-63189.5920836618,-63134.426605558,-63172.664170523,-63026.9636963848,-63011.2485794252,-63351.3666126593,-62518.5437212295,-62677.2843218318,-62464.8823639392,-62575.1623774579,-63012.8939808142,-63582.4726407824,-63650.0564976201,-63453.5442220982,-62484.5031055084,-61802.8114687587,-60876.2239268479
"150",-58257.4023387021,-58536.0146002548,-59498.5559276252,-57716.5366229162,-59297.9900440175,-60740.6280782766,-60820.5903100017,-60567.0469072972,-59272.6302429545,-58692.3238725234,-58138.7023377264,-60185.1447354902,-58807.199949808,-59290.9700584629,-59506.9039086869,-59945.6345910414,-59819.2670591627,-59251.4957415184,-58780.9148130555,-58712.2029355759,-58757.0868656729
"151",-57129.3878189233,-57098.2248309622,-59358.9806642946,-58507.466161338,-58734.5964303484,-60760.5960863071,-60064.2494635164,-59829.2205781909,-58797.6436574271,-58857.3286165088,-59428.2481836264,-57935.7212333882,-60294.0159065718,-59127.4726192688,-58834.6588879138,-59778.1513692885,-59972.8428590698,-59606.0386484119,-58427.479262627,-57883.4548387206,-56599.5355897216
"152",-63398.5309277026,-64160.6936862762,-65000.1967881725,-64934.0509816551,-64266.1404900308,-65313.9750242496,-65655.7946342274,-65784.641781184,-65359.5122061028,-64398.2177926541,-64284.1005467467,-63159.0510560678,-62428.2087670315,-63014.6852921939,-62400.5946745642,-62182.9930936221,-60899.715830227,-61557.3214082296,-62168.5206684526,-61784.3579797744,-61833.5066291267
"153",-58859.5506509357,-60420.4129201151,-61083.0912769882,-61477.5350205619,-61797.7071641353,-60283.1820853167,-57996.8297209415,-58108.3928639746,-58113.6771284445,-58462.5071047542,-56408.6697861096,-57577.4359789839,-58812.8721647927,-58199.2068731132,-57673.3921074308,-57494.9672806293,-57656.7774989602,-56979.0897300984,-57284.3572309659,-57516.0910364126,-55947.0372634556
"154",-60227.0678891831,-61293.3325251868,-61649.4264215567,-62131.8718251343,-62559.3843136965,-63398.7946576041,-64326.6085893661,-64954.2808823308,-64899.8203452261,-64764.2242131289,-63809.620646107,-63637.4937590626,-64019.4868311553,-63932.4804994562,-64307.5193856891,-63372.690215874,-62607.8166790832,-63501.9581787936,-62702.7829787201,-61985.3616318939,-61832.5912483418
"155",-60318.0871987224,-61651.6201112048,-62005.2967119354,-62705.4916191865,-62214.7395273091,-62584.0809408387,-61895.5103984734,-62082.6948014472,-64163.3503698833,-64118.0621166559,-65201.6705123844,-64236.6937972419,-63224.3457964012,-63309.353594728,-63141.5848105274,-62308.5402307017,-62662.8673976742,-62750.1800061669,-62693.7101604448,-62512.0735238557,-61018.5523183106
"156",-65718.4867931635,-66461.5401274678,-67089.3198877684,-67828.1219156466,-68904.0650365262,-69347.3325545166,-69188.6653276577,-69135.5733528414,-69387.632192418,-69465.4507800016,-68597.8172995966,-68022.417142947,-68012.1324547096,-67867.2273968756,-68681.6998100549,-68939.4403797203,-67713.3516865555,-68476.6951363923,-67432.7028245449,-67525.3176498069,-66344.3431198957
"157",-63635.8276326929,-64081.1699340912,-63867.7986093786,-64902.534873103,-65362.8160439521,-65354.8842919577,-67000.9766598552,-67116.6221088919,-66989.0452007549,-67669.1506943545,-66917.1795722943,-66929.2544180991,-66325.7282270372,-66544.7390040905,-66550.0716972754,-66562.0811595451,-65890.3182463188,-67030.349308555,-66198.5757948978,-65699.4140127945,-65991.3222419346
"158",-62344.5387618629,-61115.6933982404,-62664.5779906277,-63995.2513099768,-63387.5843391255,-62802.026807952,-62341.7848763268,-64132.5275772022,-63288.9029882594,-63565.36354311,-63151.8729668462,-62596.4901338666,-63409.6388505674,-62737.7557135371,-62342.7530748825,-62769.0628902892,-63464.4696256383,-61963.6810730071,-62505.9444985358,-61719.0728955818,-61982.8797661288
"159",-59434.1225579796,-58624.053754701,-58902.0515597285,-59025.2127460341,-60124.311985155,-59951.057913986,-60533.2409361019,-60279.689166909,-60502.3034614296,-60207.8397312111,-61412.8850638336,-61974.899095011,-61881.3562274165,-62457.2051741083,-59816.8968701269,-60750.2436487225,-59141.229638294,-60586.1049368336,-59875.3969581931,-59185.3127529809,-58292.2532465316
"160",-62476.5508949266,-62244.3940791639,-61865.9849830033,-62227.0177399943,-62534.5820146396,-61889.5619747529,-63132.4909508843,-63412.025837388,-63944.2312366517,-64412.8284926723,-64526.0287882994,-64805.6804373991,-63557.523300579,-63633.4229817087,-63743.5084554824,-63107.7063701592,-62524.7001299908,-62413.3376887223,-61552.8692695691,-62061.8559374485,-61840.9825022431
"161",-64140.5267952474,-64507.0245045134,-64358.7203548382,-65171.9202129112,-64391.3200327137,-65161.5201195122,-65196.8534988675,-65534.4233319771,-64788.5163635173,-64512.6887819221,-65061.499717568,-65203.4986584341,-65727.8441649925,-65899.2776796995,-65973.6834717035,-66180.5485124091,-65419.6582618027,-65515.6118378168,-64637.0742518411,-65015.5275775664,-63620.6869421365
"162",-61500.3745496388,-62439.2401522415,-63399.6814834159,-63642.2086210526,-64084.1925690398,-64594.4102904918,-65830.35000547,-64722.0994746725,-64637.1807115947,-65374.7560511293,-65062.1106792997,-63362.1152533223,-64866.4898912274,-65242.5251550769,-64038.9441457724,-63343.0271648348,-63222.6534382666,-64112.0944388535,-63265.499899152,-63018.9943538507,-61840.4375236493
"163",-50524.929697237,-51880.3326735991,-52019.2327570518,-51175.5087066971,-51964.1981347053,-51960.2234330855,-52931.7870528171,-51430.4140954946,-51568.6012795341,-51728.2719524918,-51169.7658197632,-52115.5898241685,-51221.7565139389,-51193.4480184822,-52054.7359780036,-51610.3421720099,-51814.4825926717,-51044.404416062,-48583.1095329007,-49448.6782184914,-47955.8218928091
"164",-54799.0306691026,-54756.9768643399,-56080.0065590019,-55769.7382390335,-57022.339764696,-56695.3115719258,-57566.5286171522,-57409.7200506552,-56123.6498149698,-56211.000845516,-57214.1450372374,-55992.8250763464,-55330.0548385279,-57402.5428395569,-57206.1834713858,-57399.0042826279,-57308.2996880689,-56983.6563285378,-55254.0308589481,-55577.2155994641,-54769.6197744504
"165",-59069.5241218553,-59701.0074308024,-59897.305932407,-60154.9216587946,-60549.1622789122,-60202.0884287925,-60333.0799222956,-59757.5700253733,-59906.7657226485,-60376.4877178776,-60117.6237840174,-60898.8159756136,-60315.7789655595,-59888.3378384559,-59536.9510903452,-58328.9254863137,-57191.5676557906,-55999.9548416887,-56441.5054741131,-56656.418008924,-57074.4596710465
"166",-62226.904499909,-63772.9647149283,-63355.3479875568,-64140.4378119448,-64670.636962715,-65227.4743296767,-64962.1694124442,-65195.8358104018,-65074.3017666883,-66030.326544614,-65837.4701227818,-65480.6501413813,-64418.7226940133,-66172.8704494046,-65962.4043153855,-66510.8189996989,-65867.2223504932,-65735.6379897622,-64134.4482563569,-63916.5397657763,-63243.3726369664
"167",-62507.7612096155,-61987.1361282512,-61365.1204540487,-62483.3532629261,-62893.3696701483,-61954.0537424489,-62086.5553006218,-61773.3849585408,-60103.6670133362,-61097.965805731,-62525.3472521812,-63591.9047532661,-62923.7569141823,-62438.7869453297,-62909.8758206874,-62415.5672151918,-62705.3654660812,-63142.2192810876,-61625.2231493447,-61170.1972812741,-60688.9332321629
"168",-55537.5528974701,-56418.328039248,-56986.7637640926,-57375.6050959742,-58103.1879870918,-57805.9011816037,-57742.8637511884,-58552.1501585992,-59468.305924227,-59313.842431751,-59056.9602965689,-58520.9250125645,-59016.093956996,-58055.1364777049,-58530.0508011098,-59660.4911052362,-58635.6363323408,-58404.2215397724,-56576.6490684102,-56436.9568611579,-55269.5599441884
"169",-60693.3108615416,-60782.4083706183,-59407.4695252142,-60435.3998972011,-61358.6407599358,-61000.2664346134,-63708.6784458144,-63529.6575211877,-63422.8353055505,-63352.4618792572,-62562.9580824517,-61573.9767141531,-61461.023538716,-61282.0795446905,-60673.3282193199,-60537.2907661337,-59192.4105208021,-59390.5806851611,-58993.9972622087,-58495.017174765,-57174.1076932969
"170",-61369.6232024643,-61126.4863689166,-62603.667547605,-62614.3567021744,-63141.3945540814,-63128.4205222167,-62921.8171474628,-63013.495324426,-62280.2320776113,-62832.2645496454,-62098.5668625596,-62136.1989442282,-61144.8370707497,-61631.1415786138,-61501.9124731015,-61796.5863544935,-61652.3300540829,-60136.5053780948,-61203.3708447665,-60565.8189465522,-60160.1365356941
"171",-60156.28486031,-60724.7519686696,-60063.4146114711,-60076.7276334044,-59761.869432707,-59895.3676869033,-59575.2091637243,-59711.5411882479,-59577.55458185,-58644.8354510433,-58771.356032237,-58253.9999701754,-58520.0712212788,-58894.1491188806,-57674.1703826694,-58626.8839858599,-58999.4645333474,-58209.640680241,-57333.7767391236,-55780.9071135808,-55580.4303425863
"172",-62500.9032338705,-62559.0359742709,-62003.2260936917,-62728.705651103,-63704.0517902294,-63452.9557902151,-62515.5728089521,-61663.9113967088,-62527.094082489,-63396.8609738363,-63748.1081972111,-64563.8661746622,-64700.6175098289,-64530.1396352563,-64488.6283915825,-64767.2310255495,-63187.5739544689,-64127.1143799779,-63261.3533585122,-63326.520047272,-62629.1979269731
"173",-27303.6908807086,-28991.8027163569,-28790.3928807145,-29273.4601185854,-29700.4848881499,-27038.9771254744,-27230.6226158391,-26211.9792339525,-27491.6678527641,-25634.4966958193,-26329.1456573971,-26207.559383782,-23604.0449340573,-23656.110409096,-23686.4793906739,-22456.6801360752,-21803.6412922965,-21630.5739090308,-21109.2372691821,-21546.2577861776,-21395.1086202007
"174",-39434.7964477652,-39092.7695908516,-39046.5207617597,-39129.4664493022,-38499.7438917662,-39894.2660338129,-37785.6655766713,-38334.3434415235,-39189.9540469609,-40875.4257345635,-40040.9485053504,-39242.5732271431,-39392.3374282997,-39706.9877059883,-38586.8018673367,-37564.6872325533,-38091.5453605849,-38045.4521752001,-38452.1385193471,-37182.4512382946,-36895.3026284531
"175",-37523.2333357072,-38514.1024394253,-38601.8399304876,-39320.3032338717,-38365.3826831584,-39240.3889925032,-38634.1234480248,-39741.1653798764,-39525.2654634051,-41875.4932115849,-40658.8863414392,-41679.6698352942,-41007.9622617149,-41406.1558019964,-40200.3795011969,-40671.9125897322,-37907.3473435773,-40292.8564839393,-39097.3678566164,-38528.566546058,-38254.9165199869
"176",-35638.7161738558,-35959.2958896809,-36797.5144627798,-39667.8402145167,-40333.194257642,-42916.7755964057,-43810.8529214728,-43952.778605517,-43247.8593261363,-42978.8628106823,-42765.3554715982,-43297.7981999775,-43145.3114139957,-43354.2052588272,-42076.5191938279,-40529.9493917048,-41133.3394888292,-39026.8288369722,-40222.5556687896,-41547.418538268,-40826.6673080897
"177",-41437.2178329803,-42007.656500983,-40993.2519616897,-42184.095280366,-42227.865274251,-44057.4594618903,-44040.8041677826,-45263.9664980253,-44407.2445482839,-43500.5826637826,-44402.1894295812,-43664.7783374624,-41669.4482446222,-44094.5554305072,-45680.6104510468,-44232.6084000972,-43846.1459220803,-44765.7954903639,-43935.875727447,-42490.7216774544,-39837.8004538721
"178",-49873.69209326,-51402.3018259626,-50854.9184458193,-50143.9207668664,-49967.1012083194,-50988.1386139642,-51903.7362542546,-52518.3623542023,-51805.533234812,-52100.895347664,-51612.6237867093,-51790.5488953574,-51339.1989204833,-51982.8482978553,-52248.9941912016,-52809.1580016028,-51635.2407274647,-52523.5598851272,-50549.2456353705,-50657.5934251603,-49183.8426791685
"179",-52644.4210175255,-53510.0898939512,-54029.2624657768,-53844.1660919561,-54857.2244869758,-54510.6779128904,-54232.0937476297,-55248.629297323,-56007.1986110126,-56800.7923484392,-56248.6041322946,-56273.3958089277,-55351.6638509647,-54575.0859597749,-54747.1841749949,-55272.2966784488,-54664.069512144,-53818.5298325243,-55181.985328967,-53865.1292319942,-53620.5509325631
"180",-48777.6493016993,-49338.3357669557,-49796.2163281286,-50711.1814840729,-51033.7217646196,-49932.517228491,-51086.6727774549,-49916.9568799272,-50516.4827735402,-49979.785329261,-50407.5196381926,-50363.5149166408,-51096.4487227173,-51506.5993954596,-50250.7795483095,-48643.8291307811,-47761.7655195919,-47599.2272664145,-45964.5014308374,-46799.8365046674,-45244.4135373831
"181",-44202.292683457,-43315.5497549066,-43488.0039752465,-44964.1239354181,-45543.1852603587,-44550.9216147963,-44064.0308894041,-45574.4791789361,-43980.6629386107,-44056.9772651988,-44840.1324383374,-44897.6322650121,-43755.0453587053,-43704.6304749835,-44671.4284369554,-45767.1234313145,-44735.0053064898,-44711.0218611981,-42733.656927933,-42690.8874446671,-41558.617310186
"182",-54705.5737374322,-54862.3520432533,-53610.8967450759,-54061.4437334323,-52578.7455112552,-54862.1945302344,-54673.4057848048,-53960.3832788188,-53233.3174190902,-51951.0348472447,-52376.8164894264,-52632.0333925519,-53636.8947930942,-53891.1036757114,-52143.8338100652,-51744.4090935572,-52574.8134663487,-51249.2900161452,-51185.0959736783,-51332.6421248556,-50925.9162086865
"183",-54508.5438410241,-55529.5624861876,-54812.8731965389,-55784.4636505148,-55380.7592585582,-55262.9092681505,-55816.9112445779,-55561.064431707,-55559.7177102452,-54079.9836373048,-55691.37109322,-54691.9542832739,-55236.9482447301,-54503.0223516994,-55113.5889615542,-53158.4123369674,-53188.732546206,-52906.589987474,-52397.7024585983,-51477.7971567736,-50548.0848631695
"184",-55928.0080952635,-55018.1554684124,-55009.3923634288,-55674.3589608957,-56279.088522379,-55514.9714752465,-56158.7778054823,-53193.5573338294,-53174.1143476276,-56425.5209842661,-57750.8648821406,-56904.9676087605,-55389.0774458696,-54045.2393296288,-54433.3378465106,-56378.2091665759,-55501.9968816739,-55034.3922976252,-54240.5725867958,-54157.2577447984,-53587.5644502201
"185",-52247.6977464197,-52144.1504325843,-51296.6144897467,-52890.455012883,-54237.267527356,-54283.3505822343,-53714.9264094667,-55577.0359804499,-55152.3672008942,-56448.2849870818,-56493.959091805,-55507.3527755633,-56246.368170436,-54660.8528841232,-54718.3077434532,-57069.113714279,-55742.2617013259,-54966.2114491757,-53916.2508388248,-51890.8242540578,-53131.0350927781
"186",-51306.6277167412,-50738.6070191887,-51230.6177993755,-51232.9056183385,-51513.501296221,-51856.2755442361,-53883.0553619499,-53489.8710812124,-53879.1412567408,-53971.0572548336,-54502.238630658,-54513.1470925372,-54239.2853391029,-54844.4872732157,-55080.0285123608,-54602.8212465177,-52687.6808284971,-52800.4219182863,-52006.2863040517,-51134.1669023156,-51435.1810946521
"187",-41896.3450434699,-42740.9120035518,-43293.6347313242,-42641.9324599086,-43314.4333453832,-41878.6257681275,-41875.5852815728,-43950.0610378395,-43711.6503938254,-44363.9782080993,-43874.3243467343,-42817.7021921617,-41092.1432399752,-41684.5327273522,-41759.5867776877,-41353.7512380075,-40798.3513936581,-40168.7850350295,-36342.0694766975,-38270.617826388,-37633.6233183266
"188",-33862.2500376459,-36456.7717664705,-37110.9898668585,-36917.1564444911,-37626.9837591471,-38800.0662698872,-40964.1774099995,-41971.7659814758,-42088.7623061798,-42935.2360424806,-44487.0797059622,-43749.9757397939,-44054.4007719291,-45314.998180589,-43366.8780373417,-44923.5691946487,-44271.2246422672,-43020.5698786966,-42744.8342719115,-42638.6866320556,-41405.6837030094
"189",-50991.0568219166,-52139.039101502,-52897.1850815674,-53469.3525707238,-53151.1528891286,-52793.7817241114,-52190.4737591134,-50987.4023788771,-49954.668939854,-48682.5211998557,-49459.915661076,-49598.887767932,-49870.7506193104,-48675.930423799,-49002.4698277575,-49593.2974451026,-49155.4597849901,-48945.3100426434,-48755.9393747156,-49031.6695991167,-48109.5762061679
"190",-52419.6125121071,-54612.3988350192,-54448.6786457533,-54016.4307866701,-55362.730320425,-56987.3795521724,-56561.4097707145,-56987.456988011,-57539.6074291322,-58037.9299675232,-56396.6193168616,-56459.4549017814,-56700.2983548306,-56852.6499836739,-55135.6766840692,-54971.6012094115,-53496.16008585,-52502.0379304894,-52339.1946494516,-51543.3276502871,-51077.4983985706
"191",-58263.6336995621,-58337.502261451,-59871.7857779005,-60439.7574604333,-60963.0840649077,-60979.1060101986,-59108.4555872105,-60831.4541586106,-59981.548501742,-61123.2644168198,-59875.1691742457,-60901.7986151661,-61574.5051713278,-62139.3746011959,-61664.8759607956,-61522.5712718986,-61365.4698079439,-60789.4846575678,-59999.0315695453,-59641.6804104261,-58129.157841519
"192",-62455.9754856566,-62040.9859148542,-62998.2276551144,-62925.9862576322,-62991.8739655157,-63570.3252678656,-63770.4226608692,-63609.3674405601,-64298.969562419,-63964.4752966861,-64106.8847093561,-62620.5952858747,-64375.9242707999,-63684.9047834517,-64280.0710949567,-65201.2307056388,-64416.1765285931,-63669.1133431037,-62298.3376424966,-62520.2116344086,-61648.6152070779
"193",-60103.9234214407,-60476.2719195308,-60817.9768706569,-60920.3896749347,-60895.1464076142,-60751.3537045149,-61695.8111371901,-62175.4479372525,-62150.6122564944,-62902.5065213107,-63358.0818845074,-62554.6778675016,-63464.013568858,-62990.1737148444,-62295.9866866242,-62173.0274238909,-62054.2516084337,-61630.9253905711,-62027.9111133123,-61770.9550869998,-60772.3492274622
"194",-61560.7792377022,-62456.5914999193,-61140.1920274126,-61581.2007464924,-62287.5461987873,-63037.1923096939,-62819.4813709574,-64669.6464667683,-64376.4161597725,-62566.7534208793,-63399.0197751693,-63222.0089461997,-63180.2167003501,-62559.2784829124,-62092.0038217411,-61587.1068687146,-61665.9644865135,-61073.709064195,-60036.7909229722,-57577.6022058033,-57028.7868001286
"195",-54336.0011592291,-55533.6232686759,-55853.2753377787,-56583.9333116193,-56677.761145714,-57761.9936919366,-57480.2060960256,-56306.7038194051,-56721.5474763372,-55935.6790982339,-57236.3816639404,-57494.4510540546,-58713.7446759084,-57717.9460721939,-57121.4997114423,-56947.6555928122,-56845.9369767525,-56285.8623248574,-55394.8535035655,-56062.0705047681,-55516.9726954454
"196",-56060.3129546154,-56626.7345399018,-56387.3659388065,-56883.6581905097,-57009.3683713616,-57187.992408002,-56853.9257778888,-56640.8124710938,-56527.4220755626,-58484.767576691,-58070.8595924064,-56672.2930038369,-55950.9631766414,-56038.7400395783,-56240.931643934,-55660.8719130081,-56007.2745249191,-55165.537800401,-55330.3035226722,-54118.8254739039,-52990.4093417992
"197",-53610.2763133315,-54002.1546423421,-55683.667491338,-55366.6939205717,-55591.5378807408,-55645.8795121776,-54391.2125706545,-54878.6039418284,-56480.1172668391,-55948.3048597463,-56802.8664009737,-55220.987836694,-54244.3820646327,-54170.2725273599,-53060.3940646392,-53365.4130659479,-52715.7908201039,-53690.9208444757,-51873.3049803567,-53885.6011735342,-53791.2719122216
"198",-51602.1192623454,-52041.640551889,-51672.9359659445,-52916.8595560866,-52923.3445189228,-54027.3151670014,-54558.9396470541,-53684.6422804581,-54273.4313994446,-54476.0904601108,-53522.7854908243,-53257.2529623047,-53474.4390331538,-54720.787413253,-52978.3763773585,-54380.5968592186,-53870.3437264305,-54214.5108081792,-52862.6476881352,-52794.5428786207,-54216.471217073
"199",-57428.8582922054,-59187.9712457277,-59988.3383801969,-60186.3377377048,-58638.8507719373,-59183.4758345863,-59125.6802500522,-57847.1861704473,-58313.8304881705,-57464.0434361746,-57800.4595021493,-56902.0600763414,-57812.0741487026,-56651.5312525476,-57364.0510249777,-56593.8616075704,-56326.2505691244,-56119.6021808201,-54653.3880272956,-54804.0224521537,-54184.2001973125
"200",-55010.5837051474,-56561.902152084,-56658.0252347693,-57023.6674448534,-56652.3944316016,-57022.0015066572,-58021.6530177441,-57934.6523011327,-57297.8925153042,-57457.2382836942,-57257.7857148142,-56970.9203241328,-56232.2626891849,-56446.4603612179,-56498.7608508752,-55027.1604892394,-55436.8024395862,-54996.9215990574,-55392.3909777588,-54910.4916723395,-54441.4170660231
"201",-60101.1464126576,-61256.3316474466,-60205.1344140953,-61874.0891634349,-61747.97797111,-61185.105811389,-60278.6725696471,-61134.4907129873,-61172.0513723346,-61828.1561777006,-62525.5191787002,-62144.5895780474,-62133.8718649772,-61972.8358458745,-61931.6266881513,-60967.0757720811,-60470.8920963426,-59981.402634797,-58748.4638585325,-58172.3250806709,-56826.604938141
"202",-59751.6960972739,-59367.7761081303,-60337.2408002458,-60402.8338034199,-61891.6984732667,-61550.8250706847,-62063.7196842323,-61594.9476699557,-61568.960359585,-60569.4951117627,-60115.1323788968,-60646.4048928154,-60593.6101817274,-60850.2131245918,-60827.5226341231,-60187.2330080733,-59781.0805203918,-60225.0791344115,-59652.6897826494,-59395.9788411519,-58275.5111175121
"203",-60181.3879622658,-60268.5612792321,-59998.5329225511,-61446.3645272782,-62432.7799853846,-60756.5015893417,-61647.7914945619,-61273.4739772011,-60793.4112940613,-61832.220760918,-61598.2764078547,-61434.1604868254,-61268.8671010429,-62845.9615532913,-62507.5658642025,-59882.8585337211,-60465.8942776735,-60278.8864128015,-61238.8737173285,-61030.2625711113,-60274.1922354917
