"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"21",-57319.7981392814,-57735.7507425078,-58357.3435274726,-58440.9621817317,-59113.9657043417,-59717.0760968114,-58319.9574575977,-58534.6490242392,-59273.2046459777,-60016.6942692957,-60225.8213926282,-58763.8852346372,-58798.5059000745,-58116.789776282,-58755.9779978985,-59308.9755210876,-58064.4803980674,-58976.7606117684,-58752.1237394142,-58379.4089227279,-57839.0235474319
"22",-58062.6278121765,-58918.7643942176,-58174.1525410798,-58246.6253973403,-58041.7138989469,-57891.7971967369,-58160.5004338288,-58686.9222092064,-59638.1269571079,-59621.0709552806,-59126.7057952902,-58027.250024071,-57543.1160590321,-55940.3581498919,-57335.0953294657,-56548.4221127393,-55718.2183800841,-56783.8964272147,-57094.9852201896,-56748.0992005805,-55956.6802696194
"23",-55629.811127555,-55490.7090644262,-55849.1362971151,-54493.0601906492,-54581.8444567511,-54935.4396438497,-54549.9689199458,-54023.2611150577,-52239.2824579845,-52431.8104995026,-53208.3877382036,-52630.6527814066,-54029.5138231648,-53006.9114174897,-52894.4754849013,-53915.7939782684,-54372.7356632016,-54561.066406045,-55485.4831497777,-54944.1883180751,-54784.4939102232
"24",-56775.3863780709,-59479.9516281787,-58176.1737671733,-58247.8898972538,-58418.3213631362,-58246.9773242697,-58076.9896540967,-58176.4331916152,-58664.9342255804,-59014.4622841121,-59548.3988705889,-58456.1600071744,-59119.9916439263,-60259.2168208765,-59413.3385300981,-59212.1180238173,-57827.2044008467,-58081.0496312675,-57403.5257216095,-57174.0852164375,-57037.5575346414
"25",-56436.8837005144,-57194.3644546373,-56856.2248828954,-55287.8495944414,-57536.5345349819,-57879.4038525581,-58539.9442735123,-58913.0991611481,-57557.1605542152,-57608.0133941695,-56545.0062477255,-55678.9243949387,-56411.4558810569,-58300.6650792943,-57335.5437616619,-56672.9188237041,-57120.7905387495,-56069.8791268121,-55093.7032480785,-55133.8077653078,-53993.5099310388
"26",-57494.2479304614,-57592.5869845707,-58687.2108577064,-59376.9464515928,-58366.3355351063,-58152.0869390301,-59803.0304151536,-60283.848866214,-58985.0733071715,-58004.3208653422,-59314.5502704706,-59120.5396406149,-60263.9371978368,-59061.3945255247,-59646.7210362657,-59251.0247478409,-57995.2440022965,-57382.0775632677,-57347.5508175077,-57544.1143113928,-58412.751075916
"27",-29913.4380596889,-30970.362117658,-33574.3147791865,-33203.7501532881,-33428.2171265016,-35156.7130408063,-36618.4496056189,-37600.8419911009,-39508.5962163651,-40514.1848699795,-38903.6301748348,-40126.370562331,-38058.3811867899,-40432.504561982,-38667.3091980602,-38094.6782016695,-37356.7317320462,-38563.6695859085,-39907.7167792888,-39521.4313637591,-38605.7867412067
"28",-47401.8117448957,-47483.1822774812,-47298.6399097274,-45725.1851308076,-44738.1910382212,-45686.6312245327,-46665.4818861069,-47395.1867176189,-46638.0115600524,-45508.4740348115,-46330.2722420967,-48047.9223614934,-48047.7999346396,-47472.4300867794,-46010.6438152994,-47441.7321837334,-48083.483493086,-47021.4630943661,-45664.420629291,-45880.5172731142,-43950.7316472446
"29",-52953.8552969829,-54214.3002166248,-54058.0631749381,-53091.5389728838,-54564.2162018902,-54411.0735875444,-55303.4271662701,-55893.1787406279,-54720.8429875648,-54989.2490067559,-55105.1586594657,-53915.3984171517,-53740.0951628933,-53575.0593668998,-53940.4421470776,-54909.392927849,-52440.3427844889,-52007.830613815,-51177.9107522613,-51617.3672615168,-51226.0509641959
"30",-56679.718802631,-56973.732247801,-57498.2053929824,-57232.1475055902,-58575.6119442423,-58278.0170529899,-56753.4892076098,-56618.6142301075,-57275.3120979093,-55370.4595913666,-55278.3804897179,-56282.7384112735,-57415.1388512646,-58287.7824495524,-59450.9269260585,-57701.6946867618,-57057.971787772,-56632.0084873196,-55899.7352828022,-55414.4198365461,-55910.2820055631
"31",-52992.5308250425,-54093.9564689522,-54686.7031883085,-54820.2953430221,-56537.0465611852,-56112.9575837187,-57194.9189163445,-57848.6765556164,-56869.7213444617,-57972.8599792301,-57372.1254258039,-58311.5308404125,-57756.6348166463,-57593.7811842232,-57622.076278258,-57443.4677429421,-57348.6198800884,-57058.8085632695,-56398.5022592034,-55456.4086257607,-54481.2517856136
"32",-59029.7525970197,-60369.1530977836,-60312.5194238303,-60366.6504181088,-61071.327085639,-61436.0367592333,-61372.5408418529,-61094.6870765216,-61201.0912996646,-61869.6829224656,-61579.9728081526,-61913.7749908224,-60464.5632436358,-60891.8538578677,-61395.3410293733,-61026.3159124625,-61059.3992028773,-61267.7063485801,-59991.9284865041,-59184.1244386159,-58180.1889512456
"33",-50490.2274013765,-51462.5786987741,-51579.3579332205,-51881.7388033174,-51571.5682947227,-52398.6861981159,-52795.8405517825,-53221.1324536766,-53534.0171923181,-53874.4155761225,-53261.053501819,-53263.1829837147,-53427.375670077,-52623.0435022385,-51561.7592530912,-51291.0391620632,-50648.9344891579,-50789.3836133708,-50090.7570899708,-50171.1708685669,-49761.3198232888
"34",-49015.3920637799,-48659.1918178227,-50602.0710508646,-51252.7541647244,-51901.0437494591,-52783.2372694117,-51385.9022255621,-50785.0938436726,-51212.5955690152,-52008.2871656207,-53606.4935483951,-53072.4300568928,-53711.0512018007,-52842.4720396597,-52827.3645068867,-50791.8068699234,-51059.1374204349,-50856.9101982727,-50282.181759265,-49365.3478273786,-49014.9462365419
"35",-58476.4301004509,-57605.8132875244,-57135.4904971205,-56694.8477573217,-55843.7684663548,-58792.3098112958,-56979.3792989463,-59264.4794759335,-58346.4682056268,-60150.411942474,-59890.9581550997,-59369.7496530472,-58490.0099601079,-58624.8884770966,-60172.6444550897,-58319.5649754474,-58984.3205751488,-59506.7899993246,-59447.8705940561,-57696.3888844325,-57591.0013422684
"36",-58723.8137415787,-60298.551994386,-61291.6188449764,-61726.1764303843,-62396.2080392511,-61041.7915519225,-61344.3718607097,-61675.7050078595,-62032.4232511759,-62101.8115392561,-61550.3834425471,-60818.2088307443,-61654.7852917178,-62774.0550507447,-62792.8189895989,-62262.1726335415,-62158.3780577636,-61164.6746398885,-61568.2082263761,-61094.4681952354,-60258.9136290451
"37",-57315.8777048217,-57765.1863619839,-57619.4693262998,-58066.349816927,-57394.3795047316,-58021.5104561203,-58385.7648467209,-58281.4362619435,-58556.3118113482,-58021.5054572145,-58696.2708746491,-58289.6451685508,-58241.6270941152,-59077.7188718173,-58687.3689725691,-57478.1273287814,-57594.3123648747,-57935.4033578604,-57634.0842352727,-57839.8276161069,-56961.0741475954
"38",-56956.3224550964,-57673.0284715526,-58561.1101568955,-58430.7422118867,-58668.3622997309,-58717.804776793,-57356.6740240931,-56048.5832261607,-55329.2889477398,-54979.4971185555,-56063.9254542035,-55388.4977220612,-54934.9011405676,-53943.8871018169,-53638.4572166322,-54221.8165723734,-54288.749080085,-55313.4364602426,-54778.6263726013,-55225.6119633624,-54750.8930579868
"39",-53582.7762511941,-53001.9964848063,-54900.3221769448,-55768.1188183794,-56147.2961206854,-55854.8438211886,-56410.0897727859,-56059.8331387166,-56167.6230574075,-54981.4317339172,-54878.5356232471,-55070.8091260428,-54667.2452235871,-56257.9594358866,-55800.4128482491,-56097.8948912884,-54520.764119145,-52951.4198022064,-53648.5928535482,-52511.9923925639,-52160.2461033761
"40",-54409.7038355166,-54558.0694795693,-55839.2922937571,-56663.1535854339,-56275.655277153,-56869.751241317,-58050.7403432365,-56713.1039641311,-57979.4889128685,-58296.1259138223,-59084.6409013281,-59171.1415741405,-58730.194238467,-58336.4229656402,-58187.6574851302,-58791.236064239,-58134.3363516249,-57075.7184189481,-58532.1038314429,-57081.2410367628,-56547.3746811804
"41",-56698.5347926667,-58503.2149706256,-58110.4138764824,-57885.2905036576,-57810.9244829137,-59567.2531226453,-60598.0610831074,-60852.8734894532,-61564.652849301,-61108.7154666495,-61768.0824417539,-60949.4089229022,-61415.0079534429,-60862.3854865634,-60229.4932920239,-59879.2527389455,-58901.7348169084,-59150.2279121774,-59523.9369528904,-58904.4805317932,-57823.6550621835
"42",-56195.8670609116,-56484.9243849795,-57482.0985117807,-57655.2102324272,-58849.7236061574,-59081.6576547842,-60185.9408270729,-59068.3738740905,-57293.6952533033,-57494.796747379,-56100.7319784859,-56100.1724614404,-56101.6284296619,-56177.7935317282,-55985.2144743205,-57505.2909613642,-57521.5472146476,-56428.0634882948,-55654.4891251302,-55226.6114548482,-55595.3955499956
"43",-43512.0182657916,-43656.1331241502,-46008.4257175574,-44036.5204800864,-46180.0425733593,-45384.1679399271,-47372.1877174324,-45821.6526244889,-45925.2743651861,-46379.4735837729,-47124.7177173739,-46958.8090073686,-45989.5945956656,-46641.066463082,-46839.1026305686,-46220.4319678581,-45332.1364365694,-45518.2385193678,-44477.0877110727,-44676.6567556604,-45800.7351537464
"44",-52078.9550308873,-52772.462718104,-53588.3145325022,-52805.0493207315,-53013.133459088,-53315.4919493299,-52116.1017234646,-52641.0647261219,-52190.8826248819,-52701.0284423547,-53743.0420683697,-52159.7901180541,-52533.6488183116,-50733.4014884818,-50700.8414485978,-51393.8611153622,-51356.3215186019,-50448.3115651201,-51222.1624727584,-52087.468151029,-50838.5696125369
"45",-55059.5807593985,-54845.8848385199,-56258.9666031655,-56001.0009952522,-57891.3597509414,-57627.9630480188,-57032.3487939256,-57558.5855035663,-56216.2979644574,-58047.7436787534,-56201.926276041,-56803.290020061,-57523.2419316577,-56987.8411219325,-57781.7885146566,-57720.9414709205,-56665.4944681494,-57034.3710199522,-56456.7937737736,-55480.0176373289,-55772.7933809951
"46",-53808.5013461431,-54254.3998033183,-55285.7812679373,-54308.3917963594,-55451.9725178253,-54337.109907659,-56703.6722612875,-56019.5759232537,-56405.5911824119,-56076.1800529686,-54262.8940028785,-53370.0785541022,-53270.4278994432,-51199.1588876689,-52975.2740120965,-54291.297104982,-54386.9189845897,-53129.2556557414,-53747.366276336,-55004.6891042736,-53953.1338790598
"47",-58321.6504467394,-59433.3823412847,-59590.338338162,-61070.5981816365,-60831.504605351,-60632.648024306,-61412.0280023206,-60870.689686984,-61176.2071352573,-60589.3587236039,-61064.9620743981,-61385.9060622712,-61989.5670299901,-61505.1112947577,-61616.2551645485,-61256.253771041,-60753.992428973,-60741.9421011481,-60335.3675315082,-61288.7375059542,-61227.8764958779
"48",-58366.952632898,-59438.5785966406,-60002.3171557454,-60448.6072461644,-60645.4737198023,-60571.3830315258,-60093.9098094999,-59724.2054170399,-59019.2298674791,-58580.2249559611,-58915.8213727954,-57580.1339162894,-57358.7044248829,-58603.7394841616,-58927.7753552643,-57743.6767532377,-56726.1106531499,-57848.3952415147,-55621.0620518583,-55432.7193205405,-55685.2467334118
"49",-59420.5722611645,-61164.7018696577,-61155.8313873464,-62074.1530740121,-60910.2448068886,-60212.4760820348,-60697.0683221325,-61109.5822765608,-60282.8622326214,-60795.8080025814,-60251.204554021,-59669.2318077534,-59955.1738496557,-59846.5286585262,-61283.6755525706,-60583.5201493992,-60586.2295465155,-60691.3260089549,-59207.5849136599,-57605.8932123293,-56336.1972284917
"50",-54549.2404285537,-54997.7795707859,-56492.2257300477,-55385.1383738055,-56613.8996133719,-55420.9402117736,-56620.1103812125,-56467.1245250125,-56008.7621595573,-57724.8398156566,-57139.1589495679,-55981.3676475542,-54124.1663003862,-54992.2521894711,-56362.7207201177,-54761.31221825,-52982.5470281082,-52573.1410144137,-51976.6961257948,-51551.4719856851,-51470.9773398375
"51",-56640.510348601,-58544.4404994317,-58204.8537983991,-59885.6806861096,-59491.6579122522,-59020.8176723201,-56652.4699956234,-57228.3443677544,-58852.2860387732,-57146.6293927584,-57827.1408032142,-56566.970983507,-59619.7800936938,-59689.9882940524,-59980.2017184602,-59673.3071319381,-58350.6441979475,-58223.8502256945,-57636.9748973689,-58088.7334933437,-57029.3550373544
"52",-55738.2199060076,-55486.9912363726,-55526.7193929039,-56294.3926032166,-55380.0959608744,-56242.1978505922,-55569.4485846489,-55383.2205529342,-54544.8528556532,-55184.8115541533,-53927.232096905,-55148.2247695467,-56552.6818936237,-55156.9248062762,-55348.8602183708,-56042.2900254654,-55755.3778921265,-56273.1419156842,-54733.1408176202,-54580.6087561786,-53104.1303645925
"53",-59755.9125093357,-60760.6366806164,-60234.0228114367,-60248.9364703989,-60599.5757893625,-60156.2396162494,-60721.1929775941,-60038.3795368754,-59803.4660652417,-58525.9626257057,-58896.8393337957,-58488.9520104616,-58250.2665636192,-58647.3225092753,-58322.2672108987,-59578.3616578629,-58652.7466643835,-58353.7954941221,-56688.6906490023,-56616.2739867197,-55776.1136400412
"54",-54090.927377211,-54004.2975066892,-53570.9997643111,-54064.6844148328,-54437.0426374094,-54984.4494605916,-56969.0314326901,-57284.6026008924,-57995.8791573767,-57627.6602419317,-56861.2791885317,-57931.4409454849,-56732.963094939,-55361.2762030711,-54040.3774551451,-55060.1884795799,-54536.1361331037,-54869.1811011161,-52723.0646610203,-52778.0991211219,-52596.3960349983
"55",-60126.8087142552,-59453.6468024398,-58681.7113959016,-58443.9245529905,-58430.8762613878,-58042.8055313338,-57829.5745596866,-58096.1932317673,-58557.3305640292,-57994.3658976309,-58882.9831980442,-59235.1825731779,-58258.4611424563,-57969.4364159309,-56661.6435400803,-57470.0835335987,-57710.8468260489,-56906.8053859415,-56523.5713086562,-55785.7756834575,-55013.8551385291
"56",-63247.9622991074,-63226.4653999489,-63258.1845394615,-63456.839484547,-64217.7273768371,-63346.0264797006,-63416.265020088,-63967.4154547477,-63360.5605493555,-64228.3079792042,-64581.608881578,-64168.3176847021,-64303.8915487748,-64826.1111929985,-64504.2982611751,-63883.5760616218,-64174.4139052591,-63789.7063119869,-63279.2403013059,-62588.1511058469,-61271.8670397056
