"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"51",14550.2566672699,13715.2149324494,12252.5641026023,12144.5283371542,11655.571004515,11047.9426263066,11156.1653614455,11003.1618879871,11905.1116392934,12524.682326365,12978.1463407623,14025.6593520501,13576.7301425239,13753.8516272446,14649.9809658542,14939.6170185438,15341.7695709912,15484.8317362178,14402.8907631671,14523.180027399,14054.2591347662
"52",13226.88694558,13034.1330460472,13337.0690877176,13268.8602853292,12360.3518272581,12599.0409897738,12500.4276263454,12405.4097641524,13060.1360937221,13227.6027090408,13392.6940498383,14486.4078122188,15132.2107127778,15105.2578239831,14575.9709540704,15185.240085551,15359.7890749496,16342.7488824533,16795.4143438214,16553.411774888,17415.0411866874
"53",9904.9419549614,10467.8089537463,9493.80236974855,9312.56432150855,9095.03477803389,8874.16631936024,9401.94152946376,9437.23647506807,10139.3252321614,9891.33306818735,10061.2117224773,10446.9246478058,10554.0316683956,10725.3015082156,10705.3021960582,10621.553205882,11047.9311062099,11651.7003679488,12255.1722677826,12274.3645455896,12721.8027714005
"54",12071.6578610417,11842.1874714818,10524.3275408361,11012.7498125644,12300.5658372823,11573.0044725446,11587.2147014909,11020.6711738091,11137.9565060668,11008.0520610334,11023.2562325432,11532.2804198332,12952.7220508277,12419.0321070887,13139.9457390824,13398.7934410634,13159.735901623,13646.9385690653,13578.2431310892,13370.1017473369,13645.906002395
"55",11799.0337843721,10772.0190174787,10646.1058889614,11010.53759188,10999.6596029401,11276.4687137068,11991.8835573815,11801.9310513912,12686.4822904642,13935.4107496446,13897.8575901759,13362.2500719277,12565.4757169769,11735.227542942,11591.7931699742,11756.5153349017,12413.7028591726,12360.0658519374,12692.6830858408,13609.861022395,13938.5436398043
"56",10330.3722193506,10337.2198598146,10362.3281486398,10269.0038429013,9974.57248135701,9462.7909275943,9019.54499429913,8959.91215251227,8992.51112601725,9954.39726229424,10188.5898047348,10026.9912395975,10306.2693841474,10793.8111089633,11024.6277269802,11234.8472041469,11520.3127442093,11733.3072903648,11957.5585634548,12811.8672966006,13677.932806443
"57",11941.7488460342,12350.1437041196,10771.4784834983,10332.8917908906,9958.05020789975,9480.95878625239,9365.55945639485,9427.13165150601,9660.46857688499,10276.8192615988,11388.6212250375,11368.6451775067,10642.0815527186,11114.2465705903,11524.6468959011,12012.7797247493,12904.4098195554,13065.3400904695,13136.8384967697,13287.0007701312,12947.9635034963
"58",14781.8769247931,15208.8552096667,13665.5513682153,14310.9663902752,14041.5968209979,13928.8175047423,13873.8173635194,13920.1802440402,14924.1034741313,16349.1388276463,16906.9733884627,16306.0864982628,15897.7115315574,15610.4676979944,15618.7007223204,15678.1287539806,14937.3997004102,14427.5939126589,15085.1075142977,15980.4151533831,17159.165408497
"59",12389.1369369339,12587.7109832614,12118.6436743978,12032.0907680878,11715.1257956928,11747.0542570734,12881.2327068893,13155.788042089,13394.4533541899,13419.0822580138,13135.4401486601,13609.6357296356,14153.9182396683,13809.127187254,13969.508391557,15094.8026473597,15444.9965418517,14022.8414420547,14550.2067923744,15632.4725666795,15657.1421701882
"60",15702.4248335784,16050.4119914212,13704.5046404269,13629.3346368042,13675.3655017729,13744.6688071524,13674.3575451751,14412.909528849,14602.0656995709,14506.6262317704,14286.606070698,14096.234890851,14423.7963330982,14708.9685883891,14883.2668644582,15772.1309780872,14669.8392314137,15007.0518993292,15178.1888859041,15196.0010011617,15693.3023586537
"61",10984.5026840075,10648.9344326062,11004.6990261783,10849.1553761203,10722.9045826591,10713.8499858446,10918.6126786659,11636.6242747618,11937.6364688775,11928.635607114,11313.4569539865,11245.5221639371,11382.1159769475,11432.5901361078,11311.0185392976,12252.8665827746,12890.3820879455,12754.2729441278,12149.0613648958,12827.9799720101,13066.1359157205
"62",11458.954553359,11318.0004947136,12031.5145095776,12130.9929899078,11651.8045867662,10965.7127068236,10527.2204703292,10786.0973814645,10653.6898297933,10200.508733134,10402.9601856096,10501.9108739241,10277.2923588679,10423.0789275721,10631.641458393,10421.5511643263,11247.0338836809,11672.3363513741,12374.6436851987,13879.8794873249,15342.0223687107
"63",10552.5612171697,10347.8517605261,10385.9981638155,9828.71962826111,9635.0296709317,9532.73049055742,10207.0764356303,9752.99372310553,9428.11561739501,9101.37434427608,9387.01986703662,9681.15517276378,10427.1151798828,10960.0944831627,11190.2432618692,11762.9206196671,11421.0989785577,11649.7086419415,12132.2327258495,12612.5814264392,13286.4970287533
"64",15365.8568320512,16957.6623787879,16163.1025377842,15056.4583838656,13634.9618168067,12614.0446069427,12693.8080219758,12656.0520474835,12600.5432952927,13641.3383965847,13372.6885712735,12717.9946695758,13465.3755999639,13919.9938744683,14851.2328232318,14388.256777685,13290.6999709755,13091.4220975421,12555.8160495684,12627.5848092443,12986.8548079274
"65",10926.0348689773,10978.7463182042,10419.3500625736,9769.26191110308,10473.7327820297,10178.5769978968,10118.0249051607,10452.4330444339,10826.3289876261,10222.9047787026,10901.8395238801,11755.5082994078,11545.9172658142,11709.8231593817,11791.1421218709,12954.2478943052,12697.5652142166,12562.8573466115,13220.1374342232,13812.120987203,14217.8156370082
"66",9599.29161513752,9747.91639096479,9913.53828349519,9712.17344212109,10756.3994158392,10251.8234391469,9783.71211033429,9965.45705700574,9678.93695977331,9433.02780380424,9709.69671902248,9687.59147757198,9678.21406242068,9827.01957300598,9634.90247369869,10118.1909996632,11101.8195913063,11385.8047891545,11287.0172324324,12152.898757032,12990.8204814624
"67",9826.73850618295,9383.13396723563,9003.85885331611,8889.12074837141,9607.45123228721,9908.02440927084,9521.7475202091,8881.31364178034,8801.81111367236,9152.48043538772,8625.65007728372,8614.55859223639,8883.03249282613,9213.46764930923,9435.3466428459,9969.61098075734,10164.9939533743,10787.1575634353,10829.5116886317,11700.815233668,12208.474171226
"68",11842.0127838973,11195.1073530348,10502.1910132225,10810.9385216473,10618.8308707539,10236.9202679208,10131.979883378,10311.0501162806,10395.1475475221,11173.71306583,11635.8374888435,11487.8754671173,12278.172771972,13304.0778761946,13898.5576643502,14175.1328062694,14381.1520716459,14598.8212028366,13976.3758719111,14103.8471933411,14276.8040257184
"69",11191.8820296312,10360.5203765023,10134.230372747,9955.25630107744,9906.37619060559,10007.8762681748,10092.2661510367,9674.63494640179,10078.1154534788,9871.75806177098,10133.6360345263,10344.1399578103,10489.9554505641,9974.64323938835,10518.5634207242,10223.9962250949,10641.9685556525,11178.0167698238,11631.5659375362,12506.3232188862,13451.7036798841
"70",8820.53574366507,8735.42099874838,9293.32183603934,9452.5028554442,10240.8367521601,10303.1710782168,9754.91014205574,9434.38098737218,9425.00177016693,9515.10774635605,9689.73313145237,9928.78396989692,10303.6509440852,10612.1493335372,10627.3282764627,10231.3255886609,10601.2239125833,10577.7189577717,11077.660608213,11562.2984866204,11701.6880733622
"71",10408.7059131273,10259.1036694827,10041.8013969734,9998.24232506706,10222.8851202996,10097.8676914561,9308.69320289799,9043.10275069544,8964.51731375332,9089.69881074711,9203.38569847075,10131.9073301315,10844.9198864074,11283.2704523518,11781.0770979362,12428.5752312486,11796.5138387021,11295.0033224561,10898.6189618297,11526.0796588258,11857.9976178686
"72",9788.66561971731,8942.95442830707,8711.46001813623,8022.46709024836,7977.438686521,7893.79134318621,8240.42124696326,8766.09767324747,8932.3026275878,8690.62102482751,9308.58850625603,9747.2753022708,9784.93111104916,9853.97148048942,10002.2011949565,10289.113079914,10659.6721619917,10833.0169653571,11256.7425655651,11581.0720549976,12281.4636398899
"73",9220.27058107673,9418.47841624778,9588.94418870662,9294.09070581537,9248.28850098819,8943.74336763754,9172.11991838832,9237.4066077533,9618.59253884142,9829.20392963378,10189.190093866,10694.1609021554,10022.347794281,10101.9726619241,10474.497064701,11132.419366639,10653.8853679723,10280.3686624011,10716.7328694208,11478.6247115693,11262.6590333642
"74",13569.1265826235,13129.8995519502,13679.5540837879,13619.9396810095,12445.6578727021,12054.2746693947,11866.6754233849,12026.2574170147,12334.9939723787,12694.7743390934,12675.1663439417,13275.8840894463,13440.2571768559,14021.7821376777,14696.9693439292,15185.6992209072,15224.3714678765,14326.3444708197,13854.5689951255,13831.2455027428,14746.0105476756
"75",14316.3774809667,14941.0637753858,13690.4442176892,13901.1630917939,14042.5956043415,13640.4031238501,13802.8939891975,12341.3652158665,11106.7456438322,10973.6314166261,11481.5909647479,12144.2265487424,12328.9414407318,12296.38247719,11749.8351917596,12043.9205314625,12011.9441479622,11744.7847220132,11997.0795245215,12496.5404554312,13091.518695603
"76",9999.24986642504,9993.77792876373,9816.74513151647,10359.50414628,10846.6764098857,10252.3725376813,10219.5604447078,11008.6078049417,11233.6596304143,11223.1390367219,11178.5966731276,11160.2797543408,11202.7200655421,11130.6292222214,11459.544910733,12085.6639803064,13943.1234955053,13908.1146677748,14006.6291180228,15105.9477774019,15233.4979972342
"77",10863.0520131546,10863.9012299057,10162.6355845509,9961.9947740552,9816.57558044628,10048.148796235,10751.2444677654,10240.4214452687,10255.8078273134,10467.6024686254,10399.791211616,9768.54250988891,9791.81141812929,10425.1161315283,10479.0574100839,10669.5984840424,10960.2849692139,11670.0050038829,11928.6484325767,11838.953811195,12546.6715289762
"78",11599.912716072,11030.8967749567,10876.067189043,10142.2577185366,10154.0264041741,10074.503320029,10385.8462334905,10682.6066586132,11148.9556960121,10987.4708986758,11292.6288936694,12011.1751354845,11484.1116484718,11320.9065719879,11654.0479583523,11058.3728481304,10352.7820834826,10817.0853806497,11416.0561480646,12097.0343766723,12686.0703406231
"79",12752.1373808108,12691.7889353864,12953.3463742785,12573.2735476915,12000.6332813811,11707.9202860503,12219.9670345929,12929.350514486,13583.2860098872,14299.5916228142,15957.9967647304,16773.698503984,16487.5387692068,16611.9218419322,15539.5904613816,14487.3328692093,14201.1548293298,14308.8467513746,13544.5986017197,13492.3589053908,13389.121226994
"80",11078.1294590172,11001.8086024249,10626.9603544479,10128.7659162012,10462.4516213456,10186.171088789,10185.1129780032,10155.4798195873,10567.4533335335,11096.8042488346,11101.9478170183,11397.3196113091,10951.6853020033,10882.3223376804,11205.7805003154,11034.661345516,11330.260791237,11759.8251216716,12101.0582705311,12647.3973220335,13584.411551016
"81",12243.8846492897,12920.4855523355,11463.0222840334,10395.5943345675,11137.9377686438,11625.0124826427,12013.8421085923,11988.5182203348,11639.1868862782,11219.0188717926,11464.5824995908,11579.6751796006,11440.8648296106,11589.6381300441,11597.5378904843,11440.693885282,11740.5710091748,11974.2569428222,12549.6318463434,12988.4247012162,13308.7827655997
