"","x"
"1",0.712169751583463
"2",0.712167511174455
"3",0.71216599320583
"4",0.712169650162707
"5",0.712169105359144
"6",0.712168561848476
"7",0.712170791153373
"8",0.712169212526418
"9",0.712169151644844
"10",0.712168841443029
"11",0.712170654228602
"12",0.712169078685246
"13",0.712173383568451
"14",0.712172095978697
"15",0.712172015849634
"16",0.712173355413147
"17",0.712127694302249
"18",0.712002277834146
"19",0.711902047971458
"20",0.711874803587634
"21",0.71185381454938
"22",0.711850744924344
"23",0.7118400049345
"24",0.711830512023565
"25",0.711827622887264
"26",0.711828753683064
"27",0.711823491951772
"28",0.711822365031097
"29",0.711814092333089
"30",0.711806476331579
"31",0.711802424620516
"32",0.711805510126462
"33",0.711799419481948
"34",0.711784584835096
"35",0.711784253296561
"36",0.711786334140816
"37",0.711787212499085
"38",0.711784418082212
"39",0.711786228881082
"40",0.711782819485426
"41",0.711781459363724
"42",0.711780117994346
"43",0.711778810719459
"44",0.711774882297388
"45",0.711772050111424
"46",0.711764835180477
"47",0.711766578851764
"48",0.711765122949728
"49",0.711763709822227
"50",0.711766189656409
"51",0.711766367250368
"52",0.711766375918475
"53",0.711768692438235
"54",0.711767824668113
"55",0.711766201176494
"56",0.711764390606907
"57",0.71176520050414
"58",0.711764783185024
"59",0.71177200841894
"60",0.711770464254116
"61",0.711769821804863
"62",0.711770229673047
"63",0.711771349703994
"64",0.711764788990652
"65",0.711759939718904
"66",0.711762737555746
"67",0.711759713327627
"68",0.711762500617294
"69",0.711762717988452
"70",0.711759962470955
"71",0.711760474078279
"72",0.711759896756058
"73",0.71175942703097
"74",0.711762796986085
"75",0.711766730803235
"76",0.71176989062029
"77",0.711769947111406
"78",0.711768689011079
"79",0.711768836535302
"80",0.711770444428547
"81",0.711766680414489
"82",0.711774975733083
"83",0.711771831985545
"84",0.711777256951061
"85",0.711774904599131
"86",0.71177769773497
"87",0.711777141593989
"88",0.711772373143014
"89",0.711772167164519
"90",0.711775333625043
"91",0.711779511012138
"92",0.711783205661278
"93",0.711782838186146
"94",0.711782316280196
"95",0.711780976855396
"96",0.711783932653742
"97",0.711785485819832
"98",0.711784958147738
"99",0.711783484518662
"100",0.711785519013743
"101",0.711773345829746
"102",0.711743036676716
"103",0.711653093886806
"104",0.711610033614265
"105",0.711599032121186
"106",0.711589679195777
"107",0.711580591619713
"108",0.71158103880298
"109",0.711584799399096
"110",0.711572966935107
"111",0.711576077880118
"112",0.711570914145998
"113",0.711569216031358
"114",0.711572018918987
"115",0.71157686361122
"116",0.71158399866751
"117",0.711585151699223
"118",0.711584685583609
"119",0.71159896226867
"120",0.711602354757545
"121",0.711609594912382
"122",0.711613639788898
"123",0.711620047625783
"124",0.71162415928854
"125",0.711622848096704
"126",0.711626542510946
"127",0.711644832473508
"128",0.711641737599227
"129",0.711646068737391
"130",0.711664869452267
"131",0.711672255970848
"132",0.711682044009433
"133",0.711690822906177
"134",0.711708911594679
"135",0.711735439837366
"136",0.711741639619527
"137",0.711754854180874
"138",0.711758805145337
"139",0.711777284421156
"140",0.711802661025944
"141",0.711832061097203
"142",0.711847204364297
"143",0.711848235794396
"144",0.711864783238896
"145",0.711889739165924
"146",0.711898627867705
"147",0.711899501003488
"148",0.711895324896384
"149",0.711896471348224
"150",0.711896917001329
"151",0.711898328960135
"152",0.711897983766137
"153",0.711897874011559
"154",0.711898912970972
"155",0.711900590454515
"156",0.711904484438535
"157",0.71191215346518
"158",0.711911469637449
"159",0.711909648774233
"160",0.711919320311824
"161",0.711919246685988
"162",0.71191150019549
"163",0.711913067747496
"164",0.711910023688992
"165",0.711917260311304
"166",0.711919116097962
"167",0.711930061907024
"168",0.711927492693
"169",0.711936357599171
"170",0.711936408186751
"171",0.711937499674787
"172",0.711936308684115
"173",0.711935587735993
"174",0.711940062941141
"175",0.711944838329008
"176",0.711957756898059
"177",0.711966867233339
"178",0.711978794076617
"179",0.711978851670292
"180",0.71199297468905
"181",0.712001243358362
"182",0.712014228496046
"183",0.712028312463087
"184",0.712044482727077
"185",0.712066501859507
"186",0.712092921780473
"187",0.712131239553272
"188",0.712156518725776
"189",0.712163468097977
"190",0.712164236411802
"191",0.712166257498261
"192",0.712163672749163
"193",0.712163300975413
"194",0.712165926347079
"195",0.712165881593765
"196",0.712164533785663
"197",0.71216689316826
"198",0.712166965513388
"199",0.712167606694676
"200",0.712164009653999
"201",0.712166455200493
"202",0.71216598976763
"203",0.712168226186889
"204",0.712169413570032
"205",0.712168109766744
"206",0.712170411586357
"207",0.712170906559581
"208",0.712167248570844
"209",0.712166520613242
"210",0.712163276779348
"211",0.712164034933259
"212",0.712166923720528
"213",0.712165956127673
"214",0.712164154109233
"215",0.712163284665863
"216",0.712165146969295
"217",0.712170002206346
"218",0.712166768372968
"219",0.712164571557976
"220",0.712166392218549
"221",0.712166649838698
"222",0.712167639641755
"223",0.71216793824884
"224",0.712164352042752
"225",0.71216357422927
"226",0.712167501722577
"227",0.712165544061755
"228",0.71216849400981
"229",0.712168145188133
"230",0.712165704381206
"231",0.712166280744989
"232",0.712167323936085
"233",0.712166929876848
"234",0.712164954173832
"235",0.71216735135625
"236",0.712168032096529
"237",0.71216659141014
"238",0.712166405745559
"239",0.712168701736994
"240",0.712167763067025
"241",0.71216593948401
"242",0.712165765161412
"243",0.712165307093408
"244",0.712163617216434
"245",0.712163097893387
"246",0.712164170736541
"247",0.712163053421317
"248",0.712163940650409
"249",0.712162799867445
"250",0.712167501645781
"251",0.712164939169809
"252",0.71216698764599
"253",0.712165720350928
"254",0.712164015435269
"255",0.712164114756905
"256",0.712163599883815
"257",0.712164218239569
"258",0.712165570013295
"259",0.712165256357665
"260",0.712167753548654
"261",0.712167633099639
"262",0.71216752444843
"263",0.712163522776199
"264",0.712166033699375
"265",0.712166734099341
"266",0.712169321253987
"267",0.712168618133936
"268",0.712166954331326
"269",0.712169618653291
"270",0.712168238059651
"271",0.712166903651284
"272",0.712165507984253
"273",0.712168108071386
"274",0.712171939471296
"275",0.712172189600506
"276",0.71216843457528
"277",0.712170681754064
"278",0.712169484444517
"279",0.712167257019844
"280",0.71217098461447
"281",0.712165501441343
"282",0.712167322147277
"283",0.71216630707358
"284",0.712165317729785
"285",0.7121659094566
"286",0.712166296689485
"287",0.712166385145255
"288",0.712166231182732
"289",0.748729345726841
"290",0.74838620655428
"291",0.748077293789471
"292",0.747794623347914
"293",0.747466373448783
"294",0.747265519600004
"295",0.746948316713732
"296",0.746791721183385
"297",0.746425588819688
"298",0.746062195650766
"299",0.745571107799096
"300",0.745163576497293
"301",0.744818705435043
"302",0.744428373489212
"303",0.744116982775887
"304",0.743784980631268
"305",0.743452499584084
"306",0.743030934244193
"307",0.742540081248685
"308",0.742097667367692
"309",0.741645116573147
"310",0.74125930408364
"311",0.74085907277123
"312",0.740552149119213
"313",0.740116108929668
"314",0.739668243819046
"315",0.739380226754232
"316",0.738977672469389
"317",0.73867092422773
"318",0.738291794751115
"319",0.737891318536517
"320",0.737679102702605
"321",0.737312776954877
"322",0.737067029484787
"323",0.736708436420853
"324",0.73622093540518
"325",0.735695715688066
"326",0.735289867340361
"327",0.73479678668295
"328",0.734248733852126
"329",0.733824742629159
"330",0.733330128568949
"331",0.732810853812919
"332",0.732196995101988
"333",0.73182047304592
"334",0.73144621993311
"335",0.730934045449565
"336",0.730485351622927
"337",0.729934459640441
"338",0.72919617337144
"339",0.728490397060113
"340",0.727799481877052
"341",0.727138526284056
"342",0.726455040496755
"343",0.725758558203216
"344",0.724976186065579
"345",0.72426963509011
"346",0.723491233269463
"347",0.722726682088193
"348",0.721894052326952
"349",0.7210451947122
"350",0.720168828569078
"351",0.719451585101734
"352",0.718672266914216
"353",0.717744864418712
