"","x"
"1",3.60764196863232
"2",3.60762974662032
"3",3.6076281145005
"4",3.60763336863732
"5",3.60763769528107
"6",3.60763765703023
"7",3.60764141170653
"8",3.60763800496331
"9",3.60763504399764
"10",3.60764135350154
"11",3.60764282829341
"12",3.60764211306295
"13",3.60763336097311
"14",3.60763854626824
"15",3.60763128405919
"16",3.60763714412925
"17",3.6079780163871
"18",3.60901928561876
"19",3.60984030583416
"20",3.60999447740811
"21",3.61016257042787
"22",3.6102183122056
"23",3.61031189329487
"24",3.61039661164111
"25",3.6103820646849
"26",3.61038697044947
"27",3.61043805991926
"28",3.61042262803604
"29",3.61049433378296
"30",3.61055108159082
"31",3.61059048757789
"32",3.61054299198456
"33",3.61063012809966
"34",3.61084757930398
"35",3.6108478800295
"36",3.61080628502795
"37",3.61079512829989
"38",3.61084285234752
"39",3.61084859504287
"40",3.61085394876883
"41",3.61090750357388
"42",3.61089723227935
"43",3.61090197147203
"44",3.61092105478652
"45",3.61088708451135
"46",3.61093984663235
"47",3.6109578881131
"48",3.61097361878304
"49",3.61096804957764
"50",3.61095421948711
"51",3.61097787739463
"52",3.61095904888672
"53",3.61092802734032
"54",3.6109473957406
"55",3.61093554467385
"56",3.61093979190073
"57",3.61093456043669
"58",3.61094556691677
"59",3.61092592246722
"60",3.61092912094654
"61",3.61092700956336
"62",3.61094408428745
"63",3.61093176873266
"64",3.61094692232623
"65",3.61095353979586
"66",3.61091783475454
"67",3.61098977247295
"68",3.61096811138478
"69",3.61098561562517
"70",3.61091631156564
"71",3.61099415996206
"72",3.61093272780501
"73",3.61097712727372
"74",3.61096759238055
"75",3.61095830454616
"76",3.61088996858248
"77",3.61093594893536
"78",3.61095316368556
"79",3.61094870468002
"80",3.6109382744463
"81",3.61093082078542
"82",3.6109052487795
"83",3.61091386131993
"84",3.61089134692791
"85",3.61090063238574
"86",3.61088645663302
"87",3.61083897747021
"88",3.61090683626794
"89",3.61089184040555
"90",3.61090211258221
"91",3.61089437991612
"92",3.61085522236493
"93",3.61086710355316
"94",3.61085756467598
"95",3.61086971033609
"96",3.61083027547935
"97",3.61080288150218
"98",3.61079604870494
"99",3.61081038844481
"100",3.61082093350007
"101",3.61085915481472
"102",3.61103891330568
"103",3.61182395928341
"104",3.61218107975185
"105",3.61231645025483
"106",3.61239306472918
"107",3.61238908003553
"108",3.61245141126195
"109",3.61239786519699
"110",3.61252067351336
"111",3.61250150618628
"112",3.61254123978528
"113",3.6125708466288
"114",3.61255290206465
"115",3.61251933198447
"116",3.61245294199442
"117",3.61243356320137
"118",3.61243420674806
"119",3.61229992892279
"120",3.6122762977069
"121",3.61223030677393
"122",3.6121924229756
"123",3.61211440426782
"124",3.6120612847265
"125",3.61210618536703
"126",3.61207131012926
"127",3.61195818220593
"128",3.61194401437008
"129",3.61191607260221
"130",3.61177806224697
"131",3.61171154909886
"132",3.6116630575498
"133",3.61160313289586
"134",3.61148458069407
"135",3.61117307501567
"136",3.61110140887205
"137",3.61096109243363
"138",3.61105130530092
"139",3.61092820134755
"140",3.61056460921057
"141",3.61036346879321
"142",3.61021389456522
"143",3.61017926481128
"144",3.61005172766361
"145",3.60986446969204
"146",3.6098415028462
"147",3.60982973531113
"148",3.6098372144787
"149",3.60985130832737
"150",3.60984008983329
"151",3.60982488515686
"152",3.60983798958794
"153",3.60984038131623
"154",3.60983351811246
"155",3.60984034935324
"156",3.60979395839076
"157",3.60977134933697
"158",3.60978849862577
"159",3.60976495470828
"160",3.60969077890951
"161",3.60969371556601
"162",3.60976178940312
"163",3.60974414867428
"164",3.60974334865001
"165",3.60970239816517
"166",3.60964959886967
"167",3.6096321794845
"168",3.60959140960783
"169",3.60953656973073
"170",3.6095329632228
"171",3.60954704290496
"172",3.60953169958528
"173",3.60954119010717
"174",3.60947729197215
"175",3.60944865750105
"176",3.60935048646599
"177",3.60927168657634
"178",3.60920262760954
"179",3.60917821747475
"180",3.60908697607953
"181",3.6089957702819
"182",3.60888603754413
"183",3.60878731004224
"184",3.60867166648673
"185",3.6084586453711
"186",3.60822884741853
"187",3.60791847203794
"188",3.60768251042703
"189",3.60763456801184
"190",3.60763048979891
"191",3.60763849248334
"192",3.60762478885299
"193",3.60763431014517
"194",3.60763397431559
"195",3.60762627726873
"196",3.60761743765301
"197",3.60758267542551
"198",3.60759155141763
"199",3.60762856826107
"200",3.60760391221917
"201",3.60760585515011
"202",3.60760532851259
"203",3.60760350026305
"204",3.60760158838188
"205",3.60760144337719
"206",3.60759220773494
"207",3.60759541598308
"208",3.60759110772187
"209",3.60759887211175
"210",3.60760413663808
"211",3.60761445620884
"212",3.60761571915055
"213",3.60761161026886
"214",3.60761620532288
"215",3.60760281082065
"216",3.60760565109213
"217",3.60759148920641
"218",3.6076039127053
"219",3.60759299414299
"220",3.60760213823434
"221",3.60760838901316
"222",3.60760922432202
"223",3.60759575758769
"224",3.60759862960535
"225",3.60759980432426
"226",3.60760298529494
"227",3.60758192648228
"228",3.60759088519291
"229",3.60761715181603
"230",3.60760212511982
"231",3.6076104432265
"232",3.60759089201322
"233",3.6075822495506
"234",3.60761109876455
"235",3.60759267079664
"236",3.60759636043432
"237",3.6076003338515
"238",3.60758441916321
"239",3.60760183192342
"240",3.60759745926763
"241",3.60763129061952
"242",3.60762714024358
"243",3.60762254038509
"244",3.60762427874874
"245",3.60762794078961
"246",3.60761958759346
"247",3.60761468836603
"248",3.60762666067227
"249",3.60763395206972
"250",3.60763184800682
"251",3.60763414056821
"252",3.607610321587
"253",3.60760028657723
"254",3.60762768659446
"255",3.60763077424589
"256",3.60762095302345
"257",3.60762617716089
"258",3.60762943141156
"259",3.60764484584203
"260",3.60764686416031
"261",3.60763691636486
"262",3.607640442956
"263",3.60762412608523
"264",3.60763888169736
"265",3.6076262920086
"266",3.6076209963391
"267",3.60761204716422
"268",3.60761986818944
"269",3.60762528907314
"270",3.60763295951686
"271",3.60763713282887
"272",3.60766125337089
"273",3.6076394351391
"274",3.60759319207852
"275",3.60758886401576
"276",3.60760876747547
"277",3.60757916559346
"278",3.60762766215622
"279",3.60763987781077
"280",3.60764467779711
"281",3.60762991563338
"282",3.60763476859648
"283",3.60763113510638
"284",3.60764672082797
"285",3.60763130921309
"286",3.60761732557103
"287",3.60762950282163
"288",3.60763603578102
"289",3.70263461688944
"290",3.6997283395585
"291",3.69841474259778
"292",3.69654022553504
"293",3.69459688136691
"294",3.69156205776591
"295",3.6900988206033
"296",3.68872241264933
"297",3.68619166881214
"298",3.68469726512181
"299",3.68284015515226
"300",3.68213066611502
"301",3.68177444710483
"302",3.67948737402441
"303",3.677485335491
"304",3.67536552057503
"305",3.67306955979963
"306",3.67097089008607
"307",3.66889010270115
"308",3.66745799039216
"309",3.6651598895902
"310",3.66347139632346
"311",3.66138978420575
"312",3.6595459539372
"313",3.65874984833777
"314",3.65752136644219
"315",3.65539805689805
"316",3.65345090871614
"317",3.65174950074395
"318",3.65027142429152
"319",3.64775573922123
"320",3.64611706811732
"321",3.64361920037886
"322",3.6416807944511
"323",3.63982743694564
"324",3.63850025639141
"325",3.63936836504447
"326",3.63765825783817
"327",3.63550339219675
"328",3.63354801572911
"329",3.63187707739766
"330",3.6292051255957
"331",3.62736827872292
"332",3.62621939382568
"333",3.62357855567633
"334",3.62062894861112
"335",3.61877100976655
"336",3.61587408436908
"337",3.61431865355864
"338",3.61197013368448
"339",3.61040628750656
"340",3.60854255002995
"341",3.60708314410442
"342",3.60556951695654
"343",3.60280957654371
"344",3.60171296493779
"345",3.60017137114738
"346",3.599150587434
"347",3.59789213603658
"348",3.59604864449647
"349",3.59321735975901
"350",3.59041196549287
"351",3.58715040829801
"352",3.58391819859911
"353",3.5822231498802
"354",3.58111557426711
"355",3.57858770307999
"356",3.57623053053559
"357",3.57459879521445
"358",3.57295925158849
"359",3.57070128214242
"360",3.56748485169409
"361",3.56404998756896
"362",3.5628264651352
"363",3.56148162404971
"364",3.55851569775016
"365",3.5573883400103
"366",3.5541711712997
"367",3.55184939254868
"368",3.55038366365579
"369",3.54942040578005
"370",3.546873398178
"371",3.54375313410305
"372",3.54031265367792
"373",3.53771175884735
"374",3.53505004329959
"375",3.53072262985507
"376",3.52578333163794
"377",3.52206356062131
"378",3.51841383494504
"379",3.51637656371328
"380",3.51389122135613
"381",3.51466609586036
"382",3.51392939716402
"383",3.51276970837542
"384",3.51052384271261
"385",3.50770414659581
"386",3.50452932393095
"387",3.50405898177247
"388",3.50105239386021
"389",3.50048800683244
"390",3.50091675189023
"391",3.49941138804958
"392",3.49828367649289
"393",3.49781004953745
"394",3.49646533178241
"395",3.49442387301522
"396",3.49347944238295
"397",3.49135097302923
"398",3.49092577243714
"399",3.4885994098845
"400",3.48646301259401
"401",3.4863074997763
"402",3.48538680335948
"403",3.48425861199702
"404",3.48410338793858
"405",3.48417467452532
"406",3.48450592949703
"407",3.4862972794685
"408",3.48766702964591
"409",3.48919188101893
"410",3.48878831060058
"411",3.48913706454007
"412",3.49047514554713
"413",3.49098799016317
"414",3.49013873145053
"415",3.48966199871007
"416",3.48811310156783
"417",3.48676811736361
"418",3.48547443678079
"419",3.48422339656657
"420",3.48221393015403
"421",3.4796917414443
"422",3.47733211669193
"423",3.47552897894174
"424",3.47290939724689
"425",3.47030783995243
"426",3.46898206100971
"427",3.46670009763996
"428",3.46487982950539
"429",3.46444011027594
"430",3.46313884184415
"431",3.46136454205105
"432",3.45977922761986
"433",3.45857279890071
"434",3.45821545882131
"435",3.45765989159903
"436",3.45702971119774
"437",3.45736583534522
"438",3.45754500030784
"439",3.45802715313807
"440",3.45747500781275
"441",3.45810224026277
"442",3.45893294002814
"443",3.45956280237769
"444",3.46088870748078
"445",3.46139387080898
"446",3.46229144620357
"447",3.46389693534852
"448",3.46453992997962
"449",3.46610517615762
"450",3.46942605731395
"451",3.47353764349196
"452",3.47694590554574
"453",3.48043904015173
"454",3.48450739806013
"455",3.48752317027909
"456",3.49050220210446
"457",3.49335452484743
"458",3.49659088673065
"459",3.499649582759
"460",3.50385353199289
"461",3.50716752073369
"462",3.51093209631757
"463",3.51514052096348
"464",3.5188112674037
"465",3.52323987716785
"466",3.52713594317429
"467",3.53049185429482
"468",3.53627945114985
"469",3.54047098957014
"470",3.54447419267463
"471",3.5488708914989
"472",3.55253033775322
"473",3.55760313971696
"474",3.56206938944765
"475",3.56772673400847
"476",3.57275650205671
"477",3.57666421834305
"478",3.58048292859779
"479",3.58493957519874
"480",3.58881773989857
"481",3.59330940036002
"482",3.59683622851813
"483",3.60106774940796
"484",3.60654241447561
"485",3.61123378724528
"486",3.61635170377943
"487",3.62037141262853
"488",3.62439366122476
"489",3.62837263901753
"490",3.63344799826347
"491",3.63856399541743
"492",3.64425172618556
"493",3.64922360636206
"494",3.65409406986975
"495",3.65865725611084
"496",3.66264894660829
"497",3.66622274278661
