"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"49",-25621.8408949815,-24754.5563234984,-25454.6490611995,-24600.5348243251,-24890.4813679435,-25822.9993775577,-26638.9202356766,-25803.2497806391,-24787.0596033897,-24009.5691442006,-25754.5207188542
"50",-17914.9887713577,-16827.8334147364,-17287.9732861094,-17237.8775804361,-17612.077519463,-17042.6276328689,-15253.4096155997,-16679.7104971934,-19772.4129896324,-18963.2580593931,-19775.4654335238
"51",-26422.7729078677,-26299.5850255597,-27083.1208635089,-26132.0807968104,-26598.1994342101,-27472.8382515135,-26102.9463590238,-26837.777613819,-25162.228510302,-26243.5710358958,-25298.7336388348
"52",-27289.1593514757,-26686.046891694,-25785.4568673307,-26230.443980714,-25531.0963665123,-24831.4100870207,-26602.4882312616,-26166.2493352996,-26763.9203223915,-24952.5329743257,-27154.9757301526
"53",-30443.1879256962,-30342.2541286946,-30348.6139486178,-29640.5094730491,-28896.1958324401,-30606.6919776246,-30959.1545175266,-31047.010898209,-31256.2443826694,-31524.3661244315,-31263.8534767369
"54",-31473.4423895059,-32416.4226284631,-33197.0961491587,-33892.347454453,-33286.9160039674,-32380.8173392123,-32513.5746529165,-32554.0678211515,-33978.1443317752,-33442.5553552856,-31763.9899921666
"55",-30121.7379826819,-31276.2785302495,-31227.3870706111,-30532.0844988711,-30963.196066186,-30499.7626318113,-30865.1264702647,-30947.5457323562,-30055.3115098574,-30305.3845148971,-29698.6598661005
"56",-27333.2187158325,-27530.2864817214,-27325.7979754473,-27012.645813441,-27719.032067664,-26916.8953518625,-26451.2052401943,-27501.9953832358,-26312.8109553619,-27425.2085873692,-26761.8881410305
"57",-24299.7728852349,-23494.4781662674,-24209.8589853295,-24105.3785332931,-23934.0210740595,-24280.1469952132,-22213.3077253044,-21698.9173601358,-22483.5091599166,-23389.7809112562,-21711.5639078691
"58",-30774.8637563478,-31456.4834214128,-31279.5992631745,-31143.7885238189,-30641.7341013653,-30967.184272722,-31941.4507210988,-30789.0698306797,-30650.3263777696,-29939.2882991864,-31106.5778939548
"59",-30665.5654995094,-30821.9318847255,-31713.8047973779,-31039.1075309255,-30761.8514486641,-31196.2596722257,-29005.1717093617,-28667.0278964027,-28059.9570121737,-29444.3740440201,-29935.1845439458
"60",-32432.3804999666,-33268.7062203892,-30519.4953188658,-29463.3200015891,-29943.81530518,-29352.7626431683,-28951.0573065467,-29549.9132369113,-30023.1656756829,-30858.9930297903,-31775.939466242
"61",-27837.2525387138,-29620.9336965185,-30482.4498134982,-30929.8148652399,-30178.5058197649,-30389.1618316336,-29923.0544496565,-29995.5502451406,-29519.9784821895,-28174.032626093,-26449.9660402966
"62",-32497.9506391384,-33388.4470120608,-34256.2420328521,-34614.5108090776,-35222.2012582059,-35789.0169532056,-36473.5246785154,-35778.208659821,-35705.4362204863,-36053.9040322318,-36491.7238014804
"63",-29217.3083335258,-30546.0510403842,-30984.8183108899,-30745.5296181598,-31133.2252256284,-31502.9122765492,-30706.1687775847,-31585.5006241691,-31314.5621320396,-32036.4574127439,-31321.9123595156
"64",-36885.1772360722,-36779.5632827247,-36889.3786917067,-37469.2430413166,-37044.5323681113,-37904.6715828756,-38578.5666100666,-37698.8334451261,-36564.3102669192,-37092.1400190167,-36931.5530771358
"65",-39235.3152170011,-38942.0048228139,-39166.0077185813,-39535.5587726248,-38720.5846347928,-40130.3027416295,-39213.2068933644,-39762.2070648492,-38793.01013304,-39035.2755911002,-38385.4233186092
"66",-35615.2409930154,-36813.5216941539,-36573.3952325381,-37311.4299491504,-36685.597249121,-36769.7062781252,-37220.3361604256,-37115.9929928796,-37156.3458854715,-38306.508858892,-37077.7978249849
"67",-27774.5860106356,-27811.0180101806,-28434.7988863452,-27634.4702617726,-26783.4594202962,-27569.6288197941,-27191.5017546633,-28093.8423794726,-28636.3938532814,-28558.8326072145,-26998.5671610359
"68",-21619.6734741865,-20053.0295767883,-19684.8248308346,-19561.6241126694,-22151.3334346307,-22227.5557199376,-20944.8068692897,-20498.6847759253,-19801.3706581594,-21054.5453900096,-21991.6637185678
"69",-22194.6155467901,-21753.3886243951,-21200.6028548867,-21789.9470513927,-22066.3946596829,-21254.4228404189,-21878.9256674425,-21088.5059019241,-21193.6521815881,-22533.0487901565,-22040.9366043905
"70",-32505.4910828869,-32506.4184383817,-33180.8369632693,-31741.8599180405,-31506.6472454171,-31497.0478782063,-32072.1717755575,-32297.3327120104,-33103.5971303852,-32727.975252427,-31162.165892051
"71",-32695.5759616032,-32977.8177105391,-33895.9336688111,-33110.5889446058,-34956.7913958193,-33005.0714252261,-31867.1115376322,-30556.7147192268,-32576.564379316,-32346.4317450247,-32284.046954642
"72",-29185.2209560655,-28955.8798283429,-28363.6680345052,-27447.4253931477,-27478.498831342,-26666.2231590236,-27598.7588266427,-26629.0158463877,-28849.1552464327,-29468.894780352,-28404.7642191605
"73",-30373.6518689083,-28917.4462829365,-26754.1938338815,-27433.3918586451,-26850.9669537709,-26543.6124398316,-26519.3285686973,-28914.5959319764,-28626.3018658056,-30543.0667153434,-29997.5332606968
"74",-28196.5281008052,-28201.7466625729,-29087.2636226969,-29812.6364846423,-29737.519444472,-29348.805688208,-28989.7429958302,-29251.3937460553,-29581.7191281647,-28488.8008053235,-28281.0887238179
"75",-29108.6075564682,-29219.576128345,-29301.8538497522,-30531.1998133392,-30309.253399328,-29345.6472315943,-28292.2106045052,-28207.7801057148,-30569.5285364113,-29472.7186695946,-27580.4585561571
"76",-31836.7905682878,-33510.7542186107,-31781.3418407535,-33016.5645519384,-33502.5686239855,-34446.9594012732,-35103.9039280299,-33894.6304152341,-34120.2275005932,-33238.0180441717,-32477.3252291218
"77",-36382.3173791911,-35963.4745364548,-37100.291116918,-37477.9384542961,-37915.7980679245,-38038.786141176,-37635.6338924982,-37971.9665228583,-38681.3542699919,-38687.7622463022,-38373.0851942111
"78",-36902.231862665,-37102.8849261308,-38110.8773018519,-37483.4834225083,-37775.2651167992,-38496.8354288676,-37974.7069889185,-38574.4857305309,-38651.9499942652,-38233.7815913896,-38426.7474724748
"79",-32543.6732482164,-32847.4474713897,-32786.6044718379,-32737.4171106919,-33151.5807179392,-32847.0718001031,-32492.954741374,-33847.944398159,-32977.3572658331,-33873.6168944879,-33008.5379747952
"80",-28820.9187453941,-28197.0868658028,-28255.446541489,-27931.624574205,-28187.5437398126,-28372.4778945033,-29175.9711430354,-28769.0107520935,-29706.2605082203,-28206.7057979631,-28351.2911987507
"81",-20942.1067641545,-18616.5414872611,-21278.5733265506,-20853.607310012,-21185.4045544606,-21304.3172901383,-19672.344060359,-18594.2605828945,-18346.9665254239,-18252.7459155318,-19494.3582666892
"82",-26518.109925125,-27516.9273511721,-27867.3213232452,-26937.0958033186,-26442.6454417929,-28847.5341654173,-28572.5968131084,-28277.599212933,-28296.4073057474,-27012.8815210395,-27181.8824043918
"83",-24278.5182900741,-24747.6154688995,-25697.6696691483,-25164.4579710947,-25590.8848539854,-26023.6068384811,-28242.3072881961,-27856.9040260206,-28001.1438787636,-26447.2638642229,-26160.2493507525
"84",-32237.7726438657,-32318.2573436233,-32466.2040455259,-32493.5991514837,-32347.2483146226,-32081.8949706375,-32126.7826044337,-31840.0734753725,-30781.0556337887,-30692.1958241036,-30105.3997634869
"85",-28188.3074881011,-26996.2079923742,-25996.1213092889,-25402.1979288334,-24524.3523974514,-23706.5621677903,-26370.8507365155,-24494.6390671743,-25372.3854866615,-24014.2427152303,-24941.1952782615
"86",465.808659738153,1550.32642044672,3600.34962013351,1727.2929840679,951.476154669884,759.397123303233,-629.823324098683,382.823982231673,254.900879476275,807.934888644396,410.884397229163
"87",-2728.67874844413,-2647.58817542002,-2401.43788672987,-3556.55514659915,-4394.77246017337,-4905.60467159303,-4930.47413404183,-4030.00794259161,-3784.00356167145,-2267.67779695615,-3441.92079745562
"88",-20650.0583851275,-21450.295629871,-23728.8069066536,-23887.2635518361,-24489.6324795118,-22112.2174523445,-22920.9897375781,-22617.5523418852,-24314.2238984405,-25173.4108404072,-24416.0541259885
"89",-27991.8636082952,-29641.7718038098,-29188.2732329767,-30249.3199718256,-31491.1123063865,-30853.8775005344,-30776.7186031908,-30471.8284754386,-30684.1330305076,-30477.2953878347,-31271.7636176362
"90",-27615.148139559,-28609.6141585606,-30517.7996403748,-30208.2829209181,-29451.1729764749,-29014.9021327324,-27610.7547654828,-27093.9007471007,-29420.9096970113,-28010.32868169,-28879.6365987296
"91",-23730.6069695593,-24919.7895790328,-26111.9643977859,-26569.7774493867,-26457.2771335089,-23956.7355421559,-25951.0671594518,-25886.7047921518,-26069.6040378071,-25498.5773660754,-24572.8569380627
"92",-12097.9616845428,-11284.834796738,-12530.0132195295,-11909.3931546231,-11262.6186138884,-10166.6006516204,-8713.88895722538,-10719.5194586785,-9887.90742700365,-10954.3985710815,-10727.3171799545
"93",-3225.5194357485,-3386.27335551995,-7427.46005648781,-9049.81343096065,-7789.76909499502,-7383.74146628367,-6241.76159851501,-5388.40997711526,-6838.88355364021,-5830.24963905132,-5192.34861590724
"94",-12176.3146581656,-13656.6390719303,-14158.627894462,-16459.8632394833,-17833.9928610249,-17037.9333392148,-17418.3883610753,-16845.186148644,-16235.9314438463,-16043.9474338372,-15149.4979310794
"95",-10239.7964242203,-10637.0376929405,-11921.8341115089,-10451.0244098523,-13317.6536711185,-13852.5137147268,-15015.7799985755,-13392.8981860123,-15823.563141911,-14434.2683698613,-14365.062391508
"96",-9486.15505416243,-11310.6682789455,-12580.1419870031,-14163.3273251526,-14084.8089343679,-13217.8149795459,-14694.8428057006,-13825.5705719138,-14598.2502169218,-15167.8728509392,-16880.7958163986
"97",-11380.411866179,-9846.22007847146,-8456.83905431615,-9475.6716810677,-9887.35042358212,-10250.0708784731,-10586.8620008473,-11464.3623618728,-12003.3500564223,-12516.5994692088,-11639.0491334264
"98",4645.25212630067,6851.55482134785,6340.40097751251,4695.99709920682,5171.17882160006,4210.66071785062,2682.7463043994,3998.06643094776,4960.51436089026,4566.97876389279,8103.21403662811
"99",-13026.4159612117,-12001.7049647494,-12198.4543146108,-13807.1773543193,-13920.9240770431,-14532.4800258585,-14402.2566315504,-15140.3519216051,-15223.8575735281,-14746.8536121612,-14057.6654688841
"100",-23694.3946627657,-24381.0839926312,-23614.8404920491,-24538.0171667566,-24609.771524804,-23415.0267274602,-22308.5988862914,-22190.6121020761,-22280.8431849264,-23017.3931935395,-22463.69737662
"101",-30161.271396048,-30069.7741676538,-29370.798620177,-28994.5367538964,-29526.7222849114,-29794.2645684343,-30578.0796812643,-30799.8461574743,-29500.1190325374,-30613.6100573572,-29265.1242018244
"102",-24501.0223893728,-24271.0888324681,-24433.9068755375,-22957.0627596799,-23729.5266413062,-24463.2284135544,-27136.5610513943,-26867.6596552148,-25605.3760038014,-23425.757883281,-25305.9092182376
"103",-24890.7206443291,-24214.4136001717,-23568.0105227342,-24314.3321821114,-26359.474769209,-25350.3830047917,-26200.1051202878,-26052.3920306184,-23885.1681294005,-24512.5370772386,-25027.1773425373
"104",-10772.6704093279,-11418.8738556387,-13065.1718588445,-12381.9199364609,-12461.2452349604,-11140.8713047338,-11372.4008733519,-12993.7479604695,-12176.8060709684,-12073.4619841833,-10415.2640470615
"105",-20443.3836902313,-22132.1465734272,-21717.5839417345,-21310.668213298,-20411.6780428633,-20924.6272974935,-20092.9875936078,-21567.1768758134,-18839.5726872857,-20345.5002374477,-18394.2358445795
"106",-19524.9904407824,-21210.442473742,-20853.4095664059,-22404.4617140214,-21573.0729517508,-21419.0269248832,-20813.8604998256,-20425.4641913131,-18792.4829388714,-20171.2561848724,-20655.9361536816
"107",-20846.9010991227,-20051.1975619962,-22657.986060274,-23186.8976248515,-24964.011396299,-23397.80206755,-23662.3685011568,-23635.4850644524,-24562.667844643,-24392.4785251929,-23783.4505416257
"108",-16712.7858628238,-18402.8597855461,-19198.4577781348,-19154.1848545719,-19900.8997480221,-20720.9413703372,-22791.9732999933,-20799.0919362065,-20334.930618291,-20037.5427845226,-21379.6820347463
"109",-22868.6797396417,-21799.5535576811,-20743.4547532156,-21349.6000076228,-22916.1611922612,-23840.0530307848,-22604.6745233508,-20845.6691360281,-23504.9117773085,-21190.0061767055,-21701.004490622
"110",-25490.1045789997,-24533.9543399611,-25102.7382631272,-24198.3360213553,-24484.6374140612,-24975.1144656246,-24065.4560227093,-23671.2132117551,-23307.9878396455,-23917.9878115033,-24689.1867656966
"111",-30188.7802938709,-29831.0212969745,-29407.0607570888,-30230.0381703772,-30884.3512476247,-30173.2251269273,-29878.1023870024,-29579.7994482563,-28916.3934430783,-27592.9752677458,-26533.0201662229
"112",-33650.3169274793,-33502.1842930367,-33237.5241214502,-34242.4858011265,-33628.9070075564,-33000.025033629,-33911.9495322257,-32564.1203202595,-34360.5701344391,-34741.3623158854,-34334.842872789
"113",-35590.549120299,-35681.7698393094,-35882.7592068197,-36713.2215182975,-36183.7512352022,-36249.0799913949,-36543.4019096652,-36773.9485555087,-36277.8543550447,-36404.4622582736,-36522.2293178057
"114",-34451.9622153547,-34972.5434068987,-35879.0786397863,-35137.8883118191,-35645.3096219267,-35176.6370707945,-35298.9022597979,-36080.0268490621,-37190.9954159879,-36520.5985209735,-36015.7704613618
"115",-31706.1641857917,-32243.6280886693,-32168.9952458372,-31270.2214148088,-31971.8162075821,-30409.6528996428,-30097.4256693648,-31487.7720815953,-31600.3628065901,-30484.7870412223,-31736.8620615547
"116",-32262.2509971528,-31456.69756763,-30201.4806679792,-29779.0352517158,-30862.6802048743,-31142.0139344005,-30917.4266354768,-31872.4630329937,-32462.139298441,-30410.0544518758,-30489.345659993
"117",-23389.7389315865,-22571.6614749221,-22251.0588367068,-22180.1676094867,-22254.1131166589,-21218.4939768346,-21020.0134764339,-20186.0338409142,-20918.4244588048,-22230.0212887495,-21951.4454593327
"118",-31036.5345629726,-31477.2069701716,-30702.0312674713,-30515.902975045,-29518.8143514605,-27183.3665792857,-28498.5399745978,-27294.3588315179,-28777.6639898508,-29030.1560732994,-28271.1694584826
"119",-36515.1819940769,-37104.3834007513,-36929.6412907231,-36619.5041367323,-37079.1791613578,-37400.3162147089,-36421.1452634543,-36404.2693902201,-36254.719821671,-36999.4555201504,-37354.4067149764
"120",-26901.2190170629,-24803.6954733978,-24379.0367085342,-23473.9355208823,-21990.3813938222,-21953.1122207661,-21937.4762481123,-22463.3675345751,-19472.6359348239,-20973.9805169698,-23043.2812351253
"121",-33261.4089909093,-34317.6820498996,-32763.5736144111,-32871.164220767,-34119.6732043111,-34745.5713213533,-34353.3563389854,-34518.4422499071,-34516.1392236374,-34548.2376672683,-33330.7551480362
"122",-24907.3934559316,-24968.5420741474,-25790.7934521494,-26534.7709609652,-27612.0180333607,-25621.7994781006,-25004.9247337302,-26198.3304967797,-27414.4827139864,-26761.78766101,-26552.5918122232
"123",-33231.6822959047,-32613.2060017544,-33132.0854498625,-33756.8229647735,-33630.5616234267,-33125.9510807329,-35010.6742702792,-33916.5759008087,-34125.3239929266,-32964.4488550323,-34173.6771386331
"124",-33342.0330328558,-33628.1144324511,-33046.9955885291,-32095.6415415071,-32424.605120189,-31438.2456846629,-31829.2916770803,-33073.4954235016,-32803.5656028721,-33474.7622821723,-33183.2335013744
"125",-33084.5890388899,-32388.5607461004,-33725.7065278407,-34417.702561227,-34575.7852865841,-34619.9274525939,-34650.6393546784,-34702.7883524088,-34238.4249931409,-33673.3299435732,-34963.5532194785
"126",-29925.5186555385,-30498.2222587042,-30955.643277074,-31408.3950263017,-30062.8278293982,-31161.9271227116,-30720.5322766201,-30170.1391624996,-29104.4729647729,-30799.6851980858,-29319.691109181
"127",-31795.0692985815,-33316.3379920157,-34433.3360765599,-34039.1188492837,-34500.8445005005,-32978.8478806283,-34758.2003519415,-33682.9116989488,-32625.6559359608,-32635.2571621359,-30558.0340568607
"128",-29229.9072144296,-29354.804589721,-29956.9137155828,-30047.001351646,-30949.5429636273,-29995.6303206302,-30012.1035754747,-30006.4026585381,-30418.7302504367,-30604.5429949841,-29530.7310195246
"129",-24923.8890132371,-25223.5547621062,-24931.0052866658,-25983.5620858151,-26533.5285210979,-26169.2540000283,-25500.1881839016,-24806.764289066,-25773.6112632339,-26087.9643012921,-25508.2126029302
"130",-25869.152033867,-27105.5356638115,-27683.9828225227,-28383.3940245633,-29382.5995113302,-28626.7778804172,-28352.4128575533,-27803.214082862,-28273.6504844583,-28011.8141894724,-29018.8609655941
"131",-21632.0383274151,-22017.7865869376,-22245.7765693569,-25333.8139009936,-26553.0227884532,-27059.6443253821,-27606.8735348862,-26556.3781897899,-26095.9151952412,-24456.5412723865,-24691.2360333081
"132",-27017.5350410256,-26811.0913515043,-26765.9540502418,-27358.770888962,-27566.3282586591,-26044.7877127363,-25358.0480726936,-26245.2982013347,-27995.6526084547,-26440.5088677592,-27081.2303745156
"133",-29382.2640808812,-27862.2266217408,-28270.3561742368,-28424.9743417242,-27861.1032038832,-27653.4692237139,-27944.4252642833,-28502.4558765487,-28517.691029974,-27595.5453749135,-25723.3120112737
"134",-26880.4661521517,-25858.393804891,-26336.9912799805,-26503.7521707688,-28954.1335111261,-28734.8411243006,-26752.9358712715,-28017.1939821144,-29127.2904446268,-28801.8240839944,-27920.6254217973
"135",-29152.8449126974,-29962.1178489566,-29538.3628920841,-29606.585178667,-29244.0106019507,-29508.7671707022,-29709.3085568679,-28615.5131806441,-30226.0222671736,-29837.7612327064,-29516.428661814
"136",-33467.7565738246,-32318.9767464884,-32898.886017639,-32453.0574467132,-34334.7541707162,-33500.4350974934,-33882.4175839784,-33331.0364738657,-33787.9693923481,-33879.2410581062,-32416.6269659652
"137",-37371.3580024522,-36853.6332707358,-36448.2369041564,-37235.6545448887,-37432.1557448691,-37917.7660771272,-37018.516663999,-37433.1373108395,-37630.3355182441,-36468.5559385457,-37163.3780395018
