"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"59",17432.3227825735,17898.610353454,17647.7129766742,16338.4894799858,16495.6975412027,16235.6568027338,15913.0664179247,15088.7995284062,15177.2889451545,15575.6361147658,15624.3418820091
"60",18105.4918544391,17014.9243661892,16179.2799346092,16195.5175654545,15912.6162469707,16381.7434648843,16210.3465020285,15763.5018360263,16343.5252463195,16731.4242538447,17055.7862371597
"61",18488.7093320793,18207.4629995345,17950.1089548826,17947.9139648626,18091.5296886769,17664.4304758976,17367.3444586928,17442.109343739,17002.3166898282,16622.111153985,17000.5702250266
"62",24266.9943893955,23345.4188577942,24406.8879332979,23723.2919522292,24528.8579915385,24139.2116797972,22578.0081286411,22366.9224735865,23113.579473022,23671.6574888266,22593.5590115409
"63",15954.2949606525,16102.2237517282,15181.7611521041,15514.7773764973,14587.054583025,15380.5171924737,15703.4780073864,15187.5286128165,15216.124087444,15663.6438536451,15443.9648314103
"64",16675.7232030484,16561.5474222851,17403.1227549243,17188.5175645586,15435.1233750211,15859.7733098182,16314.7059784961,15779.7904010763,15732.7390560178,16865.2651585537,17560.2806933783
"65",17843.7826461125,18257.1008588643,18409.3479033085,16753.0299137309,15516.366461282,15271.0359952731,15064.8530294388,15972.413592992,16170.0925438175,17000.6758602874,17545.8406329456
"66",19166.2263756953,18303.7559245137,17700.2712391231,17592.7913522113,18180.9401189569,17798.5274562392,19153.8474350964,18830.1746249001,17969.1846757168,18045.7603913101,18632.7067845371
"67",23848.9012983981,21930.1049750312,22023.1979531823,20880.256265563,19014.5361914366,17960.4280200907,16726.9549303587,16253.67512225,16349.2294039505,16790.6343138977,17863.7005343272
"68",22414.7534642843,21209.2458136138,21993.9542240344,20969.1111235685,18151.060905656,16964.2967290931,18649.2126905746,19792.7857554819,21291.5617372177,22187.0403783904,22432.5109810489
"69",16898.4778874683,14746.1254701725,13422.9008280738,12799.3727219969,13408.1050562773,14315.8196497349,15087.1370463919,15500.9403832068,15117.7776308589,15751.9783809968,16484.3133636369
"70",13428.7551994965,13296.1597493764,12946.9051191425,13808.580552579,14026.2804462369,14178.7667074341,14457.255638775,13903.9426301457,14189.9530948635,15420.0428532937,17790.4422029153
"71",16565.1113467816,16557.6321965552,16438.6848799202,16787.7183206449,16920.4081639862,16533.0830992309,17229.4095341214,16296.4274741526,15831.6675686333,15580.0336963119,16134.9182262817
"72",20692.3422335967,20731.7139844047,19579.9066343253,19667.9193543949,19303.4382266511,18803.3477311598,19054.4736235725,18929.8790535535,18730.9290859362,19081.485278643,19894.6772635842
"73",22394.9382728654,21969.3884804908,21489.0755780645,21514.3085109079,21922.2818847094,21101.8888556754,20873.4578393699,20384.6083743954,20811.0229918211,20620.6453124135,20421.1764089034
"74",26532.2365047976,25833.2446531456,26156.700252793,26862.1175374474,27760.9503840018,26918.2068884062,27440.9284891877,25474.4564421252,26097.2665285374,26016.993160954,26208.3153554053
"75",24703.979415001,24402.7025074363,24478.135161306,25015.0382194461,25375.9689991919,25238.7831428507,25367.8672476889,24676.0343079214,24436.1680269431,23296.3854069817,22803.472959629
"76",22585.1104921991,21819.170398636,20603.4006668148,20783.5217795853,21627.091498461,21220.9779815625,18736.7832039874,19484.1832037229,20881.0212122012,20285.0164596549,19975.2370222209
"77",18373.2798478186,18077.6381639351,17827.4588890028,15615.5567314087,15841.4677488646,16805.8311081335,17744.8155429032,19376.5794699531,19966.8922122014,19343.3295233002,18368.6583653972
"78",16810.5032043094,17436.5456164736,17654.2857577175,17663.5932756309,17894.4294644563,17438.7638251067,17078.4729448028,17000.8792094906,16715.5243998446,16589.9269098466,17515.4537343077
"79",15964.3577743761,16288.1020444829,16416.4921616907,16887.2473667878,16155.4195980517,16374.9325140602,16246.8622455683,16572.5251853965,17133.977594052,16530.9726196954,16763.1999906283
"80",21972.6796655923,20960.0880369189,20068.4735166669,16753.2817112053,15831.0360959469,14778.9723584866,15014.252799623,15919.3440525212,15644.9035143429,15657.7847754405,16425.8280419757
"81",18134.272835922,16725.1139679023,15589.8597962485,15722.8879358812,16565.8993398917,16697.8614867651,17616.4719716064,18244.4321400964,18568.2787913221,18819.0322893128,20804.3225380865
"82",15151.9311952923,13558.7653513615,12677.9142463215,13401.7442568938,12907.32963508,12280.2321882195,12523.7174191415,13106.7867770709,13679.6706295981,14113.5262030806,13539.8299361756
"83",19567.9587206517,19303.7273939703,18983.5548681863,20272.1327756713,18735.2157611331,18005.4210577736,17079.3969245569,17202.4228022363,16901.9205417268,16834.2780759348,17504.7562259886
"84",18720.2355535351,19783.9838914684,19879.0746546537,19330.614647545,18320.9976376045,17293.4081784755,17624.0932424008,17623.5909663347,17433.3685746032,17220.8197142716,17385.9624924831
"85",23025.1754744576,23368.0091468643,24147.4342490784,23768.3157664011,22045.847918515,22354.8783640661,22882.761508877,22791.4930594979,23159.1368539414,22839.6695326536,22728.4353144829
"86",28624.9712050115,28409.8715547363,28830.1337188076,28979.4548008468,27634.0310547645,27872.6161285176,27749.9937060645,26666.1003663347,27114.2494187084,26754.6026008873,25461.1492865893
"87",22235.798199316,22228.6639581737,21349.0569951016,21784.9676203224,21242.8641697046,22470.9059657025,22593.7016997287,21910.3707426495,20867.5725047133,21187.6016022611,21832.1312979572
"88",23329.1242399509,24015.3167484945,23861.4766552926,22890.0606271752,23028.2647684357,24608.396791944,24342.8514970695,24908.4374370519,25660.079995617,24401.809423654,25583.2030652414
"89",22194.4679314081,22737.241324315,23464.0107771041,21931.3800522773,21788.1540192197,22396.9165178845,21659.2789221489,21419.1640419786,21973.92764182,20751.8727812889,20577.5378388971
"90",18206.4428510007,18260.0089043947,18722.5490608314,20225.4281922637,21554.9666929965,23350.4448086984,23747.6165550561,24633.6027080616,25583.117576974,23647.7269758459,20794.7957481286
"91",15554.0359649915,16298.4096853293,16588.9496705311,17885.2562915406,20085.2145950821,20324.0779107357,19271.5996258761,19552.6365398403,18706.9721919154,17279.787722816,16179.9119439199
"92",21182.9748738353,21945.2881255158,21298.3798461806,19736.3633294412,19744.1205084109,21641.9203105394,25896.545442067,29168.5376622106,30061.1730562088,28786.8954299405,26574.0455719352
"93",19009.8344735152,19583.383818351,19919.8005534148,20699.3665939941,21962.9991568527,20971.6048506679,22133.7387996659,20776.7252362739,19303.950924629,18256.0318591663,17516.040281012
"94",17249.1061734823,17758.8373075491,17056.5116444325,17300.2105130998,16477.7154024808,16068.9340682263,17331.1799453041,18301.754551108,18744.844559587,18472.2076948408,18193.1755500577
"95",18994.4686828956,19751.2862300976,18829.0903079952,20055.2066041817,20571.4704288214,18791.2760845313,18240.2920885879,19744.2623597008,20250.5274311073,20043.160655762,19117.5899641242
"96",21286.9948192678,22074.6779172225,20993.4472279572,21125.803023027,23297.3955112378,24227.016261744,21080.1971646845,21522.5253782982,21871.0157693447,21032.9529811045,20110.6700293858
"97",25877.3957150395,24398.1873522752,25276.2982432195,23627.7326296217,22420.7244196536,22125.8856272251,21415.9112470725,21533.7015274396,23745.2566357958,22736.8530436402,22305.1151792613
"98",28251.3791340781,28207.9811673038,25442.5692909386,24588.3886655129,25568.473130091,24649.8158877084,24185.0212655197,24881.6802485603,26812.3543676209,24780.2977085239,24482.4228657532
"99",25434.1702249874,23416.7505363026,22233.1793400354,22576.9389841432,23796.7617790913,23134.7186456468,22604.3669799122,22724.6483757171,22674.0729374562,22483.6307249917,22799.8817465358
"100",23825.5142040797,22723.7668188501,21630.8943058182,22210.6457671031,21357.1542263332,22513.0390113276,22318.3345508182,22449.3632041707,22760.5854007642,22013.5717923413,22334.7337760474
"101",18523.6523309009,19752.4579673783,20595.4293148596,18932.4306587244,19282.7389548825,19787.9857638986,18896.5958553861,18530.0875975544,19229.7031369068,20353.5990435729,19530.0128449941
"102",21498.6160409882,19790.0673989994,18957.4486845016,18311.3511660202,19595.9119093141,21994.4050666317,21226.8970811825,20598.9160492125,20869.3490503503,19581.5895325277,19703.9935727955
"103",19058.3588924311,19856.2789548071,20423.3777524276,21749.2475650153,22558.1720542899,21821.4921063091,20599.0599689331,21434.3522407043,20335.7310652069,20437.5484898333,21093.7043589855
"104",22398.8553392862,21157.0606845712,20930.1225204557,20617.7413413635,19218.0337208607,17746.3864613496,17954.774806802,17023.7278974265,17788.6927077214,19994.0151170005,21235.8479126503
"105",14132.1404078324,15153.3866241849,14815.6231858622,14488.2739765162,14544.3704943032,14352.9028863895,14208.5993305098,15397.3093271722,16210.7143605368,15361.3582038497,13922.4297701679
"106",14932.337288598,14120.5296029471,13540.5274006555,13663.4559335425,14239.5491125466,14922.1391707599,15358.6520319034,15629.9712896297,16593.8401789555,16253.4062181072,16616.1551920842
"107",18516.7228719617,17161.0086319693,15812.0693497823,15477.1625892524,14774.4788125123,14500.3389440523,14759.1280904422,14276.7200644502,14939.5113219716,14615.0805797509,15181.9176918235
"108",22880.4014417905,22768.5988204915,20884.4456180915,21212.1212998055,21133.260531647,21112.3475810368,21487.9005509365,21356.0765837027,21118.0391914765,20140.3023742543,20093.0091823977
"109",30232.7608660358,28498.0746253998,27891.3299060972,28265.8252468058,29217.8122616333,28430.1906550219,29392.8831586103,27025.7260836293,26135.1517587113,25518.3282401134,25733.1149772182
"110",22633.2775459687,21707.7724202,21352.7984578484,20610.232689195,20798.7781866018,21788.683830117,22349.033598301,22994.2797921838,22812.6829260884,23213.4862905511,22502.5487745021
"111",24003.0403868215,24316.1054122609,24484.2016448726,25368.5039093742,24089.126664565,24912.3187271948,25230.018334037,25452.5718777365,23639.0530401682,23145.7052986978,23793.5977114066
"112",21551.6732997383,21518.3052060016,22468.3459518451,21584.1933402738,21744.0862621251,22137.7235229684,20393.1280226475,19806.4475057444,19287.1393432821,19784.9071989111,19329.4816464018
"113",25002.8915101289,22929.776306686,19762.2888937034,18211.3272913999,18076.3719146414,18179.1868102722,18247.8405701269,19854.16569694,19520.4695190062,19952.7191462828,19930.3629176974
"114",21436.887749633,22108.5685633281,21772.0475359292,20766.0824634463,19523.0433434594,19714.9535897192,19399.5242669846,19042.0798237404,18877.2915369659,20151.4714676788,19806.486433251
"115",22035.0326685248,20295.0041774894,20061.236528904,19481.7299114138,18934.3103478828,18943.8536478814,16927.3420315355,16843.0484035468,17061.0378762589,17061.2478049287,17149.9873295702
"116",15084.4261184677,15282.3900950365,14718.6131111104,15199.1661738094,15567.3406302795,15234.5503675114,14607.7052447825,13827.249455941,13361.0990465662,13136.6971979787,13639.9048964787
"117",14656.8123568514,15443.6218765021,15009.0507692141,14417.7930907961,13854.7028069567,13806.0825471922,13895.8113863406,14021.5592421977,14660.268956533,14886.2381789937,15002.0949528811
"118",11462.4197803467,11754.7179647692,12285.2437396227,12026.6973851301,11689.3425651247,11769.429219992,11758.9664486449,11432.4192932579,11651.2761597785,12270.2918412861,13022.7691711501
"119",15513.9549765056,15656.5468334053,14370.6314566776,14856.4159467748,14225.2284459469,14421.5244771808,14568.5968795008,14464.3481005263,14341.7566058083,14369.6396821882,14931.2833011963
"120",19324.8493812101,18988.1256830077,18514.8790842097,18469.0055769088,18132.5319659806,17728.6665284551,17320.0547655713,17466.5912452598,17528.4264521589,17150.0666968096,17404.723828187
"121",20709.9599802353,20323.2595875245,19377.0808233461,19303.6266202355,19417.2738424282,19218.0101918249,19819.2975658597,19239.7533346803,19044.2421318955,18794.6639482044,17936.6633276077
"122",21835.2821461683,21126.8236531268,21792.6994387757,21911.8805746453,21303.0026284512,21231.0387521519,20263.6828892304,20805.9489407181,20270.3016040532,20630.3782902857,19973.0190988543
"123",20746.2439942127,20746.1032857697,20926.1520558399,21378.3829219388,20111.0149713851,19445.913755435,19550.2619735801,19963.4377279905,19992.9151790862,20963.1857666236,20744.0398989387
"124",15962.4960684701,16288.0380750208,16086.6830245826,16195.8358030858,16519.1106985676,16973.3240283299,16416.6424798613,16304.6893048094,17283.1778346142,17759.3581118924,16904.1930071196
"125",22646.3258828427,22930.7590190044,22350.2308992705,19484.2031424792,19177.0967349372,19289.2579432773,19323.8832476982,19904.1194782357,20187.339334122,20395.6056518397,19877.677661602
"126",18618.5952991178,17407.3259069934,16450.5556583236,17362.244403658,18596.7417270033,19000.3668970089,19358.6566548588,19171.355309004,20762.4560961644,22302.07052637,21879.030584383
"127",17957.778302376,17686.1124842527,17369.2378845687,16958.0113523543,16977.1539871639,17098.26908088,16287.23782698,15546.8947313681,15992.8528306895,16544.2650232362,17973.9961109214
"128",14276.1380149413,14804.1521332336,15327.3577796159,14646.2300489562,14456.7666823307,15023.4795462592,14892.4013906945,15009.9564614988,14847.4483197323,16202.0095609576,16449.5098084319
"129",18100.815109389,18598.7837497423,19676.3582495104,19800.2428640215,21122.1597807841,21745.0561326546,22172.9442524964,20700.0247343786,19639.8450242678,19089.076850272,19007.7723898
"130",15011.1069283801,14007.0674569554,13575.1455409918,12947.4140091706,12197.2738048883,12621.1191754539,13082.0712088336,13045.690348307,13485.7035917579,14152.8686183296,13916.0604635624
"131",17542.8960033282,15720.5546744814,14649.7124461735,14644.6591324304,15396.2195999545,15179.8960983679,16145.5276318934,16798.1408401233,16092.4639180923,15291.6986256982,15033.1226769203
"132",17590.4673874093,17505.920351506,17888.1040685042,19664.6095371873,18082.5457502038,17415.2316076097,17748.4834793782,19247.7963328928,17643.8345085821,16574.964415667,16444.807620137
"133",18327.3739535644,18330.3164708903,18455.8566928315,19145.5927366436,19029.934226397,18493.7085041558,19428.4763393893,20073.8106819002,19395.6092616557,18291.0287697679,18099.6087280601
"134",22596.358844753,23080.7994342613,22966.8199750829,23504.841089276,23132.1164884539,22528.2077532791,22849.3887423673,23515.1366381424,24798.333331467,23305.4163863046,22750.7907090453
"135",25211.4203428909,23989.9208248505,23578.6699067583,22036.9218320561,21463.8507325038,22479.6315341021,21111.9634954889,21678.9781508989,21744.6338308005,20850.7166505009,19823.6589169251
"136",18656.0366552871,17566.5196909188,17761.1579446,17823.3427073939,18398.066518224,19097.8245763141,19359.9819230527,18859.9403606905,18534.9277450051,18196.2966449503,18559.6690122265
"137",17342.4467043693,17725.9454547954,18248.8444009168,17886.7387059327,17970.08071637,18095.7725921395,17578.7478267073,16673.3359810704,16647.4040292177,16997.6360269466,16683.4351381945
"138",21478.7554351305,19904.8501236542,20019.9428026801,19555.4802610004,20019.1413794972,20652.0312131238,20686.9727434549,21471.9461646616,22168.9871094632,22333.5829052232,23990.9514007506
"139",21245.5447070576,19957.0298958454,19000.7635905596,18630.1783870318,19174.3690083723,18759.2644508591,18180.4130687342,17983.7605109343,17809.9955796626,18907.3378882781,20459.7153036724
"140",20836.1283961035,19506.0692183084,19153.4237326737,18728.8422472548,19798.8449634891,20378.7664207591,19980.3733892162,19141.7088590048,19994.6122059632,19553.4778286528,20252.363019703
"141",15490.6843283428,15712.207994944,16266.5349165763,17255.1829265657,16093.2189193741,15976.2795964788,15504.7890581861,16014.0842904545,17315.5179500932,17232.6737294372,17002.4767445586
"142",16579.5778479121,15589.5931965245,15170.4142166473,13030.034607502,12777.8653487806,12781.9202759764,11855.6178933019,13016.4100063049,13103.3268298944,13543.5908749414,14131.6326626133
"143",14445.880551548,14474.4460584509,13665.1534106681,14117.7972776936,14429.5743055211,14186.6275945163,13989.223139889,14471.2733515506,14267.1255247937,13993.2621604094,14601.7688343672
"144",18030.2917758586,17990.024064083,17818.8367727802,18766.7447921995,18893.4157768335,19744.3074505664,17485.644261534,17043.4880170891,16954.6443243467,17041.7245544623,17556.7803150375
"145",20685.7302422705,19780.9320799739,19480.6995379771,18557.3152940466,19094.5063868466,19644.6637952721,19597.6654227599,19218.8662949316,19760.2043577279,18963.0167475088,19064.8040527208
"146",28153.4930648081,29172.7543130998,26967.4141382286,28493.2669390744,29760.8102264072,32745.3555072394,32949.0604584894,31604.2969905764,30153.1915442968,27427.3030630745,25695.2635304232
"147",22024.4041072658,21286.0850492977,21572.3866345068,21716.313623752,20378.6078139803,19880.3238311677,20111.1946342227,20038.9102517885,19607.3603831846,19795.4970559138,20233.0377698007
"148",20484.944170108,19678.0298264682,19100.6498675977,19597.166777511,18065.0459179027,17987.1579822305,17991.3082669306,17987.7679440416,18359.9170245066,18553.8508587593,19120.3030971067
"149",18272.9294096069,18425.0807406892,18939.5115698942,19787.7201721817,20470.3974735551,19645.5941307107,18816.5816394235,18429.9336195379,18077.8640088837,18120.9139822036,19255.4924397786
"150",19886.4852851103,20994.6695558442,20041.2512974586,18292.5026446339,17404.7785852088,17223.8142291487,17432.4454762928,17828.3029276601,17909.4954052102,17542.6025637363,18296.895701826
"151",18713.8952667574,19543.1926331205,18016.0178742199,19001.7047120809,18446.1721093606,19021.3573165411,18888.5630732757,16899.5945653378,16826.4115161146,16916.7039583877,17084.2446226237
"152",15145.1258841223,15603.0127868158,15497.5007082172,15521.9271539196,16269.6807172121,16011.7349724265,15750.4498382512,14322.2360440275,15058.8062107117,15103.7639348394,14883.7022450473
"153",12843.5542977903,13393.5499760339,13457.1086869334,13641.3079227508,13150.22688849,12565.7811144949,12255.0507237897,12338.5254383481,13850.4786449658,14605.6577535763,15260.7030043727
"154",16013.1652026241,14774.016784872,14252.2945930823,13333.5679841564,13137.7032085542,12851.7140536024,13543.1946618387,13705.0438206213,13058.2322128605,13296.7990588192,13228.2143335725
