"","V1","V2"
"5219",42.5,-73.0366492146597
"5220",43.75,-73.0366492146597
"5221",45,-73.0366492146597
"5222",46.25,-73.0366492146597
"5223",47.5,-73.0366492146597
"5224",48.75,-73.0366492146597
"5225",50,-73.0366492146597
"5226",51.25,-73.0366492146597
"5227",52.5,-73.0366492146597
"5228",53.75,-73.0366492146597
"5229",55,-73.0366492146597
"5230",56.25,-73.0366492146597
"5231",57.5,-73.0366492146597
"5232",58.75,-73.0366492146597
"5233",60,-73.0366492146597
"5234",61.25,-73.0366492146597
"5235",62.5,-73.0366492146597
"5236",63.75,-73.0366492146597
"5237",65,-73.0366492146597
"5238",66.25,-73.0366492146597
"5239",67.5,-73.0366492146597
"5240",68.75,-73.0366492146597
"5241",70,-73.0366492146597
"5242",71.25,-73.0366492146597
"5243",72.5,-73.0366492146597
"5244",73.75,-73.0366492146597
"5245",75,-73.0366492146597
"5246",76.25,-73.0366492146597
"5247",77.5,-73.0366492146597
"5248",78.75,-73.0366492146597
"5249",80,-73.0366492146597
"5250",81.25,-73.0366492146597
"5251",82.5,-73.0366492146597
"5252",83.75,-73.0366492146597
"5253",85,-73.0366492146597
"5254",86.25,-73.0366492146597
"5255",87.5,-73.0366492146597
"5256",88.75,-73.0366492146597
"5257",90,-73.0366492146597
"5258",91.25,-73.0366492146597
"5259",92.5,-73.0366492146597
"5260",93.75,-73.0366492146597
"5261",95,-73.0366492146597
"5262",96.25,-73.0366492146597
"5263",97.5,-73.0366492146597
"5264",98.75,-73.0366492146597
"5265",100,-73.0366492146597
"5266",101.25,-73.0366492146597
"5267",102.5,-73.0366492146597
"5268",103.75,-73.0366492146597
"5269",105,-73.0366492146597
"5270",106.25,-73.0366492146597
"5271",107.5,-73.0366492146597
"5272",108.75,-73.0366492146597
"5273",110,-73.0366492146597
"5274",111.25,-73.0366492146597
"5275",112.5,-73.0366492146597
"5276",113.75,-73.0366492146597
"5277",115,-73.0366492146597
"5278",116.25,-73.0366492146597
"5279",117.5,-73.0366492146597
"5280",118.75,-73.0366492146597
"5281",120,-73.0366492146597
"5282",121.25,-73.0366492146597
"5283",122.5,-73.0366492146597
"5284",123.75,-73.0366492146597
"5285",125,-73.0366492146597
"5286",126.25,-73.0366492146597
"5287",127.5,-73.0366492146597
"5288",128.75,-73.0366492146597
"5289",130,-73.0366492146597
"5290",131.25,-73.0366492146597
"5291",132.5,-73.0366492146597
"5292",133.75,-73.0366492146597
"5293",135,-73.0366492146597
"5294",136.25,-73.0366492146597
"5295",137.5,-73.0366492146597
"5296",138.75,-73.0366492146597
"5297",140,-73.0366492146597
"5298",141.25,-73.0366492146597
"5299",142.5,-73.0366492146597
"5300",143.75,-73.0366492146597
"5301",145,-73.0366492146597
"5302",146.25,-73.0366492146597
"5303",147.5,-73.0366492146597
"5304",148.75,-73.0366492146597
"5305",150,-73.0366492146597
"5306",151.25,-73.0366492146597
"5307",152.5,-73.0366492146597
"5308",153.75,-73.0366492146597
"5309",155,-73.0366492146597
"5310",156.25,-73.0366492146597
"5311",157.5,-73.0366492146597
"5312",158.75,-73.0366492146597
"5313",160,-73.0366492146597
"5314",161.25,-73.0366492146597
"5315",162.5,-73.0366492146597
"5316",163.75,-73.0366492146597
"5317",165,-73.0366492146597
"5318",166.25,-73.0366492146597
"5319",167.5,-73.0366492146597
"5320",168.75,-73.0366492146597
"5321",170,-73.0366492146597
"5322",171.25,-73.0366492146597
"5323",172.5,-73.0366492146597
"5324",173.75,-73.0366492146597
"5325",175,-73.0366492146597
"5326",176.25,-73.0366492146597
"5327",177.5,-73.0366492146597
"5328",178.75,-73.0366492146597
"5329",180,-73.0366492146597
"5330",181.25,-73.0366492146597
"5331",182.5,-73.0366492146597
"5332",183.75,-73.0366492146597
"5333",185,-73.0366492146597
"5334",186.25,-73.0366492146597
"5335",187.5,-73.0366492146597
"5336",188.75,-73.0366492146597
"5337",190,-73.0366492146597
"5338",191.25,-73.0366492146597
"5339",192.5,-73.0366492146597
"5340",193.75,-73.0366492146597
"5341",195,-73.0366492146597
"5342",196.25,-73.0366492146597
"5343",197.5,-73.0366492146597
"5344",198.75,-73.0366492146597
"5345",200,-73.0366492146597
"5346",201.25,-73.0366492146597
"5347",202.5,-73.0366492146597
"5348",203.75,-73.0366492146597
"5349",205,-73.0366492146597
"5350",206.25,-73.0366492146597
"5351",207.5,-73.0366492146597
"5352",208.75,-73.0366492146597
"5353",210,-73.0366492146597
"5354",211.25,-73.0366492146597
"5355",212.5,-73.0366492146597
"5356",213.75,-73.0366492146597
"5357",215,-73.0366492146597
"5358",216.25,-73.0366492146597
"5359",217.5,-73.0366492146597
"5360",218.75,-73.0366492146597
"5361",220,-73.0366492146597
"5362",221.25,-73.0366492146597
"5363",222.5,-73.0366492146597
"5364",223.75,-73.0366492146597
"5365",225,-73.0366492146597
"5366",226.25,-73.0366492146597
"5367",227.5,-73.0366492146597
"5368",228.75,-73.0366492146597
"5369",230,-73.0366492146597
"5370",231.25,-73.0366492146597
"5371",232.5,-73.0366492146597
"5372",233.75,-73.0366492146597
"5373",235,-73.0366492146597
"5374",236.25,-73.0366492146597
"5375",237.5,-73.0366492146597
"5376",238.75,-73.0366492146597
"5377",240,-73.0366492146597
"5378",241.25,-73.0366492146597
"5379",242.5,-73.0366492146597
"5380",243.75,-73.0366492146597
"5381",245,-73.0366492146597
"5382",246.25,-73.0366492146597
"5383",247.5,-73.0366492146597
"5384",248.75,-73.0366492146597
"5385",250,-73.0366492146597
"5386",251.25,-73.0366492146597
"5387",252.5,-73.0366492146597
"5388",253.75,-73.0366492146597
"5389",255,-73.0366492146597
"5390",256.25,-73.0366492146597
"5391",257.5,-73.0366492146597
"5392",258.75,-73.0366492146597
"5393",260,-73.0366492146597
"5394",261.25,-73.0366492146597
"5395",262.5,-73.0366492146597
"5396",263.75,-73.0366492146597
"5397",265,-73.0366492146597
"5398",266.25,-73.0366492146597
"5399",267.5,-73.0366492146597
"5400",268.75,-73.0366492146597
"5401",270,-73.0366492146597
"5402",271.25,-73.0366492146597
"5403",272.5,-73.0366492146597
"5404",273.75,-73.0366492146597
"5405",275,-73.0366492146597
"5406",276.25,-73.0366492146597
"5407",277.5,-73.0366492146597
"5408",278.75,-73.0366492146597
"5409",280,-73.0366492146597
"5410",281.25,-73.0366492146597
"5411",282.5,-73.0366492146597
"5412",283.75,-73.0366492146597
"5413",285,-73.0366492146597
"5414",286.25,-73.0366492146597
"5415",287.5,-73.0366492146597
"5416",288.75,-73.0366492146597
"5417",290,-73.0366492146597
"5418",291.25,-73.0366492146597
"5419",292.5,-73.0366492146597
"5420",293.75,-73.0366492146597
"5421",295,-73.0366492146597
"5422",296.25,-73.0366492146597
"5423",297.5,-73.0366492146597
"5424",298.75,-73.0366492146597
"5425",300,-73.0366492146597
"5426",301.25,-73.0366492146597
"5427",302.5,-73.0366492146597
"5428",303.75,-73.0366492146597
"5429",305,-73.0366492146597
"5430",306.25,-73.0366492146597
"5431",307.5,-73.0366492146597
"5432",308.75,-73.0366492146597
"5433",310,-73.0366492146597
"5434",311.25,-73.0366492146597
"5435",312.5,-73.0366492146597
"5436",313.75,-73.0366492146597
"5437",315,-73.0366492146597
"5438",316.25,-73.0366492146597
"5439",317.5,-73.0366492146597
"5440",318.75,-73.0366492146597
"5441",320,-73.0366492146597
"5442",321.25,-73.0366492146597
"5443",322.5,-73.0366492146597
"5444",323.75,-73.0366492146597
"5445",325,-73.0366492146597
"5446",326.25,-73.0366492146597
"5447",327.5,-73.0366492146597
"5448",328.75,-73.0366492146597
"5449",330,-73.0366492146597
"5450",331.25,-73.0366492146597
"5451",332.5,-73.0366492146597
"5452",333.75,-73.0366492146597
"5453",335,-73.0366492146597
"5454",336.25,-73.0366492146597
"5455",337.5,-73.0366492146597
"5456",338.75,-73.0366492146597
"5457",340,-73.0366492146597
"5458",341.25,-73.0366492146597
"5459",342.5,-73.0366492146597
"5460",343.75,-73.0366492146597
"5461",345,-73.0366492146597
"5462",346.25,-73.0366492146597
"5463",347.5,-73.0366492146597
"5464",348.75,-73.0366492146597
"5465",350,-73.0366492146597
"5466",351.25,-73.0366492146597
"5467",352.5,-73.0366492146597
"5468",353.75,-73.0366492146597
"5469",355,-73.0366492146597
"5470",356.25,-73.0366492146597
"5471",357.5,-73.0366492146597
"5472",358.75,-73.0366492146597
"5473",0,-72.0942408376963
"5474",1.25,-72.0942408376963
"5475",2.5,-72.0942408376963
"5476",3.75,-72.0942408376963
"5477",5,-72.0942408376963
"5478",6.25,-72.0942408376963
"5479",7.5,-72.0942408376963
"5480",8.75,-72.0942408376963
"5481",10,-72.0942408376963
"5482",11.25,-72.0942408376963
"5483",12.5,-72.0942408376963
"5484",13.75,-72.0942408376963
"5485",15,-72.0942408376963
"5486",16.25,-72.0942408376963
"5487",17.5,-72.0942408376963
"5488",18.75,-72.0942408376963
"5489",20,-72.0942408376963
"5490",21.25,-72.0942408376963
"5491",22.5,-72.0942408376963
"5492",23.75,-72.0942408376963
"5493",25,-72.0942408376963
"5494",26.25,-72.0942408376963
"5495",27.5,-72.0942408376963
"5496",28.75,-72.0942408376963
"5497",30,-72.0942408376963
"5498",31.25,-72.0942408376963
"5499",32.5,-72.0942408376963
"5500",33.75,-72.0942408376963
"5501",35,-72.0942408376963
"5502",36.25,-72.0942408376963
"5503",37.5,-72.0942408376963
"5504",38.75,-72.0942408376963
"5505",40,-72.0942408376963
"5506",41.25,-72.0942408376963
"5507",42.5,-72.0942408376963
"5508",43.75,-72.0942408376963
"5509",45,-72.0942408376963
"5510",46.25,-72.0942408376963
"5511",47.5,-72.0942408376963
"5512",48.75,-72.0942408376963
"5513",50,-72.0942408376963
"5514",51.25,-72.0942408376963
"5515",52.5,-72.0942408376963
"5516",53.75,-72.0942408376963
"5517",55,-72.0942408376963
"5518",56.25,-72.0942408376963
"5519",57.5,-72.0942408376963
"5520",58.75,-72.0942408376963
"5521",60,-72.0942408376963
"5522",61.25,-72.0942408376963
"5523",62.5,-72.0942408376963
"5524",63.75,-72.0942408376963
"5525",65,-72.0942408376963
"5526",66.25,-72.0942408376963
"5527",67.5,-72.0942408376963
"5528",68.75,-72.0942408376963
"5529",70,-72.0942408376963
"5530",71.25,-72.0942408376963
"5531",72.5,-72.0942408376963
"5532",73.75,-72.0942408376963
"5533",75,-72.0942408376963
"5534",76.25,-72.0942408376963
"5535",77.5,-72.0942408376963
"5536",78.75,-72.0942408376963
"5537",80,-72.0942408376963
"5538",81.25,-72.0942408376963
"5539",82.5,-72.0942408376963
"5540",83.75,-72.0942408376963
"5541",85,-72.0942408376963
"5542",86.25,-72.0942408376963
"5543",87.5,-72.0942408376963
"5544",88.75,-72.0942408376963
"5545",90,-72.0942408376963
"5546",91.25,-72.0942408376963
"5547",92.5,-72.0942408376963
"5548",93.75,-72.0942408376963
"5549",95,-72.0942408376963
"5550",96.25,-72.0942408376963
"5551",97.5,-72.0942408376963
"5552",98.75,-72.0942408376963
"5553",100,-72.0942408376963
"5554",101.25,-72.0942408376963
"5555",102.5,-72.0942408376963
"5556",103.75,-72.0942408376963
"5557",105,-72.0942408376963
"5558",106.25,-72.0942408376963
"5559",107.5,-72.0942408376963
"5560",108.75,-72.0942408376963
"5561",110,-72.0942408376963
"5562",111.25,-72.0942408376963
"5563",112.5,-72.0942408376963
"5564",113.75,-72.0942408376963
"5565",115,-72.0942408376963
"5566",116.25,-72.0942408376963
"5567",117.5,-72.0942408376963
"5568",118.75,-72.0942408376963
"5569",120,-72.0942408376963
"5570",121.25,-72.0942408376963
"5571",122.5,-72.0942408376963
"5572",123.75,-72.0942408376963
"5573",125,-72.0942408376963
"5574",126.25,-72.0942408376963
"5575",127.5,-72.0942408376963
"5576",128.75,-72.0942408376963
"5577",130,-72.0942408376963
"5578",131.25,-72.0942408376963
"5579",132.5,-72.0942408376963
"5580",133.75,-72.0942408376963
"5581",135,-72.0942408376963
"5582",136.25,-72.0942408376963
"5583",137.5,-72.0942408376963
"5584",138.75,-72.0942408376963
"5585",140,-72.0942408376963
"5586",141.25,-72.0942408376963
"5587",142.5,-72.0942408376963
"5588",143.75,-72.0942408376963
"5589",145,-72.0942408376963
"5590",146.25,-72.0942408376963
"5591",147.5,-72.0942408376963
"5592",148.75,-72.0942408376963
"5593",150,-72.0942408376963
"5594",151.25,-72.0942408376963
"5595",152.5,-72.0942408376963
"5596",153.75,-72.0942408376963
"5597",155,-72.0942408376963
"5598",156.25,-72.0942408376963
"5599",157.5,-72.0942408376963
"5600",158.75,-72.0942408376963
"5601",160,-72.0942408376963
"5602",161.25,-72.0942408376963
"5603",162.5,-72.0942408376963
"5604",163.75,-72.0942408376963
"5605",165,-72.0942408376963
"5606",166.25,-72.0942408376963
"5607",167.5,-72.0942408376963
"5608",168.75,-72.0942408376963
"5609",170,-72.0942408376963
"5610",171.25,-72.0942408376963
"5611",172.5,-72.0942408376963
"5612",173.75,-72.0942408376963
"5613",175,-72.0942408376963
"5614",176.25,-72.0942408376963
"5615",177.5,-72.0942408376963
"5616",178.75,-72.0942408376963
"5617",180,-72.0942408376963
"5618",181.25,-72.0942408376963
"5619",182.5,-72.0942408376963
"5620",183.75,-72.0942408376963
"5621",185,-72.0942408376963
"5622",186.25,-72.0942408376963
"5623",187.5,-72.0942408376963
"5624",188.75,-72.0942408376963
"5625",190,-72.0942408376963
"5626",191.25,-72.0942408376963
"5627",192.5,-72.0942408376963
"5628",193.75,-72.0942408376963
"5629",195,-72.0942408376963
"5630",196.25,-72.0942408376963
"5631",197.5,-72.0942408376963
"5632",198.75,-72.0942408376963
"5633",200,-72.0942408376963
"5634",201.25,-72.0942408376963
"5635",202.5,-72.0942408376963
"5636",203.75,-72.0942408376963
"5637",205,-72.0942408376963
"5638",206.25,-72.0942408376963
"5639",207.5,-72.0942408376963
"5640",208.75,-72.0942408376963
"5641",210,-72.0942408376963
"5642",211.25,-72.0942408376963
"5643",212.5,-72.0942408376963
"5644",213.75,-72.0942408376963
"5645",215,-72.0942408376963
"5646",216.25,-72.0942408376963
"5647",217.5,-72.0942408376963
"5648",218.75,-72.0942408376963
"5649",220,-72.0942408376963
"5650",221.25,-72.0942408376963
"5651",222.5,-72.0942408376963
"5652",223.75,-72.0942408376963
"5653",225,-72.0942408376963
"5654",226.25,-72.0942408376963
"5655",227.5,-72.0942408376963
"5656",228.75,-72.0942408376963
"5657",230,-72.0942408376963
"5658",231.25,-72.0942408376963
"5659",232.5,-72.0942408376963
"5660",233.75,-72.0942408376963
"5661",235,-72.0942408376963
"5662",236.25,-72.0942408376963
"5663",237.5,-72.0942408376963
"5664",238.75,-72.0942408376963
"5665",240,-72.0942408376963
"5666",241.25,-72.0942408376963
"5667",242.5,-72.0942408376963
"5668",243.75,-72.0942408376963
"5669",245,-72.0942408376963
"5670",246.25,-72.0942408376963
"5671",247.5,-72.0942408376963
"5672",248.75,-72.0942408376963
"5673",250,-72.0942408376963
"5674",251.25,-72.0942408376963
"5675",252.5,-72.0942408376963
"5676",253.75,-72.0942408376963
"5677",255,-72.0942408376963
"5678",256.25,-72.0942408376963
"5679",257.5,-72.0942408376963
"5680",258.75,-72.0942408376963
"5681",260,-72.0942408376963
"5682",261.25,-72.0942408376963
"5683",262.5,-72.0942408376963
"5684",263.75,-72.0942408376963
"5685",265,-72.0942408376963
"5686",266.25,-72.0942408376963
"5687",267.5,-72.0942408376963
"5688",268.75,-72.0942408376963
"5689",270,-72.0942408376963
"5690",271.25,-72.0942408376963
"5691",272.5,-72.0942408376963
"5692",273.75,-72.0942408376963
"5693",275,-72.0942408376963
"5694",276.25,-72.0942408376963
"5695",277.5,-72.0942408376963
"5696",278.75,-72.0942408376963
"5697",280,-72.0942408376963
"5698",281.25,-72.0942408376963
"5699",282.5,-72.0942408376963
"5700",283.75,-72.0942408376963
"5701",285,-72.0942408376963
"5702",286.25,-72.0942408376963
"5703",287.5,-72.0942408376963
"5704",288.75,-72.0942408376963
"5705",290,-72.0942408376963
"5706",291.25,-72.0942408376963
"5707",292.5,-72.0942408376963
"5708",293.75,-72.0942408376963
"5709",295,-72.0942408376963
"5710",296.25,-72.0942408376963
"5711",297.5,-72.0942408376963
"5712",298.75,-72.0942408376963
"5713",300,-72.0942408376963
"5714",301.25,-72.0942408376963
"5715",302.5,-72.0942408376963
"5716",303.75,-72.0942408376963
"5717",305,-72.0942408376963
"5718",306.25,-72.0942408376963
"5719",307.5,-72.0942408376963
"5720",308.75,-72.0942408376963
"5721",310,-72.0942408376963
"5722",311.25,-72.0942408376963
"5723",312.5,-72.0942408376963
"5724",313.75,-72.0942408376963
"5725",315,-72.0942408376963
"5726",316.25,-72.0942408376963
"5727",317.5,-72.0942408376963
"5728",318.75,-72.0942408376963
"5729",320,-72.0942408376963
"5730",321.25,-72.0942408376963
"5731",322.5,-72.0942408376963
"5732",323.75,-72.0942408376963
"5733",325,-72.0942408376963
"5734",326.25,-72.0942408376963
"5735",327.5,-72.0942408376963
"5736",328.75,-72.0942408376963
"5737",330,-72.0942408376963
"5738",331.25,-72.0942408376963
"5739",332.5,-72.0942408376963
"5740",333.75,-72.0942408376963
"5741",335,-72.0942408376963
"5742",336.25,-72.0942408376963
"5743",337.5,-72.0942408376963
"5744",338.75,-72.0942408376963
"5745",340,-72.0942408376963
"5746",341.25,-72.0942408376963
"5747",342.5,-72.0942408376963
"5748",343.75,-72.0942408376963
"5749",345,-72.0942408376963
"5750",346.25,-72.0942408376963
"5751",347.5,-72.0942408376963
"5752",348.75,-72.0942408376963
"5753",350,-72.0942408376963
"5754",351.25,-72.0942408376963
"5755",352.5,-72.0942408376963
"5756",353.75,-72.0942408376963
"5757",355,-72.0942408376963
"5758",356.25,-72.0942408376963
"5759",357.5,-72.0942408376963
"5760",358.75,-72.0942408376963
"5761",0,-71.151832460733
"5762",1.25,-71.151832460733
"5763",2.5,-71.151832460733
"5764",3.75,-71.151832460733
"5765",5,-71.151832460733
"5766",6.25,-71.151832460733
"5767",7.5,-71.151832460733
"5768",8.75,-71.151832460733
"5769",10,-71.151832460733
"5770",11.25,-71.151832460733
"5771",12.5,-71.151832460733
"5772",13.75,-71.151832460733
"5773",15,-71.151832460733
"5774",16.25,-71.151832460733
"5775",17.5,-71.151832460733
"5776",18.75,-71.151832460733
"5777",20,-71.151832460733
"5778",21.25,-71.151832460733
"5779",22.5,-71.151832460733
"5780",23.75,-71.151832460733
"5781",25,-71.151832460733
"5782",26.25,-71.151832460733
"5783",27.5,-71.151832460733
"5784",28.75,-71.151832460733
"5785",30,-71.151832460733
"5786",31.25,-71.151832460733
"5787",32.5,-71.151832460733
"5788",33.75,-71.151832460733
"5789",35,-71.151832460733
"5790",36.25,-71.151832460733
"5791",37.5,-71.151832460733
"5792",38.75,-71.151832460733
"5793",40,-71.151832460733
"5794",41.25,-71.151832460733
"5795",42.5,-71.151832460733
"5796",43.75,-71.151832460733
"5797",45,-71.151832460733
"5798",46.25,-71.151832460733
"5799",47.5,-71.151832460733
"5800",48.75,-71.151832460733
"5801",50,-71.151832460733
"5802",51.25,-71.151832460733
"5803",52.5,-71.151832460733
"5804",53.75,-71.151832460733
"5805",55,-71.151832460733
"5806",56.25,-71.151832460733
"5807",57.5,-71.151832460733
"5808",58.75,-71.151832460733
"5809",60,-71.151832460733
"5810",61.25,-71.151832460733
"5811",62.5,-71.151832460733
"5812",63.75,-71.151832460733
"5813",65,-71.151832460733
"5814",66.25,-71.151832460733
"5815",67.5,-71.151832460733
"5816",68.75,-71.151832460733
"5817",70,-71.151832460733
"5818",71.25,-71.151832460733
"5819",72.5,-71.151832460733
"5820",73.75,-71.151832460733
"5821",75,-71.151832460733
"5822",76.25,-71.151832460733
"5823",77.5,-71.151832460733
"5824",78.75,-71.151832460733
"5825",80,-71.151832460733
"5826",81.25,-71.151832460733
"5827",82.5,-71.151832460733
"5828",83.75,-71.151832460733
"5829",85,-71.151832460733
"5830",86.25,-71.151832460733
"5831",87.5,-71.151832460733
"5832",88.75,-71.151832460733
"5833",90,-71.151832460733
"5834",91.25,-71.151832460733
"5835",92.5,-71.151832460733
"5836",93.75,-71.151832460733
"5837",95,-71.151832460733
"5838",96.25,-71.151832460733
"5839",97.5,-71.151832460733
"5840",98.75,-71.151832460733
"5841",100,-71.151832460733
"5842",101.25,-71.151832460733
"5843",102.5,-71.151832460733
"5844",103.75,-71.151832460733
"5845",105,-71.151832460733
"5846",106.25,-71.151832460733
"5847",107.5,-71.151832460733
"5848",108.75,-71.151832460733
"5849",110,-71.151832460733
"5850",111.25,-71.151832460733
"5851",112.5,-71.151832460733
"5852",113.75,-71.151832460733
"5853",115,-71.151832460733
"5854",116.25,-71.151832460733
"5855",117.5,-71.151832460733
"5856",118.75,-71.151832460733
"5857",120,-71.151832460733
"5858",121.25,-71.151832460733
"5859",122.5,-71.151832460733
"5860",123.75,-71.151832460733
"5861",125,-71.151832460733
"5862",126.25,-71.151832460733
"5863",127.5,-71.151832460733
"5864",128.75,-71.151832460733
"5865",130,-71.151832460733
"5866",131.25,-71.151832460733
"5867",132.5,-71.151832460733
"5868",133.75,-71.151832460733
"5869",135,-71.151832460733
"5870",136.25,-71.151832460733
"5871",137.5,-71.151832460733
"5872",138.75,-71.151832460733
"5873",140,-71.151832460733
"5874",141.25,-71.151832460733
"5875",142.5,-71.151832460733
"5876",143.75,-71.151832460733
"5877",145,-71.151832460733
"5878",146.25,-71.151832460733
"5879",147.5,-71.151832460733
"5880",148.75,-71.151832460733
"5881",150,-71.151832460733
"5882",151.25,-71.151832460733
"5883",152.5,-71.151832460733
"5884",153.75,-71.151832460733
"5885",155,-71.151832460733
"5886",156.25,-71.151832460733
"5887",157.5,-71.151832460733
"5888",158.75,-71.151832460733
"5889",160,-71.151832460733
"5890",161.25,-71.151832460733
"5891",162.5,-71.151832460733
"5892",163.75,-71.151832460733
"5893",165,-71.151832460733
"5894",166.25,-71.151832460733
"5895",167.5,-71.151832460733
"5896",168.75,-71.151832460733
"5897",170,-71.151832460733
"5898",171.25,-71.151832460733
"5899",172.5,-71.151832460733
"5900",173.75,-71.151832460733
"5901",175,-71.151832460733
"5902",176.25,-71.151832460733
"5903",177.5,-71.151832460733
"5904",178.75,-71.151832460733
"5905",180,-71.151832460733
"5906",181.25,-71.151832460733
"5907",182.5,-71.151832460733
"5908",183.75,-71.151832460733
"5909",185,-71.151832460733
"5910",186.25,-71.151832460733
"5911",187.5,-71.151832460733
"5912",188.75,-71.151832460733
"5913",190,-71.151832460733
"5914",191.25,-71.151832460733
"5915",192.5,-71.151832460733
"5916",193.75,-71.151832460733
"5917",195,-71.151832460733
"5918",196.25,-71.151832460733
"5919",197.5,-71.151832460733
"5920",198.75,-71.151832460733
"5921",200,-71.151832460733
"5922",201.25,-71.151832460733
"5923",202.5,-71.151832460733
"5924",203.75,-71.151832460733
"5925",205,-71.151832460733
"5926",206.25,-71.151832460733
"5927",207.5,-71.151832460733
"5928",208.75,-71.151832460733
"5929",210,-71.151832460733
"5930",211.25,-71.151832460733
"5931",212.5,-71.151832460733
"5932",213.75,-71.151832460733
"5933",215,-71.151832460733
"5934",216.25,-71.151832460733
"5935",217.5,-71.151832460733
"5936",218.75,-71.151832460733
"5937",220,-71.151832460733
"5938",221.25,-71.151832460733
"5939",222.5,-71.151832460733
"5940",223.75,-71.151832460733
"5941",225,-71.151832460733
"5942",226.25,-71.151832460733
"5943",227.5,-71.151832460733
"5944",228.75,-71.151832460733
"5945",230,-71.151832460733
"5946",231.25,-71.151832460733
"5947",232.5,-71.151832460733
"5948",233.75,-71.151832460733
"5949",235,-71.151832460733
"5950",236.25,-71.151832460733
"5951",237.5,-71.151832460733
"5952",238.75,-71.151832460733
"5953",240,-71.151832460733
"5954",241.25,-71.151832460733
"5955",242.5,-71.151832460733
"5956",243.75,-71.151832460733
"5957",245,-71.151832460733
"5958",246.25,-71.151832460733
"5959",247.5,-71.151832460733
"5960",248.75,-71.151832460733
"5961",250,-71.151832460733
"5962",251.25,-71.151832460733
"5963",252.5,-71.151832460733
"5964",253.75,-71.151832460733
"5965",255,-71.151832460733
"5966",256.25,-71.151832460733
"5967",257.5,-71.151832460733
"5968",258.75,-71.151832460733
"5969",260,-71.151832460733
"5970",261.25,-71.151832460733
"5971",262.5,-71.151832460733
"5972",263.75,-71.151832460733
"5973",265,-71.151832460733
"5974",266.25,-71.151832460733
"5975",267.5,-71.151832460733
"5976",268.75,-71.151832460733
"5977",270,-71.151832460733
"5978",271.25,-71.151832460733
"5979",272.5,-71.151832460733
"5980",273.75,-71.151832460733
"5981",275,-71.151832460733
"5982",276.25,-71.151832460733
"5983",277.5,-71.151832460733
"5984",278.75,-71.151832460733
"5985",280,-71.151832460733
"5986",281.25,-71.151832460733
"5987",282.5,-71.151832460733
"5988",283.75,-71.151832460733
"5989",285,-71.151832460733
"5990",286.25,-71.151832460733
"5991",287.5,-71.151832460733
"5992",288.75,-71.151832460733
"5993",290,-71.151832460733
"5994",291.25,-71.151832460733
"5995",292.5,-71.151832460733
"5996",293.75,-71.151832460733
"5997",295,-71.151832460733
"5998",296.25,-71.151832460733
"5999",297.5,-71.151832460733
"6000",298.75,-71.151832460733
"6001",300,-71.151832460733
"6002",301.25,-71.151832460733
"6003",302.5,-71.151832460733
"6004",303.75,-71.151832460733
"6005",305,-71.151832460733
"6006",306.25,-71.151832460733
"6007",307.5,-71.151832460733
"6008",308.75,-71.151832460733
"6009",310,-71.151832460733
"6010",311.25,-71.151832460733
"6011",312.5,-71.151832460733
"6012",313.75,-71.151832460733
"6013",315,-71.151832460733
"6014",316.25,-71.151832460733
"6015",317.5,-71.151832460733
"6016",318.75,-71.151832460733
"6017",320,-71.151832460733
"6018",321.25,-71.151832460733
"6019",322.5,-71.151832460733
"6020",323.75,-71.151832460733
"6021",325,-71.151832460733
"6022",326.25,-71.151832460733
"6023",327.5,-71.151832460733
"6024",328.75,-71.151832460733
"6025",330,-71.151832460733
"6026",331.25,-71.151832460733
"6027",332.5,-71.151832460733
"6028",333.75,-71.151832460733
"6029",335,-71.151832460733
"6030",336.25,-71.151832460733
"6031",337.5,-71.151832460733
"6032",338.75,-71.151832460733
"6033",340,-71.151832460733
"6034",341.25,-71.151832460733
"6035",342.5,-71.151832460733
"6036",343.75,-71.151832460733
"6037",345,-71.151832460733
"6038",346.25,-71.151832460733
"6039",347.5,-71.151832460733
"6040",348.75,-71.151832460733
"6041",350,-71.151832460733
"6042",351.25,-71.151832460733
"6043",352.5,-71.151832460733
"6044",353.75,-71.151832460733
"6045",355,-71.151832460733
"6046",356.25,-71.151832460733
"6047",357.5,-71.151832460733
"6048",358.75,-71.151832460733
"6049",0,-70.2094240837696
"6050",1.25,-70.2094240837696
"6051",2.5,-70.2094240837696
"6052",3.75,-70.2094240837696
"6053",5,-70.2094240837696
"6054",6.25,-70.2094240837696
"6055",7.5,-70.2094240837696
"6056",8.75,-70.2094240837696
"6057",10,-70.2094240837696
"6058",11.25,-70.2094240837696
"6059",12.5,-70.2094240837696
"6060",13.75,-70.2094240837696
"6061",15,-70.2094240837696
"6062",16.25,-70.2094240837696
"6063",17.5,-70.2094240837696
"6064",18.75,-70.2094240837696
"6065",20,-70.2094240837696
"6066",21.25,-70.2094240837696
"6067",22.5,-70.2094240837696
"6068",23.75,-70.2094240837696
"6069",25,-70.2094240837696
"6070",26.25,-70.2094240837696
"6071",27.5,-70.2094240837696
"6072",28.75,-70.2094240837696
"6073",30,-70.2094240837696
"6074",31.25,-70.2094240837696
"6075",32.5,-70.2094240837696
"6076",33.75,-70.2094240837696
"6077",35,-70.2094240837696
"6078",36.25,-70.2094240837696
"6079",37.5,-70.2094240837696
"6080",38.75,-70.2094240837696
"6081",40,-70.2094240837696
"6082",41.25,-70.2094240837696
"6083",42.5,-70.2094240837696
