"","V1","V2"
"1",0,-90
"2",1.25,-90
"3",2.5,-90
"4",3.75,-90
"5",5,-90
"6",6.25,-90
"7",7.5,-90
"8",8.75,-90
"9",10,-90
"10",11.25,-90
"11",12.5,-90
"12",13.75,-90
"13",15,-90
"14",16.25,-90
"15",17.5,-90
"16",18.75,-90
"17",20,-90
"18",21.25,-90
"19",22.5,-90
"20",23.75,-90
"21",25,-90
"22",26.25,-90
"23",27.5,-90
"24",28.75,-90
"25",30,-90
"26",31.25,-90
"27",32.5,-90
"28",33.75,-90
"29",35,-90
"30",36.25,-90
"31",37.5,-90
"32",38.75,-90
"33",40,-90
"34",41.25,-90
"35",42.5,-90
"36",43.75,-90
"37",45,-90
"38",46.25,-90
"39",47.5,-90
"40",48.75,-90
"41",50,-90
"42",51.25,-90
"43",52.5,-90
"44",53.75,-90
"45",55,-90
"46",56.25,-90
"47",57.5,-90
"48",58.75,-90
"49",60,-90
"50",61.25,-90
"51",62.5,-90
"52",63.75,-90
"53",65,-90
"54",66.25,-90
"55",67.5,-90
"56",68.75,-90
"57",70,-90
"58",71.25,-90
"59",72.5,-90
"60",73.75,-90
"61",75,-90
"62",76.25,-90
"63",77.5,-90
"64",78.75,-90
"65",80,-90
"66",81.25,-90
"67",82.5,-90
"68",83.75,-90
"69",85,-90
"70",86.25,-90
"71",87.5,-90
"72",88.75,-90
"73",90,-90
"74",91.25,-90
"75",92.5,-90
"76",93.75,-90
"77",95,-90
"78",96.25,-90
"79",97.5,-90
"80",98.75,-90
"81",100,-90
"82",101.25,-90
"83",102.5,-90
"84",103.75,-90
"85",105,-90
"86",106.25,-90
"87",107.5,-90
"88",108.75,-90
"89",110,-90
"90",111.25,-90
"91",112.5,-90
"92",113.75,-90
"93",115,-90
"94",116.25,-90
"95",117.5,-90
"96",118.75,-90
"97",120,-90
"98",121.25,-90
"99",122.5,-90
"100",123.75,-90
"101",125,-90
"102",126.25,-90
"103",127.5,-90
"104",128.75,-90
"105",130,-90
"106",131.25,-90
"107",132.5,-90
"108",133.75,-90
"109",135,-90
"110",136.25,-90
"111",137.5,-90
"112",138.75,-90
"113",140,-90
"114",141.25,-90
"115",142.5,-90
"116",143.75,-90
"117",145,-90
"118",146.25,-90
"119",147.5,-90
"120",148.75,-90
"121",150,-90
"122",151.25,-90
"123",152.5,-90
"124",153.75,-90
"125",155,-90
"126",156.25,-90
"127",157.5,-90
"128",158.75,-90
"129",160,-90
"130",161.25,-90
"131",162.5,-90
"132",163.75,-90
"133",165,-90
"134",166.25,-90
"135",167.5,-90
"136",168.75,-90
"137",170,-90
"138",171.25,-90
"139",172.5,-90
"140",173.75,-90
"141",175,-90
"142",176.25,-90
"143",177.5,-90
"144",178.75,-90
"145",180,-90
"146",181.25,-90
"147",182.5,-90
"148",183.75,-90
"149",185,-90
"150",186.25,-90
"151",187.5,-90
"152",188.75,-90
"153",190,-90
"154",191.25,-90
"155",192.5,-90
"156",193.75,-90
"157",195,-90
"158",196.25,-90
"159",197.5,-90
"160",198.75,-90
"161",200,-90
"162",201.25,-90
"163",202.5,-90
"164",203.75,-90
"165",205,-90
"166",206.25,-90
"167",207.5,-90
"168",208.75,-90
"169",210,-90
"170",211.25,-90
"171",212.5,-90
"172",213.75,-90
"173",215,-90
"174",216.25,-90
"175",217.5,-90
"176",218.75,-90
"177",220,-90
"178",221.25,-90
"179",222.5,-90
"180",223.75,-90
"181",225,-90
"182",226.25,-90
"183",227.5,-90
"184",228.75,-90
"185",230,-90
"186",231.25,-90
"187",232.5,-90
"188",233.75,-90
"189",235,-90
"190",236.25,-90
"191",237.5,-90
"192",238.75,-90
"193",240,-90
"194",241.25,-90
"195",242.5,-90
"196",243.75,-90
"197",245,-90
"198",246.25,-90
"199",247.5,-90
"200",248.75,-90
"201",250,-90
"202",251.25,-90
"203",252.5,-90
"204",253.75,-90
"205",255,-90
"206",256.25,-90
"207",257.5,-90
"208",258.75,-90
"209",260,-90
"210",261.25,-90
"211",262.5,-90
"212",263.75,-90
"213",265,-90
"214",266.25,-90
"215",267.5,-90
"216",268.75,-90
"217",270,-90
"218",271.25,-90
"219",272.5,-90
"220",273.75,-90
"221",275,-90
"222",276.25,-90
"223",277.5,-90
"224",278.75,-90
"225",280,-90
"226",281.25,-90
"227",282.5,-90
"228",283.75,-90
"229",285,-90
"230",286.25,-90
"231",287.5,-90
"232",288.75,-90
"233",290,-90
"234",291.25,-90
"235",292.5,-90
"236",293.75,-90
"237",295,-90
"238",296.25,-90
"239",297.5,-90
"240",298.75,-90
"241",300,-90
"242",301.25,-90
"243",302.5,-90
"244",303.75,-90
"245",305,-90
"246",306.25,-90
"247",307.5,-90
"248",308.75,-90
"249",310,-90
"250",311.25,-90
"251",312.5,-90
"252",313.75,-90
"253",315,-90
"254",316.25,-90
"255",317.5,-90
"256",318.75,-90
"257",320,-90
"258",321.25,-90
"259",322.5,-90
"260",323.75,-90
"261",325,-90
"262",326.25,-90
"263",327.5,-90
"264",328.75,-90
"265",330,-90
"266",331.25,-90
"267",332.5,-90
"268",333.75,-90
"269",335,-90
"270",336.25,-90
"271",337.5,-90
"272",338.75,-90
"273",340,-90
"274",341.25,-90
"275",342.5,-90
"276",343.75,-90
"277",345,-90
"278",346.25,-90
"279",347.5,-90
"280",348.75,-90
"281",350,-90
"282",351.25,-90
"283",352.5,-90
"284",353.75,-90
"285",355,-90
"286",356.25,-90
"287",357.5,-90
"288",358.75,-90
"289",0,-89.0575916230366
"290",1.25,-89.0575916230366
"291",2.5,-89.0575916230366
"292",3.75,-89.0575916230366
"293",5,-89.0575916230366
"294",6.25,-89.0575916230366
"295",7.5,-89.0575916230366
"296",8.75,-89.0575916230366
"297",10,-89.0575916230366
"298",11.25,-89.0575916230366
"299",12.5,-89.0575916230366
"300",13.75,-89.0575916230366
"301",15,-89.0575916230366
"302",16.25,-89.0575916230366
"303",17.5,-89.0575916230366
"304",18.75,-89.0575916230366
"305",20,-89.0575916230366
"306",21.25,-89.0575916230366
"307",22.5,-89.0575916230366
"308",23.75,-89.0575916230366
"309",25,-89.0575916230366
"310",26.25,-89.0575916230366
"311",27.5,-89.0575916230366
"312",28.75,-89.0575916230366
"313",30,-89.0575916230366
"314",31.25,-89.0575916230366
"315",32.5,-89.0575916230366
"316",33.75,-89.0575916230366
"317",35,-89.0575916230366
"318",36.25,-89.0575916230366
"319",37.5,-89.0575916230366
"320",38.75,-89.0575916230366
"321",40,-89.0575916230366
"322",41.25,-89.0575916230366
"323",42.5,-89.0575916230366
"324",43.75,-89.0575916230366
"325",45,-89.0575916230366
"326",46.25,-89.0575916230366
"327",47.5,-89.0575916230366
"328",48.75,-89.0575916230366
"329",50,-89.0575916230366
"330",51.25,-89.0575916230366
"331",52.5,-89.0575916230366
"332",53.75,-89.0575916230366
"333",55,-89.0575916230366
"334",56.25,-89.0575916230366
"335",57.5,-89.0575916230366
"336",58.75,-89.0575916230366
"337",60,-89.0575916230366
"338",61.25,-89.0575916230366
"339",62.5,-89.0575916230366
"340",63.75,-89.0575916230366
"341",65,-89.0575916230366
"342",66.25,-89.0575916230366
"343",67.5,-89.0575916230366
"344",68.75,-89.0575916230366
"345",70,-89.0575916230366
"346",71.25,-89.0575916230366
"347",72.5,-89.0575916230366
"348",73.75,-89.0575916230366
"349",75,-89.0575916230366
"350",76.25,-89.0575916230366
"351",77.5,-89.0575916230366
"352",78.75,-89.0575916230366
"353",80,-89.0575916230366
"354",81.25,-89.0575916230366
"355",82.5,-89.0575916230366
"356",83.75,-89.0575916230366
"357",85,-89.0575916230366
"358",86.25,-89.0575916230366
"359",87.5,-89.0575916230366
"360",88.75,-89.0575916230366
"361",90,-89.0575916230366
"362",91.25,-89.0575916230366
"363",92.5,-89.0575916230366
"364",93.75,-89.0575916230366
"365",95,-89.0575916230366
"366",96.25,-89.0575916230366
"367",97.5,-89.0575916230366
"368",98.75,-89.0575916230366
"369",100,-89.0575916230366
"370",101.25,-89.0575916230366
"371",102.5,-89.0575916230366
"372",103.75,-89.0575916230366
"373",105,-89.0575916230366
"374",106.25,-89.0575916230366
"375",107.5,-89.0575916230366
"376",108.75,-89.0575916230366
"377",110,-89.0575916230366
"378",111.25,-89.0575916230366
"379",112.5,-89.0575916230366
"380",113.75,-89.0575916230366
"381",115,-89.0575916230366
"382",116.25,-89.0575916230366
"383",117.5,-89.0575916230366
"384",118.75,-89.0575916230366
"385",120,-89.0575916230366
"386",121.25,-89.0575916230366
"387",122.5,-89.0575916230366
"388",123.75,-89.0575916230366
"389",125,-89.0575916230366
"390",126.25,-89.0575916230366
"391",127.5,-89.0575916230366
"392",128.75,-89.0575916230366
"393",130,-89.0575916230366
"394",131.25,-89.0575916230366
"395",132.5,-89.0575916230366
"396",133.75,-89.0575916230366
"397",135,-89.0575916230366
"398",136.25,-89.0575916230366
"399",137.5,-89.0575916230366
"400",138.75,-89.0575916230366
"401",140,-89.0575916230366
"402",141.25,-89.0575916230366
"403",142.5,-89.0575916230366
"404",143.75,-89.0575916230366
"405",145,-89.0575916230366
"406",146.25,-89.0575916230366
"407",147.5,-89.0575916230366
"408",148.75,-89.0575916230366
"409",150,-89.0575916230366
"410",151.25,-89.0575916230366
"411",152.5,-89.0575916230366
"412",153.75,-89.0575916230366
"413",155,-89.0575916230366
"414",156.25,-89.0575916230366
"415",157.5,-89.0575916230366
"416",158.75,-89.0575916230366
"417",160,-89.0575916230366
"418",161.25,-89.0575916230366
"419",162.5,-89.0575916230366
"420",163.75,-89.0575916230366
"421",165,-89.0575916230366
"422",166.25,-89.0575916230366
"423",167.5,-89.0575916230366
"424",168.75,-89.0575916230366
"425",170,-89.0575916230366
"426",171.25,-89.0575916230366
"427",172.5,-89.0575916230366
"428",173.75,-89.0575916230366
"429",175,-89.0575916230366
"430",176.25,-89.0575916230366
"431",177.5,-89.0575916230366
"432",178.75,-89.0575916230366
"433",180,-89.0575916230366
"434",181.25,-89.0575916230366
"435",182.5,-89.0575916230366
"436",183.75,-89.0575916230366
"437",185,-89.0575916230366
"438",186.25,-89.0575916230366
"439",187.5,-89.0575916230366
"440",188.75,-89.0575916230366
"441",190,-89.0575916230366
"442",191.25,-89.0575916230366
"443",192.5,-89.0575916230366
"444",193.75,-89.0575916230366
"445",195,-89.0575916230366
"446",196.25,-89.0575916230366
"447",197.5,-89.0575916230366
"448",198.75,-89.0575916230366
"449",200,-89.0575916230366
"450",201.25,-89.0575916230366
"451",202.5,-89.0575916230366
"452",203.75,-89.0575916230366
"453",205,-89.0575916230366
"454",206.25,-89.0575916230366
"455",207.5,-89.0575916230366
"456",208.75,-89.0575916230366
"457",210,-89.0575916230366
"458",211.25,-89.0575916230366
"459",212.5,-89.0575916230366
"460",213.75,-89.0575916230366
"461",215,-89.0575916230366
"462",216.25,-89.0575916230366
"463",217.5,-89.0575916230366
"464",218.75,-89.0575916230366
"465",220,-89.0575916230366
"466",221.25,-89.0575916230366
"467",222.5,-89.0575916230366
"468",223.75,-89.0575916230366
"469",225,-89.0575916230366
"470",226.25,-89.0575916230366
"471",227.5,-89.0575916230366
"472",228.75,-89.0575916230366
"473",230,-89.0575916230366
"474",231.25,-89.0575916230366
"475",232.5,-89.0575916230366
"476",233.75,-89.0575916230366
"477",235,-89.0575916230366
"478",236.25,-89.0575916230366
"479",237.5,-89.0575916230366
"480",238.75,-89.0575916230366
"481",240,-89.0575916230366
"482",241.25,-89.0575916230366
"483",242.5,-89.0575916230366
"484",243.75,-89.0575916230366
"485",245,-89.0575916230366
"486",246.25,-89.0575916230366
"487",247.5,-89.0575916230366
"488",248.75,-89.0575916230366
"489",250,-89.0575916230366
"490",251.25,-89.0575916230366
"491",252.5,-89.0575916230366
"492",253.75,-89.0575916230366
"493",255,-89.0575916230366
"494",256.25,-89.0575916230366
"495",257.5,-89.0575916230366
"496",258.75,-89.0575916230366
"497",260,-89.0575916230366
"498",261.25,-89.0575916230366
"499",262.5,-89.0575916230366
"500",263.75,-89.0575916230366
"501",265,-89.0575916230366
"502",266.25,-89.0575916230366
"503",267.5,-89.0575916230366
"504",268.75,-89.0575916230366
"505",270,-89.0575916230366
"506",271.25,-89.0575916230366
"507",272.5,-89.0575916230366
"508",273.75,-89.0575916230366
"509",275,-89.0575916230366
"510",276.25,-89.0575916230366
"511",277.5,-89.0575916230366
"512",278.75,-89.0575916230366
"513",280,-89.0575916230366
"514",281.25,-89.0575916230366
"515",282.5,-89.0575916230366
"516",283.75,-89.0575916230366
"517",285,-89.0575916230366
"518",286.25,-89.0575916230366
"519",287.5,-89.0575916230366
"520",288.75,-89.0575916230366
"521",290,-89.0575916230366
"522",291.25,-89.0575916230366
"523",292.5,-89.0575916230366
"524",293.75,-89.0575916230366
"525",295,-89.0575916230366
"526",296.25,-89.0575916230366
"527",297.5,-89.0575916230366
"528",298.75,-89.0575916230366
"529",300,-89.0575916230366
"530",301.25,-89.0575916230366
"531",302.5,-89.0575916230366
"532",303.75,-89.0575916230366
"533",305,-89.0575916230366
"534",306.25,-89.0575916230366
"535",307.5,-89.0575916230366
"536",308.75,-89.0575916230366
"537",310,-89.0575916230366
"538",311.25,-89.0575916230366
"539",312.5,-89.0575916230366
"540",313.75,-89.0575916230366
"541",315,-89.0575916230366
"542",316.25,-89.0575916230366
"543",317.5,-89.0575916230366
"544",318.75,-89.0575916230366
"545",320,-89.0575916230366
"546",321.25,-89.0575916230366
"547",322.5,-89.0575916230366
"548",323.75,-89.0575916230366
"549",325,-89.0575916230366
"550",326.25,-89.0575916230366
"551",327.5,-89.0575916230366
"552",328.75,-89.0575916230366
"553",330,-89.0575916230366
"554",331.25,-89.0575916230366
"555",332.5,-89.0575916230366
"556",333.75,-89.0575916230366
"557",335,-89.0575916230366
"558",336.25,-89.0575916230366
"559",337.5,-89.0575916230366
"560",338.75,-89.0575916230366
"561",340,-89.0575916230366
"562",341.25,-89.0575916230366
"563",342.5,-89.0575916230366
"564",343.75,-89.0575916230366
"565",345,-89.0575916230366
"566",346.25,-89.0575916230366
"567",347.5,-89.0575916230366
"568",348.75,-89.0575916230366
"569",350,-89.0575916230366
"570",351.25,-89.0575916230366
"571",352.5,-89.0575916230366
"572",353.75,-89.0575916230366
"573",355,-89.0575916230366
"574",356.25,-89.0575916230366
"575",357.5,-89.0575916230366
"576",358.75,-89.0575916230366
"577",0,-88.1151832460733
"578",1.25,-88.1151832460733
"579",2.5,-88.1151832460733
"580",3.75,-88.1151832460733
"581",5,-88.1151832460733
"582",6.25,-88.1151832460733
"583",7.5,-88.1151832460733
"584",8.75,-88.1151832460733
"585",10,-88.1151832460733
"586",11.25,-88.1151832460733
"587",12.5,-88.1151832460733
"588",13.75,-88.1151832460733
"589",15,-88.1151832460733
"590",16.25,-88.1151832460733
"591",17.5,-88.1151832460733
"592",18.75,-88.1151832460733
"593",20,-88.1151832460733
"594",21.25,-88.1151832460733
"595",22.5,-88.1151832460733
"596",23.75,-88.1151832460733
"597",25,-88.1151832460733
"598",26.25,-88.1151832460733
"599",27.5,-88.1151832460733
"600",28.75,-88.1151832460733
"601",30,-88.1151832460733
"602",31.25,-88.1151832460733
"603",32.5,-88.1151832460733
"604",33.75,-88.1151832460733
"605",35,-88.1151832460733
"606",36.25,-88.1151832460733
"607",37.5,-88.1151832460733
"608",38.75,-88.1151832460733
"609",40,-88.1151832460733
"610",41.25,-88.1151832460733
"611",42.5,-88.1151832460733
"612",43.75,-88.1151832460733
"613",45,-88.1151832460733
"614",46.25,-88.1151832460733
"615",47.5,-88.1151832460733
"616",48.75,-88.1151832460733
"617",50,-88.1151832460733
"618",51.25,-88.1151832460733
"619",52.5,-88.1151832460733
"620",53.75,-88.1151832460733
"621",55,-88.1151832460733
"622",56.25,-88.1151832460733
"623",57.5,-88.1151832460733
"624",58.75,-88.1151832460733
"625",60,-88.1151832460733
"626",61.25,-88.1151832460733
"627",62.5,-88.1151832460733
"628",63.75,-88.1151832460733
"629",65,-88.1151832460733
"630",66.25,-88.1151832460733
"631",67.5,-88.1151832460733
"632",68.75,-88.1151832460733
"633",70,-88.1151832460733
"634",71.25,-88.1151832460733
"635",72.5,-88.1151832460733
"636",73.75,-88.1151832460733
"637",75,-88.1151832460733
"638",76.25,-88.1151832460733
"639",77.5,-88.1151832460733
"640",78.75,-88.1151832460733
"641",80,-88.1151832460733
"642",81.25,-88.1151832460733
"643",82.5,-88.1151832460733
"644",83.75,-88.1151832460733
"645",85,-88.1151832460733
"646",86.25,-88.1151832460733
"647",87.5,-88.1151832460733
"648",88.75,-88.1151832460733
"649",90,-88.1151832460733
"650",91.25,-88.1151832460733
"651",92.5,-88.1151832460733
"652",93.75,-88.1151832460733
"653",95,-88.1151832460733
"654",96.25,-88.1151832460733
"655",97.5,-88.1151832460733
"656",98.75,-88.1151832460733
"657",100,-88.1151832460733
"658",101.25,-88.1151832460733
"659",102.5,-88.1151832460733
"660",103.75,-88.1151832460733
"661",105,-88.1151832460733
"662",106.25,-88.1151832460733
"663",107.5,-88.1151832460733
"664",108.75,-88.1151832460733
"665",110,-88.1151832460733
"666",111.25,-88.1151832460733
"667",112.5,-88.1151832460733
"668",113.75,-88.1151832460733
"669",115,-88.1151832460733
"670",116.25,-88.1151832460733
"671",117.5,-88.1151832460733
"672",118.75,-88.1151832460733
"673",120,-88.1151832460733
"674",121.25,-88.1151832460733
"675",122.5,-88.1151832460733
"676",123.75,-88.1151832460733
"677",125,-88.1151832460733
"678",126.25,-88.1151832460733
"679",127.5,-88.1151832460733
"680",128.75,-88.1151832460733
"681",130,-88.1151832460733
"682",131.25,-88.1151832460733
"683",132.5,-88.1151832460733
"684",133.75,-88.1151832460733
"685",135,-88.1151832460733
"686",136.25,-88.1151832460733
"687",137.5,-88.1151832460733
"688",138.75,-88.1151832460733
"689",140,-88.1151832460733
"690",141.25,-88.1151832460733
"691",142.5,-88.1151832460733
"692",143.75,-88.1151832460733
"693",145,-88.1151832460733
"694",146.25,-88.1151832460733
"695",147.5,-88.1151832460733
"696",148.75,-88.1151832460733
"697",150,-88.1151832460733
"698",151.25,-88.1151832460733
"699",152.5,-88.1151832460733
"700",153.75,-88.1151832460733
"701",155,-88.1151832460733
"702",156.25,-88.1151832460733
"703",157.5,-88.1151832460733
"704",158.75,-88.1151832460733
"705",160,-88.1151832460733
"706",161.25,-88.1151832460733
"707",162.5,-88.1151832460733
"708",163.75,-88.1151832460733
"709",165,-88.1151832460733
"710",166.25,-88.1151832460733
"711",167.5,-88.1151832460733
"712",168.75,-88.1151832460733
"713",170,-88.1151832460733
"714",171.25,-88.1151832460733
"715",172.5,-88.1151832460733
"716",173.75,-88.1151832460733
"717",175,-88.1151832460733
"718",176.25,-88.1151832460733
"719",177.5,-88.1151832460733
"720",178.75,-88.1151832460733
"721",180,-88.1151832460733
"722",181.25,-88.1151832460733
"723",182.5,-88.1151832460733
"724",183.75,-88.1151832460733
"725",185,-88.1151832460733
"726",186.25,-88.1151832460733
"727",187.5,-88.1151832460733
"728",188.75,-88.1151832460733
"729",190,-88.1151832460733
"730",191.25,-88.1151832460733
"731",192.5,-88.1151832460733
"732",193.75,-88.1151832460733
"733",195,-88.1151832460733
"734",196.25,-88.1151832460733
"735",197.5,-88.1151832460733
"736",198.75,-88.1151832460733
"737",200,-88.1151832460733
"738",201.25,-88.1151832460733
"739",202.5,-88.1151832460733
"740",203.75,-88.1151832460733
"741",205,-88.1151832460733
"742",206.25,-88.1151832460733
"743",207.5,-88.1151832460733
"744",208.75,-88.1151832460733
"745",210,-88.1151832460733
"746",211.25,-88.1151832460733
"747",212.5,-88.1151832460733
"748",213.75,-88.1151832460733
"749",215,-88.1151832460733
"750",216.25,-88.1151832460733
"751",217.5,-88.1151832460733
"752",218.75,-88.1151832460733
"753",220,-88.1151832460733
"754",221.25,-88.1151832460733
"755",222.5,-88.1151832460733
"756",223.75,-88.1151832460733
"757",225,-88.1151832460733
"758",226.25,-88.1151832460733
"759",227.5,-88.1151832460733
"760",228.75,-88.1151832460733
"761",230,-88.1151832460733
"762",231.25,-88.1151832460733
"763",232.5,-88.1151832460733
"764",233.75,-88.1151832460733
"765",235,-88.1151832460733
"766",236.25,-88.1151832460733
"767",237.5,-88.1151832460733
"768",238.75,-88.1151832460733
"769",240,-88.1151832460733
"770",241.25,-88.1151832460733
"771",242.5,-88.1151832460733
"772",243.75,-88.1151832460733
"773",245,-88.1151832460733
"774",246.25,-88.1151832460733
"775",247.5,-88.1151832460733
"776",248.75,-88.1151832460733
"777",250,-88.1151832460733
"778",251.25,-88.1151832460733
"779",252.5,-88.1151832460733
"780",253.75,-88.1151832460733
"781",255,-88.1151832460733
"782",256.25,-88.1151832460733
"783",257.5,-88.1151832460733
"784",258.75,-88.1151832460733
"785",260,-88.1151832460733
"786",261.25,-88.1151832460733
"787",262.5,-88.1151832460733
"788",263.75,-88.1151832460733
"789",265,-88.1151832460733
"790",266.25,-88.1151832460733
"791",267.5,-88.1151832460733
"792",268.75,-88.1151832460733
"793",270,-88.1151832460733
"794",271.25,-88.1151832460733
"795",272.5,-88.1151832460733
"796",273.75,-88.1151832460733
"797",275,-88.1151832460733
"798",276.25,-88.1151832460733
"799",277.5,-88.1151832460733
"800",278.75,-88.1151832460733
"801",280,-88.1151832460733
"802",281.25,-88.1151832460733
"803",282.5,-88.1151832460733
"804",283.75,-88.1151832460733
"805",285,-88.1151832460733
"806",286.25,-88.1151832460733
"807",287.5,-88.1151832460733
"808",288.75,-88.1151832460733
"809",290,-88.1151832460733
"810",291.25,-88.1151832460733
"811",292.5,-88.1151832460733
"812",293.75,-88.1151832460733
"813",295,-88.1151832460733
"814",296.25,-88.1151832460733
"815",297.5,-88.1151832460733
"816",298.75,-88.1151832460733
"817",300,-88.1151832460733
"818",301.25,-88.1151832460733
"819",302.5,-88.1151832460733
"820",303.75,-88.1151832460733
"821",305,-88.1151832460733
"822",306.25,-88.1151832460733
"823",307.5,-88.1151832460733
"824",308.75,-88.1151832460733
"825",310,-88.1151832460733
"826",311.25,-88.1151832460733
"827",312.5,-88.1151832460733
"828",313.75,-88.1151832460733
"829",315,-88.1151832460733
"830",316.25,-88.1151832460733
"831",317.5,-88.1151832460733
"832",318.75,-88.1151832460733
"833",320,-88.1151832460733
"834",321.25,-88.1151832460733
"835",322.5,-88.1151832460733
"836",323.75,-88.1151832460733
"837",325,-88.1151832460733
"838",326.25,-88.1151832460733
"839",327.5,-88.1151832460733
"840",328.75,-88.1151832460733
"841",330,-88.1151832460733
"842",331.25,-88.1151832460733
"843",332.5,-88.1151832460733
"844",333.75,-88.1151832460733
"845",335,-88.1151832460733
"846",336.25,-88.1151832460733
"847",337.5,-88.1151832460733
"848",338.75,-88.1151832460733
"849",340,-88.1151832460733
"850",341.25,-88.1151832460733
"851",342.5,-88.1151832460733
"852",343.75,-88.1151832460733
"853",345,-88.1151832460733
"854",346.25,-88.1151832460733
"855",347.5,-88.1151832460733
"856",348.75,-88.1151832460733
"857",350,-88.1151832460733
"858",351.25,-88.1151832460733
"859",352.5,-88.1151832460733
"860",353.75,-88.1151832460733
"861",355,-88.1151832460733
"862",356.25,-88.1151832460733
"863",357.5,-88.1151832460733
"864",358.75,-88.1151832460733
"865",0,-87.1727748691099
"866",1.25,-87.1727748691099
"867",2.5,-87.1727748691099
"868",3.75,-87.1727748691099
"869",5,-87.1727748691099
"870",6.25,-87.1727748691099
"871",7.5,-87.1727748691099
"872",8.75,-87.1727748691099
"873",10,-87.1727748691099
"874",11.25,-87.1727748691099
"875",12.5,-87.1727748691099
"876",13.75,-87.1727748691099
"877",15,-87.1727748691099
"878",16.25,-87.1727748691099
"879",17.5,-87.1727748691099
"880",18.75,-87.1727748691099
"881",20,-87.1727748691099
"882",21.25,-87.1727748691099
"883",22.5,-87.1727748691099
"884",23.75,-87.1727748691099
"885",25,-87.1727748691099
"886",26.25,-87.1727748691099
"887",27.5,-87.1727748691099
"888",28.75,-87.1727748691099
"889",30,-87.1727748691099
"890",31.25,-87.1727748691099
"891",32.5,-87.1727748691099
"892",33.75,-87.1727748691099
"893",35,-87.1727748691099
"894",36.25,-87.1727748691099
"895",37.5,-87.1727748691099
"896",38.75,-87.1727748691099
"897",40,-87.1727748691099
"898",41.25,-87.1727748691099
"899",42.5,-87.1727748691099
"900",43.75,-87.1727748691099
"901",45,-87.1727748691099
"902",46.25,-87.1727748691099
"903",47.5,-87.1727748691099
"904",48.75,-87.1727748691099
"905",50,-87.1727748691099
"906",51.25,-87.1727748691099
"907",52.5,-87.1727748691099
"908",53.75,-87.1727748691099
"909",55,-87.1727748691099
"910",56.25,-87.1727748691099
"911",57.5,-87.1727748691099
"912",58.75,-87.1727748691099
"913",60,-87.1727748691099
"914",61.25,-87.1727748691099
"915",62.5,-87.1727748691099
"916",63.75,-87.1727748691099
"917",65,-87.1727748691099
"918",66.25,-87.1727748691099
"919",67.5,-87.1727748691099
"920",68.75,-87.1727748691099
"921",70,-87.1727748691099
"922",71.25,-87.1727748691099
"923",72.5,-87.1727748691099
"924",73.75,-87.1727748691099
"925",75,-87.1727748691099
"926",76.25,-87.1727748691099
"927",77.5,-87.1727748691099
"928",78.75,-87.1727748691099
"929",80,-87.1727748691099
"930",81.25,-87.1727748691099
"931",82.5,-87.1727748691099
"932",83.75,-87.1727748691099
"933",85,-87.1727748691099
"934",86.25,-87.1727748691099
"935",87.5,-87.1727748691099
"936",88.75,-87.1727748691099
"937",90,-87.1727748691099
"938",91.25,-87.1727748691099
"939",92.5,-87.1727748691099
"940",93.75,-87.1727748691099
"941",95,-87.1727748691099
"942",96.25,-87.1727748691099
"943",97.5,-87.1727748691099
"944",98.75,-87.1727748691099
"945",100,-87.1727748691099
"946",101.25,-87.1727748691099
"947",102.5,-87.1727748691099
"948",103.75,-87.1727748691099
"949",105,-87.1727748691099
"950",106.25,-87.1727748691099
"951",107.5,-87.1727748691099
"952",108.75,-87.1727748691099
"953",110,-87.1727748691099
"954",111.25,-87.1727748691099
"955",112.5,-87.1727748691099
"956",113.75,-87.1727748691099
"957",115,-87.1727748691099
"958",116.25,-87.1727748691099
"959",117.5,-87.1727748691099
"960",118.75,-87.1727748691099
"961",120,-87.1727748691099
"962",121.25,-87.1727748691099
"963",122.5,-87.1727748691099
"964",123.75,-87.1727748691099
"965",125,-87.1727748691099
"966",126.25,-87.1727748691099
"967",127.5,-87.1727748691099
"968",128.75,-87.1727748691099
"969",130,-87.1727748691099
"970",131.25,-87.1727748691099
"971",132.5,-87.1727748691099
"972",133.75,-87.1727748691099
"973",135,-87.1727748691099
"974",136.25,-87.1727748691099
"975",137.5,-87.1727748691099
"976",138.75,-87.1727748691099
"977",140,-87.1727748691099
"978",141.25,-87.1727748691099
"979",142.5,-87.1727748691099
"980",143.75,-87.1727748691099
"981",145,-87.1727748691099
"982",146.25,-87.1727748691099
"983",147.5,-87.1727748691099
"984",148.75,-87.1727748691099
"985",150,-87.1727748691099
"986",151.25,-87.1727748691099
"987",152.5,-87.1727748691099
"988",153.75,-87.1727748691099
"989",155,-87.1727748691099
"990",156.25,-87.1727748691099
"991",157.5,-87.1727748691099
"992",158.75,-87.1727748691099
"993",160,-87.1727748691099
"994",161.25,-87.1727748691099
"995",162.5,-87.1727748691099
"996",163.75,-87.1727748691099
"997",165,-87.1727748691099
"998",166.25,-87.1727748691099
"999",167.5,-87.1727748691099
"1000",168.75,-87.1727748691099
"1001",170,-87.1727748691099
"1002",171.25,-87.1727748691099
"1003",172.5,-87.1727748691099
"1004",173.75,-87.1727748691099
"1005",175,-87.1727748691099
"1006",176.25,-87.1727748691099
"1007",177.5,-87.1727748691099
"1008",178.75,-87.1727748691099
"1009",180,-87.1727748691099
"1010",181.25,-87.1727748691099
"1011",182.5,-87.1727748691099
"1012",183.75,-87.1727748691099
"1013",185,-87.1727748691099
