"","","","","",""
"4851",33900.1545981287,33409.3326885427,33301.8095686297,33318.6215461963,33296.1016502122
"4852",23599.0089182329,22370.3385356866,22055.0654347057,21872.7595109771,21754.2698559645
"4853",-4339.28491593306,-4985.46082620042,-5044.22695793856,-5235.73681994502,-5247.3635898635
"4854",42834.0756678668,42214.501175206,42076.3543965144,42033.1425334239,41969.5460503567
"4855",-9019.16663053915,-11869.8222892905,-11990.7415038349,-12087.7557857007,-12109.8448119886
"4856",32266.8149373131,31742.9988325765,31423.2930882022,31423.0725012025,31435.0997178925
"4857",-24229.5495479411,-28286.6641030174,-28412.3253786612,-28425.0085734047,-28430.4592223273
"4858",31591.0640005661,31531.6458572372,31391.536720836,31391.4131421273,31403.213174164
"4859",-17087.0014941851,-20266.3204408926,-20415.6635635365,-20408.8243456973,-20400.2428069107
"4860",47726.1566165991,45053.0495142735,44999.7858786059,44981.2123580401,44999.0073680565
"4861",44331.2525505165,44307.0285259295,43889.7343906697,43903.5451784378,43897.0671511034
"4862",-14411.3075320937,-20845.7954254041,-21089.6969758762,-21086.7927812871,-21071.7214658085
"4863",36175.8323578851,31851.2407176252,30418.9587774175,29729.3748199325,29471.6649860926
"4864",-10412.954731766,-18972.4337839164,-19057.3269918143,-19828.0968211533,-19940.5205995404
"4865",24479.6555245929,23230.7017527607,23238.9633260823,23237.5006471807,23251.0763908261
"4866",45656.2963765545,45362.5393903738,45085.2011793858,45054.2430934531,45070.7635296556
"4867",-19317.5513845708,-22402.1535367595,-22565.9831764815,-22565.70838896,-22556.6743580207
"4868",39761.9071300227,36685.6715299815,36559.9510084008,36455.8391607255,36423.6522908755
"4869",28236.8965466268,22591.8198924541,21747.7927344226,21585.2202820353,21463.4535346009
"4870",-12955.5422873852,-13724.8824254074,-13821.7735047831,-13840.4464162585,-13832.841559172
"4871",-13361.1077611873,-13916.9282835427,-14026.7958281057,-14018.695104499,-14014.4944846484
"4872",-20446.7475743122,-20906.1354431889,-21009.538003312,-21049.9025248041,-21034.858292052
"4873",-2286.47189591441,-5538.99770325641,-5585.13052500571,-5611.37684253251,-5616.07598442246
"4874",48911.5684178585,43640.9263347946,43560.715387934,43548.0946448115,43544.2341941065
"4875",30505.9408195691,30221.0515859356,30224.3096668702,30232.489341716,30236.9738364175
"4876",-21038.7567637855,-24409.7545248271,-24542.7875186443,-24540.3277754333,-24524.2067762157
"4877",-15549.2186689164,-15975.6858057073,-15975.2954168191,-15958.8345226947,-15951.7067069372
"4878",-10072.6256486481,-12910.9722983721,-13018.2511333359,-13022.3055994956,-13010.8979898183
"4879",36269.6963515235,35335.0347087641,34552.6894365252,34323.6255230957,34201.827740299
"4880",27984.9049359907,26930.985656681,26935.7934693682,26949.5916925343,26944.4529028315
"4881",-10269.1429947196,-13018.1613284304,-13209.4109379598,-13237.2771684844,-13229.9125554244
"4882",-11693.715961978,-13848.7500130632,-14006.8177054203,-14007.5928180084,-13991.8800586712
"4883",-4570.69878215694,-8961.30123754597,-8983.92830722348,-9008.44866574388,-8995.1290992283
"4884",26501.5586409217,22260.0932007441,21802.5061915214,21815.0736909027,21807.3905812623
"4885",-11330.3103305812,-15728.0657029555,-15750.9238692017,-15795.2383609697,-15777.5627632046
"4886",-4319.84527143853,-5859.02412661638,-5856.85504637331,-5861.23396609624,-5854.41692692172
"4887",-13863.6179955171,-14906.5735268223,-14923.3225460362,-14916.2006957191,-14897.5369435711
"4888",45842.3250768168,41346.1252933871,41124.4492138513,41139.169568575,41156.7403778697
"4889",-11617.9562390138,-15871.4683085113,-16267.0230707089,-16328.8133251131,-16328.2265536356
"4890",-26526.246234077,-28883.2554910237,-28936.5629856783,-28919.9971620364,-28918.9441883382
"4891",-21920.0880273891,-23016.6323552612,-23737.8561883188,-23855.0392268076,-23853.9932269702
"4892",-15314.7616678125,-16109.8401327166,-16113.6561072758,-16112.6701938667,-16123.9077415187
"4893",-20219.8550564783,-22780.9586446497,-22828.9881297104,-22839.8295081074,-22827.3370339133
"4894",26380.329093035,23665.7251031531,23347.4643781167,23297.9933655566,23279.5719456776
"4895",46259.6013390645,43099.3657251379,43101.9319786866,43004.3026675078,43008.7368328883
"4896",35009.468942477,32924.2350374098,32800.5529935336,32777.5288675895,32783.7518292228
"4897",39156.2097274645,39036.0387024434,38958.9938942072,38949.660796244,38968.159959171
"4898",-23478.5335455877,-23885.3670037191,-23868.1308369344,-23854.5544287034,-23851.6512995083
"4899",-16251.460822509,-17157.4840768952,-17225.6805306147,-17218.9742652622,-17203.3721737467
"4900",3067.15986334978,-353.508935437224,-459.519802656734,-503.827761978675,-499.71253087209
"4901",44764.9293262967,42136.8634004429,42122.6342035518,42117.6818993879,42115.8427712557
"4902",49553.3027687893,41197.773833742,40741.383667863,40718.4364052529,40734.4088752696
"4903",-13370.4783630589,-13962.211863834,-14046.1171686456,-14027.2770593771,-14019.6045189736
"4904",-12273.4837762367,-15361.5985474953,-15367.483021135,-15355.3621009398,-15342.6857449009
"4905",-18075.408572386,-21254.0961139146,-21373.6054705699,-21478.7686993828,-21477.7779270587
"4906",32903.9195151101,31651.2193243409,31625.5543222315,31616.3666848875,31634.1912447091
"4907",42832.6565889209,39384.721339249,39403.5585642769,39211.2800659352,39215.0847128279
"4908",41544.3811271828,39204.7478432117,38902.8300106261,38849.2019047579,38847.7510496348
"4909",-9663.58933325944,-14134.1446648775,-14215.6599047653,-14205.9006948842,-14187.6267771066
"4910",28790.4788677609,20592.536898301,20201.3733919668,20110.4157247769,20127.5181124926
"4911",18407.5572874189,15540.7129102734,15036.6834896296,15018.1968437814,14997.1506283663
"4912",-3301.18151333472,-6073.31976325238,-6230.84630660708,-6269.90808396803,-6285.19868060533
"4913",-8470.80859592906,-9028.49969653759,-9072.85730720126,-9061.41868303586,-9046.1675856207
"4914",21737.6373988558,20967.1052234985,20964.1347236185,20973.7707738602,20976.2440521148
"4915",24351.1203412172,23740.8699226299,22888.6669146197,22779.5756830556,22733.2079312071
"4916",52249.1855576208,45437.9434514219,45314.0906265553,45260.6571682498,45266.0351988465
"4917",16187.4564859654,10507.3064909808,9814.00119446617,9507.75087211214,9399.65310281029
"4918",-17911.2920055891,-18194.7608508384,-18218.6173337189,-18221.7498067236,-18217.0726369326
"4919",22229.974387169,20073.940940902,19857.7970589328,19807.7467278474,19823.0918298128
"4920",39090.4865343951,35071.2151710033,35015.4849335178,34924.6182618832,34922.8283496991
"4921",39725.8072555328,36395.8792026391,36234.7658018537,36154.0777281991,36141.0849875912
"4922",-13904.1834944544,-14336.48796209,-14474.6292903703,-14477.8679714704,-14462.8608008042
"4923",-1397.24744767083,-5980.28813907329,-5978.45275798923,-5959.55677456939,-5940.6145914291
"4924",15565.7724782927,13214.1976285205,12798.94114052,12796.2715737006,12792.3509166681
"4925",-10268.6771316681,-11050.6975499973,-11084.048470001,-11077.8562967573,-11067.4143415587
"4926",-2543.05184675248,-4870.17179064592,-4937.97705310881,-4954.87188081618,-4938.79308272056
"4927",6173.40876401151,5508.46816028321,5468.35849196265,5437.23687883332,5446.29757855347
"4928",-10141.241668948,-10200.633052928,-10227.1932499343,-10227.5745303679,-10218.4644207761
"4929",37919.2198546038,37375.7414452817,37369.8873631584,37388.0166926558,37400.7615904412
"4930",44610.196099414,44615.0372409934,44254.1034311489,44271.1964657018,44262.3131806084
"4931",1182.45696440085,-7158.48774939613,-7233.44500327051,-7249.83593974041,-7237.88574751628
"4932",-9270.4518030754,-9756.61640694545,-9824.7771250351,-9844.21220131139,-9887.08199174961
"4933",48119.1020124373,44221.3524216849,44157.8855059829,44159.9505034714,44167.4606320014
"4934",41538.5421202807,38786.4602403238,38635.9806756981,38598.8259908998,38599.5529236329
"4935",-13964.97911835,-15250.9856067034,-15294.2268202573,-15304.9981619357,-15288.1120873033
"4936",15791.8479328584,15331.5695074793,15347.5609849928,15356.8253186937,15373.3151200352
"4937",16012.2123334797,11054.7730043936,10548.6812139473,10282.098191097,10237.4049476471
"4938",45496.758246707,44482.7355279912,44258.3559117455,44181.7257648543,44183.6545892949
"4939",51083.4591967121,42019.4645021772,41567.9661033532,41509.8695167047,41525.9670263681
"4940",35072.396307149,32781.5209754763,32388.1944828117,32405.6314226289,32414.5384244299
"4941",-11518.7639437026,-16081.4358181754,-16240.9199774579,-16361.9258315623,-16353.9868531839
"4942",50847.537816649,43209.850155552,42934.25441278,42861.6744851635,42871.8801753938
"4943",39175.9536177848,38568.8452772318,38565.5417886737,38507.5558666823,38505.9531183362
"4944",41846.6425907893,41462.6327264273,41385.0944756258,41390.8375651581,41409.0551400298
"4945",35462.3072770373,35319.1865546069,35326.1342149662,35324.5602090958,35314.0082227832
"4946",-14233.2311256632,-15840.0526410051,-15961.2590729513,-16042.0023980175,-16043.0814248849
"4947",-9610.57095460566,-12074.3273627819,-12174.9270558403,-12241.0964635288,-12335.4746329282
"4948",13466.9136889783,13088.9224857219,12884.5670654389,12858.0757584714,12873.7083660809
"4949",12152.5629086653,9458.30828602628,9067.31583893968,9034.19125932705,9044.00879895515
"4950",-9225.72209343163,-11340.262276911,-11637.7191911801,-11732.1942043598,-11725.5395816619
"4951",-20622.5037672214,-21878.3001013535,-21905.0059075369,-21907.4150237052,-21909.2743908287
"4952",35683.7749453024,35405.016190694,35421.0466694941,35394.7285454079,35408.8436025982
"4953",-6262.49389401212,-7466.98983420064,-7616.51820179611,-7621.14484965155,-7620.40770182831
"4954",30310.1398588043,30274.8510835594,30188.482173663,30189.1399822633,30201.0262374539
"4955",-20560.4539499082,-20765.7075949485,-20791.2256725084,-20795.1391302049,-20778.6307064964
"4956",-14136.3836121176,-15514.8120078218,-15571.3924468101,-15555.6939089396,-15539.1070687512
"4957",-7019.09570486772,-8944.62108750182,-9148.66057843529,-9193.48515366789,-9218.84505032817
"4958",-6697.26157311502,-7603.7863043255,-7844.2193261451,-7979.71882236099,-8049.40746968805
"4959",-3569.51777449273,-3794.38805368837,-3804.79982425716,-3789.4627245963,-3775.24663698669
"4960",-8835.07777792074,-11817.8366111913,-11866.4189635687,-11898.3490775227,-11883.5063825358
"4961",-6281.01802028732,-10516.6461579242,-10850.5765601384,-10874.6889781613,-10875.1667188172
"4962",40000.9551354136,37155.0431086743,37015.8380355221,36904.8070358565,36872.1122323788
"4963",46205.5963480802,43355.1690296838,43353.8334990882,43078.5843950656,43096.6048938158
"4964",39480.559428846,38585.7692862204,38562.4325663389,38463.2992209281,38431.8710273149
"4965",40927.7409420206,40497.9398485419,40494.0253899077,40500.22282635,40499.2175179675
"4966",-21528.8222769087,-24102.5426507713,-24216.7793887684,-24214.6357072683,-24209.8523551188
"4967",37041.2621981556,33341.3790885298,33245.4927224263,33016.889962631,32993.2127601852
"4968",41791.9714198816,40229.4373949159,40179.1157159011,40128.7370382089,40141.8114090679
"4969",47049.1455257007,38982.6436440291,38446.0251947849,38448.5690851608,38465.3489269999
"4970",-11786.3194629981,-12710.7518721585,-13044.4094183366,-13341.1542208319,-13541.6589050953
"4971",39540.7105504822,39557.6269078809,39137.9440873368,39050.2960510931,39012.0965680271
"4972",-17830.2008591827,-21356.6989041523,-21468.951202505,-21459.2540879741,-21448.6652100547
"4973",45564.0425137327,37715.4002292949,37520.9175910769,37536.2671169076,37554.2735350142
"4974",-23873.3106601496,-26902.4102308848,-27017.2979182644,-27074.1967603311,-27065.259684633
"4975",47420.731434686,40077.470334048,39923.4485077176,39937.9586482187,39953.3129314623
"4976",21836.58420486,21783.660975597,21783.2880004623,21799.3374480829,21812.9265388748
"4977",38467.9134352362,38003.3556738468,37964.5310885872,37939.8911654938,37943.1192410116
"4978",36146.9529505539,35977.4373927274,35701.0632702517,35688.9660651141,35691.3006022029
"4979",-20331.9767435849,-21075.2691847516,-21139.5968847696,-21123.6123042109,-21115.5413523345
"4980",-21364.0342148844,-22977.1251683021,-22994.9642527117,-22984.5498563154,-22971.76750648
"4981",-6825.88306133555,-8895.68907143245,-8902.37598393669,-8890.35187443471,-8872.368193978
"4982",-16928.4844210483,-20054.3094148671,-20172.1904745163,-20169.1893805571,-20155.9692199297
"4983",-11150.0772598246,-14427.3535206445,-14510.2602087406,-14512.8602634535,-14503.7839176108
"4984",-9540.750291578,-16042.3050016601,-16690.061198401,-16914.4577181459,-16962.3517345859
"4985",34165.8277514202,33498.5624572146,33338.561352154,33287.4248639915,33277.0256113719
"4986",-7466.24650088031,-8010.84374455502,-8000.70324068503,-7987.2006654552,-7970.46636250885
"4987",-14058.0013647131,-14320.9095528494,-14349.4264058334,-14333.4710033575,-14315.637369478
"4988",14757.2306854548,14341.9692685624,14237.9271371334,14244.0896414493,14256.2177354258
"4989",28480.5723261687,26718.1580882733,26716.4477817996,26682.1298852015,26681.6273159068
"4990",42839.4173347573,41895.0703059422,41744.4744560074,41757.9910001401,41765.6975244359
"4991",-26070.5165506176,-29316.6776385089,-29458.0046182819,-29530.9794053835,-29524.8847606441
"4992",-15224.0893021618,-15369.290066692,-15379.488886037,-15367.8871791883,-15351.310806859
"4993",-17258.0098282956,-20461.6403001363,-20545.6681336315,-20530.3897898119,-20513.4659828128
"4994",40846.292770393,38616.9180420587,38303.6346766361,38189.915603791,38185.431989953
"4995",-8541.61596840762,-8691.24819166086,-8688.73905416996,-8681.76987941922,-8663.68493706817
"4996",36215.0030956754,35848.7530749115,35855.5098437737,35866.0641433837,35841.8851475992
"4997",-6434.15553135608,-8095.5226470185,-8099.68738238611,-8084.56111339124,-8078.76275198191
"4998",33786.0595869193,33787.1284504746,33708.2088463494,33716.235350772,33727.7488895174
"4999",-1263.76819339975,-2960.032393517,-3053.42370794717,-3042.82942965957,-3032.63811721854
"5000",-6193.95214031074,-10744.7412137987,-10848.888397911,-10892.0979190741,-10900.351291979
"5001",50967.1099226104,41926.592799438,41478.2543726923,41437.4497268705,41453.8921507731
"5002",-21829.9293870196,-23173.6698640179,-23260.4008151155,-23268.7065765371,-23269.0034060593
"5003",-18211.1849233304,-18513.2813317359,-18500.8107164469,-18504.5123982751,-18485.7973789734
"5004",45277.5624282991,45066.5010028998,44764.0015784762,44732.9813101323,44746.5747862534
"5005",29816.1317199884,25989.6397461064,25374.284606768,25253.626811282,25272.3886337111
"5006",-13663.2747499794,-14147.8612251518,-14181.8446305212,-14182.2816911891,-14170.8022906245
"5007",41423.6333983846,38964.8507897741,38609.1031985577,38563.0180025144,38575.4962676882
"5008",50280.8601538775,43353.5284535884,43220.9147258549,43189.1582070288,43189.2222631487
"5009",-13431.6217945674,-15152.8512790744,-15195.1603499763,-15176.195056127,-15190.0035416019
"5010",-15187.6659020085,-16187.8475095139,-16205.2982270162,-16211.3425265413,-16194.9650178781
"5011",28145.2614518838,28109.5573109884,28106.9551328893,28109.4517318275,28122.9301767439
"5012",45926.4018772947,43338.810893781,43221.0440571283,43236.9992515405,43254.4280528359
"5013",10869.0647299276,10657.6245360957,10658.443387714,10666.616271978,10680.85235079
"5014",37582.8797098095,35779.7913940522,35794.0797592834,35743.1501347256,35761.030268495
"5015",45465.2957375696,42219.0738018315,42206.3708658314,42214.2640433735,42227.0636813242
"5016",2554.92486450961,2334.23989927887,2330.39539836028,2345.71971618477,2364.33247493161
"5017",-16936.8561272529,-17180.3582171694,-17173.122225766,-17198.7583154562,-17183.6066921398
"5018",41176.9286395459,38900.8075324733,38702.0226023397,38579.9324039321,38562.0294551326
"5019",49543.8338528842,41247.6598405062,40944.852757479,40939.3168605372,40952.8427931191
"5020",-10631.0159554233,-14681.3676867567,-14288.1161107573,-14270.5206645181,-14253.3079180371
"5021",-3421.05415979626,-3703.39724377963,-3695.1438573054,-3677.47903256798,-3660.62494913466
"5022",47862.6845118546,42361.9205364782,42312.5130072858,42309.559255886,42320.9401852328
"5023",41700.2338618887,40943.4470234034,40921.287165009,40854.8955065143,40841.0872934193
"5024",-19151.4425367004,-19186.8969765523,-19228.824080112,-19232.2376305325,-19247.8231969493
"5025",40885.2199027267,38461.8440849972,38193.132248008,38066.9583971245,38046.6132900243
"5026",-8005.71389955634,-14768.0627097504,-15336.876337799,-15322.8462742442,-15314.8648818041
"5027",-23629.339046147,-24074.4408023429,-24061.9508717475,-24050.1150992822,-24045.808044082
"5028",-18064.7225290707,-21505.3542049993,-21684.8144765099,-21677.5577196508,-21666.3672155475
"5029",-7733.83812333194,-8430.14723713677,-8564.19665627007,-8561.51334090919,-8569.64473018232
"5030",-1368.76093288029,-6714.64703594859,-6747.54679727039,-6770.68531266716,-6765.64231363274
"5031",-15020.3019216223,-18130.0590472832,-18215.1810378929,-18199.6121054154,-18188.2038905302
"5032",-9456.88299787781,-11264.4685517666,-11266.2760719078,-11461.9798397753,-11548.7463193727
"5033",-4642.36813270721,-4675.22797698528,-4712.23226546114,-4694.78751913886,-4688.48539704826
"5034",9446.6469326322,9375.31944765776,9363.34891235447,9381.93952312671,9396.92176694094
"5035",14305.8908776658,13985.9203744557,13916.3173274147,13928.8669215815,13947.6707061131
"5036",50285.0264966173,46475.580123946,46365.7868715921,46366.8996629545,46377.5051898774
"5037",-13608.006213636,-14315.0235019625,-14304.9525548935,-14287.3056072889,-14295.0032384151
"5038",-12254.9984352031,-13238.082467326,-13335.6165215176,-13326.6994977888,-13311.3399977881
"5039",-14082.8362424707,-15867.1632682273,-16609.4957122419,-16654.9985368622,-16685.7638184097
"5040",35418.3063846127,34894.6578775152,34453.4111180779,34469.3575267321,34488.1097196657
"5041",-16967.5159845012,-18244.5949594406,-18468.3909089673,-18471.8433574606,-18473.3164514803
"5042",-12968.8740096265,-14654.9698154245,-14736.2457963828,-14745.9341281056,-14756.2254061967
"5043",-12567.0200727694,-14023.9947152167,-14307.5057107297,-14299.9730439813,-14315.2457097948
"5044",3467.73512732312,1327.03447888691,1177.51777333678,1100.55408438553,1114.29820296197
"5045",-13246.6396557059,-14421.2383333899,-14463.0191158488,-14448.8836686183,-14464.1556122464
"5046",50674.7822008774,41864.2265011977,41371.2045518478,41340.1583893565,41355.505207914
"5047",-10014.9939631829,-10679.8501510784,-10670.8343585177,-10663.8663138849,-10650.197577849
"5048",-5890.82660812122,-16169.7053203764,-16360.0935102934,-16418.1557151344,-16486.502405301
"5049",-12537.6296353334,-14302.3000046654,-14386.8040874469,-14397.8272049811,-14381.0029113609
"5050",-15604.7241154919,-16318.0019913069,-16648.3828461656,-16696.1767060182,-16692.641510803
"5051",-11132.9187748815,-11861.084896796,-11985.5415015195,-12072.5096999503,-12110.345933052
"5052",34733.4834559119,34440.1640779773,34164.1268637919,34139.3777788572,34140.5073705943
"5053",40834.2582186645,38543.7349180974,38221.2123122133,38104.618915412,38098.2030668347
"5054",41473.6872277787,40888.4000866013,40892.7830039886,40879.2013126456,40890.3109286398
"5055",-15542.1744605401,-15789.1894643601,-15897.2170756115,-15889.3189690997,-15873.1190568301
"5056",37015.6248224578,36625.2936175455,36488.871625144,36479.8069946789,36497.6564174273
"5057",44380.4155649088,43342.7321201349,43245.1358435695,43185.6515362466,43162.7908551719
"5058",42040.1416310429,41550.0307241265,41285.0943094008,41263.5719416415,41246.0437015248
"5059",-13840.744448898,-14303.1666283008,-14382.0252768038,-14465.7828966407,-14473.7949747909
"5060",25637.4088045619,20468.8050678206,20442.6811552612,20435.8802641959,20453.5812635429
"5061",10147.4310672864,9111.0376719531,9124.1134722748,9138.31824052914,9143.47285351569
"5062",43412.8623464801,42264.2174058929,42279.8459462795,42228.7696838419,42205.8112635614
"5063",-7060.81803563636,-7337.34477192606,-7327.26280708335,-7311.92443020308,-7297.15753761191
"5064",-8383.75868957554,-10066.9551193958,-10233.7297032798,-10268.0818642621,-10268.0034637271
"5065",-8469.5919564158,-9143.51757145797,-9227.75501808617,-9237.59764555091,-9219.79000089468
"5066",-21343.5336918611,-23989.6455144411,-23972.616620697,-23975.1745036961,-23966.1469815853
"5067",43512.898636723,43351.7406294817,43324.223547085,43274.2975383735,43263.3357798551
"5068",40264.0785926835,40014.5545238546,40032.219656123,40045.320178413,40060.0985418746
"5069",42502.7858446102,40039.1909811023,40021.7841470071,39847.2152770945,39841.0725872147
"5070",43409.9179552252,43244.6357027912,43120.8636279061,43112.4769101546,43078.6249400701
"5071",46070.3096173477,39904.6322639867,39657.5185398139,39669.7127968392,39685.4652283227
"5072",50433.1305052242,41582.0144262946,41149.5882060889,41093.7872571001,41108.215545552
"5073",28272.451516534,25216.9668979566,25129.4928207267,25139.2409517178,25142.5090947705
"5074",39369.9269317767,39269.2275443896,38763.2876999829,38536.9900279697,38519.0274105425
"5075",40752.2847048559,38069.9833845693,37817.2846987521,37718.2939315809,37709.6135566731
"5076",41143.0647419837,39004.9555938921,38725.4248170056,38611.4535927643,38604.9253117613
"5077",-7817.33063519012,-8110.6402903304,-8101.37808540737,-8088.80384401046,-8074.43234203873
"5078",2194.81940756038,-1375.8706290341,-1468.31354608521,-1527.4739145907,-1519.45708568207
"5079",-5606.3911688479,-6576.38748945556,-6579.47209910311,-6567.90012532435,-6554.96296603025
"5080",-18724.3708266631,-21656.0633675997,-21662.0896608584,-21651.0789742334,-21649.4911374372
"5081",-17799.878411587,-18479.3433191477,-18769.2288838744,-18830.8918071927,-18828.5541111752
"5082",27132.4587696821,18321.9646974747,17884.3336479087,17886.445796103,17885.9090278136
"5083",48163.4631482037,39004.7842696841,38743.6164261496,38761.121360351,38771.2861382553
"5084",41052.6976099609,40835.9888808325,40848.1133741865,40845.5433112401,40862.4584250766
"5085",44024.3825868131,42731.4495925873,42540.5481870252,42511.6450608571,42517.5588753323
"5086",-15291.3022720546,-16827.0394949819,-17600.6099353551,-17611.8465030654,-17619.8975665867
"5087",43496.3299308677,43022.2298495916,42980.639858455,42996.1228643518,43001.7709778378
"5088",-17414.144388499,-18761.3775620555,-18824.9211940256,-18820.0329925544,-18808.0358211993
"5089",24936.5529076451,20726.8904784347,20622.1247463685,20599.8914613374,20566.5211327552
"5090",-9617.66202284308,-10163.3546874321,-10241.8572004824,-10262.740197915,-10251.9895795626
"5091",-6231.8786358278,-6580.89707516121,-6668.36485552308,-6653.47613357551,-6640.89587149323
"5092",-19253.562959629,-21348.0049139918,-21414.6211337113,-21414.6254852109,-21397.0786725115
"5093",-12891.3630780867,-13444.0291206157,-13433.7494921329,-13419.385379993,-13405.0202351547
"5094",50008.2190141754,41139.9929688393,40683.6621015642,40639.0288048556,40654.6120310546
"5095",26227.250145554,23903.1462522564,23662.1589793806,23637.4850261108,23490.5776929612
"5096",33180.6867967438,29881.5257606939,29790.5354014478,29759.7086328688,29731.8853016229
"5097",-1431.49401746732,-4524.79506131277,-4661.77451948883,-4730.9845173917,-4713.23377217256
"5098",51594.5464259606,44875.8608176428,44705.4074447199,44641.3786555801,44648.7901180878
"5099",41993.495719944,41302.5573602349,41144.0885792386,41121.592565122,41086.7741275437
"5100",-6807.42643620249,-14902.4711834199,-15152.8133712778,-15454.0234353535,-15462.6790511504
"5101",37274.6442082786,36969.2042159794,36910.4030658306,36867.6795441371,36882.2648819961
"5102",-8079.83605223016,-11148.8259834084,-12080.7234453924,-12324.0387432095,-12311.4348233403
"5103",-9827.55837135803,-13055.3389281912,-13091.6079418068,-13073.0518912376,-13056.3994817866
"5104",-4064.79276007668,-8406.26198799118,-8472.0664304893,-8495.90593208414,-8534.31535456775
"5105",-7815.25477495422,-7965.96681683948,-7970.94511459891,-7955.00810888638,-7937.24728500944
"5106",-9635.69527217379,-12100.9541553182,-12352.8726992534,-12343.0383828195,-12328.164035796
"5107",48437.7343680423,39219.2196948996,38841.9177934839,38843.4689540239,38851.0054760696
"5108",28925.7990144673,28057.7014800853,28059.1766562206,28063.4195928687,28055.036174051
"5109",-18055.486348829,-19372.2980211765,-19381.0681803851,-19363.2376909662,-19352.9088165315
"5110",-19749.9109286908,-20598.8256483938,-20674.8110097916,-20660.928536665,-20651.086765012
"5111",-8643.81741477737,-9207.66687011979,-9198.99777744578,-9223.62310221792,-9266.67520752749
"5112",-7491.98320722703,-7562.97048918345,-7557.74321283562,-7553.94997862526,-7535.15416664565
"5113",-23626.7575457884,-25185.2660690094,-25850.7087897929,-25927.3038585004,-25925.3595742462
"5114",-20512.5182554063,-21925.0053606167,-21957.0372296641,-21952.239933865,-21952.5568676021
"5115",-24609.7068697323,-26332.9962504005,-26835.41863698,-26872.9802604561,-26862.5046695724
"5116",13118.7346560774,9498.06103642761,9312.86463750544,9325.41054401477,9295.06269574202
"5117",-10588.2963748003,-13862.2827055029,-14014.5749486223,-14019.0942339224,-14007.8953174005
"5118",17600.1068073351,17430.6734306635,17385.9741964204,17315.9259660869,17327.6307631945
"5119",-10772.3380939197,-11366.4584041798,-11418.3404391257,-11401.0697718248,-11384.9921509361
"5120",44663.4809888829,44392.8025491205,44358.9570469671,44376.3722129486,44383.8044109846
"5121",-23912.5692232112,-24837.6032836809,-25031.7183666096,-25050.3442266377,-25033.5730091581
"5122",25577.1696836399,24416.6258753996,24399.6334084001,24410.5999830907,24427.9807271344
"5123",-8451.99684041373,-10414.6847843073,-10413.2817061886,-10409.4723824785,-10392.9478895969
"5124",42144.4762718865,41842.1322724773,41713.1565295297,41708.0008678384,41706.9735626663
"5125",40663.418718964,38138.8683860987,37813.628352395,37690.1308425128,37667.3200689448
"5126",-17274.7062032867,-17621.7285219444,-17637.4029960455,-17619.7842517229,-17606.7772510392
"5127",-23818.9368561421,-24142.5838139799,-24224.4744231608,-24216.7552826532,-24201.2620058047
"5128",-19736.9176546344,-22458.1955991258,-22478.1658044322,-22466.9391702009,-22449.4826964986
"5129",-5608.53103949399,-7598.70613254126,-7642.43266386952,-7665.53298753099,-7687.10624154842
"5130",-15391.6207405903,-15599.497174665,-15609.9350669613,-15594.9182896722,-15577.8851312614
"5131",50984.247115403,42095.8144413717,41650.3301523007,41606.1183024536,41619.2874766851
"5132",-7139.77353932513,-17205.3196618296,-17445.7824024044,-17464.9782441176,-17532.0875650946
"5133",46991.9782502997,44370.2438376316,44275.252178298,44292.3609524736,44302.6463403486
"5134",578.055988507212,-189.909725611694,-352.05163282949,-409.555318025118,-394.141634060883
"5135",836.099439234853,-2210.98860075712,-2245.08443488713,-2270.98360048091,-2277.80335288453
"5136",40463.1556055309,38967.8040355008,38379.719381102,38297.0110126549,38313.7056820319
"5137",39093.1753394184,38545.0318491074,38457.6886224945,38449.8472347044,38405.2328552742
"5138",40607.2152683371,39343.640983345,38892.6008585183,38776.0122159297,38786.3689599882
"5139",-21730.2761027197,-26099.4771166457,-26282.0280453983,-26308.7108360301,-26311.3796889616
"5140",-18157.9825363745,-19124.9780360553,-19185.5606485868,-19229.8779924379,-19220.98574512
"5141",40843.9549438885,38699.6886480685,38375.6213977924,38268.3545543908,38270.122667393
"5142",-4535.6157712825,-8022.33885058901,-8046.08725926463,-8061.89436492802,-8082.27676158098
"5143",45633.5525415403,39663.6674799827,39420.7871396936,39434.1027713893,39450.1723261381
"5144",39571.7019808952,36319.1268825107,36224.8581693099,36133.0007503855,36105.8952173623
"5145",48165.4933648222,40984.3365672987,40778.1255081674,40763.5501955095,40775.7388326327
"5146",4220.37463766259,911.454620683964,910.304347849694,922.4126855647,922.485816569274
"5147",44608.3751514764,44521.571171249,44454.4426521555,44469.3160624011,44483.1275373176
"5148",48523.7033544333,42600.1692678186,42358.2664830932,42359.6674881745,42370.7712347953
"5149",22495.5139903841,21504.2520444381,21224.3825325294,21053.3194016941,20954.8682062763
"5150",-11363.0167647047,-14016.3400211673,-14182.8055119441,-14185.3853025795,-14167.8831395714
"5151",-18276.6512537096,-18329.4574815016,-18328.0635567613,-18316.2054265851,-18301.1078589047
"5152",-8351.72716305549,-8744.97823442244,-8777.81016314443,-8775.99211109171,-8763.38813142397
"5153",42726.115600616,42434.4919843827,42356.6088269501,42309.5157452559,42292.9576557643
"5154",1146.53477962193,-3349.15415065478,-3374.44824480834,-3373.70292370815,-3389.4917462791
