"","V1"
"263",0.814728224712064
"264",0.851353783677873
"265",0.837151705337708
"266",0.843650141966401
"267",0.833680285599794
"268",0.830271083626895
"269",0.881181259801862
"270",0.888302873178136
"271",0.906388709527108
"272",0.900453002224347
"273",0.925635527800126
"274",0.910800679179588
"275",0.912069021685685
"276",0.905860938451073
"277",0.865235972722637
"278",0.850641382461981
"279",0.848074271607355
"280",0.868774966171857
"281",0.864481546241565
"282",0.80847210792233
"283",0.816829560260989
"284",0.857965944607641
"285",0.84757105380568
"286",0.847478530559328
"287",0.841781486042827
"288",0.851566450984441
"289",0.771666862697073
"290",0.813457217813019
"291",0.829421519204605
"292",0.850727784013663
"293",0.828751644119027
"294",0.844006554457234
"295",0.852459161600452
"296",0.828930179397936
"297",0.809069869551291
"298",0.84505653826827
"299",0.850290469113539
"300",0.839474437025519
"301",0.844920667701907
"302",0.853397221489011
"303",0.877535368904059
"304",0.873095854968918
"305",0.897891165821481
"306",0.899365871372715
"307",0.916466812490963
"308",0.920998441325155
"309",0.911491871081104
"310",0.886118232231078
"311",0.870377178024923
"312",0.849525119139695
"313",0.851029768139124
"314",0.838156761401388
"315",0.844595110744123
"316",0.814914251996992
"317",0.820084292254335
"318",0.815555880248051
"319",0.824846173014283
"320",0.827038391888337
"321",0.833169007208008
"322",0.849390718125192
"323",0.859328486512654
"324",0.793511037736863
"325",0.780406269958409
"326",0.859458385383993
"327",0.843392344642751
"328",0.815199380426086
"329",0.83526696942218
"330",0.85056220990834
"331",0.813587453936637
"332",0.800254943141719
"333",0.803400816024528
"334",0.81732784897436
"335",0.844236526011235
"336",0.819549312528185
"337",0.81531543918882
"338",0.842060438023348
"339",0.853721117745447
"340",0.859058375511479
"341",0.893138919735284
"342",0.885774648929294
"343",0.909638353672545
"344",0.896980092692921
"345",0.875121280519853
"346",0.884653121541426
"347",0.848415478097599
"348",0.859437733021756
"349",0.836420169707389
"350",0.833505713610031
"351",0.849485877814689
"352",0.818367935628541
"353",0.849195101960797
"354",0.810583541450617
"355",0.825072564541774
"356",0.816272028909006
"357",0.853784992924234
"358",0.834099380895933
"359",0.868897236131677
"360",0.840906578129438
"361",0.807922144037635
"362",0.763955239746078
"363",0.835544630779772
"364",0.832754772051218
"365",0.821078306388758
"366",0.828982148336187
"367",0.823638589359939
"368",0.810709290993298
"369",0.79998691174632
"370",0.81399069823583
"371",0.793953919948439
"372",0.805036427869316
"373",0.836154112292689
"374",0.811659884045433
"375",0.820536059148624
"376",0.836128461117284
"377",0.876398348014779
"378",0.887207315726641
"379",0.874772546965672
"380",0.871006863778609
"381",0.883211015684532
"382",0.908543749066643
"383",0.87570863294665
"384",0.884773126263555
"385",0.858627875013844
"386",0.855735681346857
"387",0.834997327218629
"388",0.837799447486944
"389",0.844723203293849
"390",0.845260026935759
"391",0.822199394614987
"392",0.812838469995011
"393",0.792828636918579
"394",0.813700250630792
"395",0.820120952795809
"396",0.808945688331906
"397",0.849813651065509
"398",0.828943225349019
"399",0.847503780083933
"400",0.789865763717665
"401",0.723880618444574
"402",0.860431329091124
"403",0.837877540648907
"404",0.835986853263077
"405",0.827457774199409
"406",0.823346214476337
"407",0.827112433717285
"408",0.799337759487298
"409",0.775633389987915
"410",0.806287338359911
"411",0.811432947353636
"412",0.819801318835495
"413",0.835560364612759
"414",0.784704139950329
"415",0.824236997449195
"416",0.821033808006586
"417",0.859944845932303
"418",0.864384472454155
"419",0.876557509309569
"420",0.844436610704113
"421",0.884008956947898
"422",0.850145378548413
"423",0.871099034323489
"424",0.867236475793945
"425",0.844460050604252
"426",0.858387381583081
"427",0.829865168485691
"428",0.819345889061654
"429",0.82649291223305
"430",0.815126820467171
"431",0.818677751265768
"432",0.788683751589276
"433",0.795661737712789
"434",0.799577668240257
"435",0.816950176825088
"436",0.826446338142619
"437",0.840109574964756
"438",0.822774435844417
"439",0.838191191812782
"440",0.819914712769164
"441",0.762524434647323
"442",0.735985670472671
"443",0.790057443698544
"444",0.822462928528938
"445",0.791238551710017
"446",0.800032761120634
"447",0.817907727307007
"448",0.792240395370083
"449",0.775241500919877
"450",0.805575113504463
"451",0.804324319582344
"452",0.810896568974472
"453",0.795969673988012
"454",0.783681508226175
"455",0.794943555555913
"456",0.785632242175684
"457",0.824847779817568
"458",0.82582531157147
"459",0.85206574473964
"460",0.868588888205676
"461",0.852746387828287
"462",0.864202863135142
"463",0.882671473893916
"464",0.890824381007405
"465",0.859950982726113
"466",0.869856344005108
"467",0.830695818228568
"468",0.840164539075895
"469",0.775106663491209
"470",0.796285733012854
"471",0.806207901886189
"472",0.803449383384225
"473",0.804401312026024
"474",0.794367073080952
"475",0.812194002718922
"476",0.794351402238829
"477",0.806795651881174
"478",0.828207541707219
"479",0.825264041446966
"480",0.809137571854952
"481",0.808351445720428
"482",0.822337225382423
"483",0.832324820807635
"484",0.7678060445733
"485",0.683398756249449
"486",0.767364761181346
"487",0.816232193340917
"488",0.809409583605902
"489",0.816135500137272
"490",0.794563640159931
"491",0.790557137516181
"492",0.814425398767345
"493",0.791742917264607
"494",0.798951129814746
"495",0.827101260255351
"496",0.812586813263513
"497",0.797745590977331
"498",0.772899570804849
"499",0.792947065621223
"500",0.789184574066599
"501",0.794655853366154
"502",0.833285634617718
"503",0.837527913259713
"504",0.862417979901465
"505",0.865275492046874
"506",0.857795197210517
"507",0.871055124343076
