"","V1","V2","V3","V4","V5","V6","V7","V8"
"145",28548.7260798376,26631.4142939801,28121.4829468857,28807.4527190388,34250.7407611803,42144.6227319665,52909.7903058146,65493.7263569499
"146",28901.1359815822,26599.4338122206,24553.7617776372,27953.2847682749,34076.8319009057,41554.1174495594,51706.6573727145,64889.1384167164
"147",32497.5234186388,29164.5431336887,28320.4801522291,30512.9585100471,35531.7848606663,43705.9157557836,53928.8893488121,67156.2157809467
"148",31471.5625267991,28991.4187235309,28703.6865306104,31373.8195708783,36809.7630259519,43769.0528405807,54541.2424206485,67547.8614789357
"149",30483.1652066012,28763.4142931699,27833.2202173562,31084.1276417805,35420.3863843086,42986.3041609919,54812.3115238353,68097.0345366019
"150",28869.0174385349,25919.973752949,26043.8722306805,28651.9484783841,33977.924335536,42931.3804612347,54142.623033573,67654.7129863166
"151",28368.4834576326,27229.371428602,25014.3268071519,28140.0974713896,35514.9124831371,42791.7294887488,53893.6651890592,67687.4051181503
"152",28773.5002080105,25658.7050715147,24289.786653005,28095.8846930849,34777.848021046,42308.5325623676,53088.7170290048,67013.4788776797
"153",31802.4971001659,29089.6265903032,24931.0481306716,29527.557570574,33842.5548532401,41041.977518898,52489.4805385433,65054.4854593562
"154",32527.6885642324,29146.8983261764,27072.629424197,31830.6210159123,35617.48510067,43085.6991238953,54120.6881206569,67751.8341708097
"155",29474.4537306404,28557.7486632939,26470.930108717,30064.3404157886,36183.796632875,42429.9152942347,53563.2644904524,66618.1889871696
"156",28749.762114018,25542.0605465394,25639.3890438056,28702.9453606923,34699.2151052104,42028.5083608414,52163.1717219022,65403.0162360093
"157",28592.1324481438,24947.386822939,25143.4754329059,28374.757558261,34660.8874948784,43012.667445062,52586.7356206515,65285.381247695
"158",31456.6377418767,26796.0488986384,26280.9319736412,30440.1573059707,34568.8058014167,43594.7531062565,52031.538818199,64461.1370835323
"159",30315.5258942761,27066.2119910818,25942.0676004377,30309.3968514605,35398.1376179196,43245.9886411171,52696.4936836135,65080.7837856902
"160",29293.1653814131,26215.099650488,25370.0594857132,30294.3455189976,34922.6143766689,43116.7780261605,53445.2076106282,65745.2578565243
"161",30604.7802716928,27170.0710353322,26098.867840008,31467.9890044231,34116.5297264059,42645.9386858899,52465.2758320198,65791.7689086291
"162",30076.8571028515,27178.0895379044,26942.7063813485,30346.6932547096,35249.8759299473,42629.1298167,53121.2015608416,66349.9333997873
"163",30654.9906795013,27954.5178027385,28293.7205142159,30514.88467488,36114.2994977736,43180.7109564111,53637.2308006724,65331.4528184033
"164",31289.902893292,25906.9040649496,26861.8164463955,29670.3906596366,35916.2389438144,43587.0549236741,53357.2244974004,65819.0112928082
"165",31579.3408415248,27806.9854894017,27656.1225132216,29985.5555525934,36145.8527361749,42819.0667082459,53358.7544149255,65301.2979916149
"166",28658.006998083,26784.8879186615,26873.8359733603,28812.6597605554,34743.4140228978,42087.0793349793,52030.411870101,64820.5027916112
"167",29600.1521336875,26477.6098360147,26170.8251290158,28782.7279596568,34442.9076103968,42081.3724643626,52487.8740324997,65836.6144840161
"168",32289.8392153605,28909.3014166834,27547.0632152579,29755.439419676,35932.0808844275,43901.4029704675,53490.2866335052,65504.0390788992
"169",32015.6742169434,27361.3782026681,26238.6587469344,27876.2809582425,33174.7552658217,41424.0081201046,51876.462820106,64261.4009044414
"170",33116.1325283969,27940.1036775665,27215.6502885815,28557.6153683319,33750.1870822421,43406.2720350451,52701.2434313125,65328.7101733241
"171",37656.2513900058,27392.0877623331,28309.713438434,29907.5440228908,36941.3323565409,44796.5317904828,54337.0984403017,66707.9384933852
"172",33736.0558683981,27479.7661435652,29491.7752274516,29928.4566107705,35504.0279205541,42722.0626400507,54013.4058594184,66008.6817423119
"173",30946.8934305347,28158.8399201913,26350.4054666014,27605.4951783498,33325.0068688631,42287.9273678143,53160.0362453761,64635.5704942707
"174",30956.522602686,28554.031008269,25937.483244764,28425.6971730158,32490.7767269191,40987.5611938416,52119.5202388138,64468.0097525148
"175",33665.950440472,32570.8164456195,26920.8865234545,29819.6876348028,34154.4666507417,42405.7522970517,52655.6696265958,65674.7388350852
"176",33013.0163646237,30404.0307921432,30214.3913748222,32050.8614542278,37740.1226793966,44007.4952249199,55005.6325320745,66355.2481818255
"177",29862.8224353275,25643.9178388916,26041.8558773243,29254.6845828785,34869.6293723255,42778.8241734349,53619.796654212,66229.760002144
"178",29368.1959150567,28515.4105193898,24744.3523598742,28258.9657705572,34521.9607639873,41520.4236175625,52192.2993616186,65020.2283367015
"179",30514.5428375555,31376.7207185119,26340.2261252659,30686.1864704387,38722.6715359417,42193.6812064407,53354.0509510739,65391.0258625927
"180",33220.0023907453,26641.154961521,27313.8765144559,29038.4440841162,35782.1627284333,43379.0689606677,54390.04725327,66176.2355797889
"181",29048.6860003372,24721.695799415,24254.9529638958,28521.6832925957,33056.5013435408,40868.8439981069,50879.9274396977,63355.9474363747
"182",28986.8877667723,23697.2151012479,25021.9728603439,27275.731311373,32896.9121796442,39836.5457749519,49756.2106600457,62555.6914756437
"183",29019.2608583111,27049.6145689992,26288.4632792807,29277.4974751279,35152.7336281552,42024.4578181872,51462.1532861441,63338.1368863869
"184",31790.4869743182,29503.3985794179,26461.7165319935,30171.799381845,38163.7074220933,43970.5818888732,56132.8970258479,67909.8682464669
"185",31627.5820612204,28271.0744291712,27377.8612198402,29754.4820162285,33567.5064630704,42567.0757379098,52778.4082122412,67322.0536442805
"186",33948.908107797,27935.938791126,26442.8639314146,30286.4072430851,34777.3343815438,44625.6901078735,52219.3606025648,66598.1723603786
"187",30872.4600034149,25388.7830251608,25301.657846516,28979.6277660112,33991.5757443696,41270.0154312983,50816.5902243676,63533.2089078383
"188",32114.1081278487,25664.5603172705,24539.0126353081,28914.6379648679,35113.5597457352,41905.7751588386,51097.6422160341,63749.5980186889
"189",31946.8260663001,29446.8716871267,27447.330714166,30215.7654650846,38295.035821843,43173.1673485051,53298.2540536123,65482.2972105198
"190",33749.0705698897,27249.690186478,26365.970864414,29318.7932244864,36156.2424390008,43029.0012468168,53714.6624766544,65092.6597246383
"191",36854.9674124812,28260.425349176,27630.505738511,30130.2737998541,36989.3149769497,43458.319505822,53926.7184225779,65585.7863696575
"192",31874.8152673752,28693.4865310278,29543.8583033727,30787.1479178976,36795.7759870444,43963.7968707529,53324.0357109451,66932.7554683195
"193",28870.4635548065,27381.7855381449,26896.702725985,29603.9780125449,37242.9118999161,43531.236228526,54184.8505826806,66563.5754569311
"194",32197.6139219908,28075.4682371845,28982.3675977295,30787.3891731213,37942.4466147841,44690.2128801871,56475.4249695976,67877.791201138
"195",31856.5043647552,26550.4523844402,25767.078911095,28664.1875087127,35883.0713662914,42322.6310232294,54398.2178801486,65493.6813463339
"196",31437.7827559016,27397.0919273145,27101.2868401541,29246.7391541582,34879.3419440471,42181.1160279428,54730.2305049378,66469.5754007763
"197",30294.1131930562,27860.3117465109,27178.7062537007,30158.0011128113,36934.615541725,44037.8891843091,53954.0849642872,67100.7053109529
"198",31522.7640839455,30266.2687668453,26174.0159610568,29772.3098685185,38679.7888242219,42853.6158077503,53428.8580646812,66328.0113776682
"199",33461.2507714843,28462.9563410999,26250.2573809686,30684.9645656377,37565.6039325776,41733.0220166665,52732.8519582104,65929.6631138578
"200",36514.1781173482,26451.9380714375,25981.042990931,30962.3317965253,36279.7290371577,41999.7556875989,53199.2983702403,65732.1181046344
"201",34766.1344564194,25842.8127128823,29350.384081478,28503.4330048399,33638.6003176951,40833.3614164463,51779.6702511264,63851.5993460398
"202",32838.7542346347,28583.1995522646,29164.3204308726,31294.2674799389,34871.2177378964,42500.0389524376,54518.3104061927,64976.435012635
"203",30094.9280141555,30465.310134407,26476.8110098668,28327.9869278752,35291.5113967556,42952.1610265576,54014.7328932383,66077.2420998749
"204",32156.958695659,38317.8742266252,30275.608143151,29902.4139293362,36151.2893252328,44457.1055779865,56513.4945322695,69855.8754678161
"205",34659.8155836119,41403.4203467363,33184.8102234336,33377.8269999402,42275.2204718893,46913.8513676777,56168.5622453716,72792.7419847689
"206",35629.3319113202,43492.962330595,35573.3586040759,35245.2124349448,42088.5502649603,51555.4149552878,63670.4794589701,74978.8539368949
"207",33527.2140264978,34804.1779190476,31777.4595496592,32040.8888604368,40845.3254152254,45688.3123066947,57839.5023276529,69877.4528872261
"208",33655.5094098108,30941.4110995138,29639.6215440141,29860.6647023548,35085.838649878,43006.4552198204,53982.8654782262,66044.1825747454
"209",41565.6863661954,27872.0753617044,28987.5534825641,30214.6718806595,36621.1365148414,43689.056877818,53203.5527843383,65663.960310474
"210",36257.2548088227,26814.4137721391,27093.2338678868,28683.9174628972,34816.1078418448,43390.1782651529,52661.2113658171,64856.0471304808
