"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"69",-9962.36675613705,-10507.9376839258,-11885.609891766,-11374.3154972865,-10759.1545888243,-11616.3414658504,-12301.2570101633,-11751.539895401,-11024.0772660226,-11554.6214431299,-10143.8250529698
"70",-11751.8233301138,-12193.7291009415,-12295.5468562775,-12298.4340222652,-11596.1986423279,-12012.3510541979,-12126.7039849474,-12012.0869421964,-11166.7209496406,-12441.0316599856,-11732.6287510372
"71",-13740.9970400099,-14430.3906524401,-13872.7645292949,-14126.9256131709,-13725.3131497846,-13739.3295716689,-14077.1701043785,-14018.7881839682,-14082.1580423301,-14341.2487152994,-13324.6111285636
"72",-12611.0300069593,-12802.0834380549,-12961.7810490442,-12554.1989614312,-12192.2349578659,-12858.8244969311,-13535.1475038648,-13301.4536007823,-12743.1095525489,-13004.7409084475,-12248.4888953062
"73",-9696.4539022593,-9502.61207691457,-11153.0447098378,-10335.7175854819,-10396.1162634351,-10316.6723524227,-10926.0157097439,-10825.8378633122,-10068.6358709247,-9392.96251382615,-9701.15994508243
"74",-4620.77317074204,-4610.68101012226,-5700.78504700445,-5272.5211444829,-5463.01690444881,-5994.96115853419,-6592.75627410674,-6064.24232136545,-5558.81425805581,-5422.90221647738,-5333.46926749249
"75",-831.155914929965,-285.824638131795,-1081.29867742902,-1937.87339165174,-2582.68581577169,-2674.75318828464,-2264.7522771064,-1983.89004549328,-699.812412575739,-292.666137183551,531.730215029689
"76",4511.78023286464,4843.91818079865,4020.64465187828,3401.98482566329,3865.50313415542,3595.7581353995,4017.28229248375,4397.60612797755,5134.85974526715,4961.81821172025,5301.94513307455
"77",-1825.27911250773,-3304.58192143004,-3367.91428891935,-3576.7654852082,-2325.2075942788,-2517.76551913939,-3082.28826891242,-2535.35508925543,-2684.00219621992,-2476.24254572975,-1669.92688166251
"78",-7051.98097041314,-8550.89488422442,-9211.92854194641,-8813.90062444726,-9305.63908502227,-9042.79043692182,-9715.70484629847,-9476.66885323947,-8544.60685704383,-8513.15278796898,-8125.94772659148
"79",-5236.60438479015,-6259.2642638297,-6195.25510496018,-4903.38029393853,-5069.52271550088,-4636.94290237204,-5076.87879612351,-4764.1950336126,-4713.80459664758,-4566.75867171661,-4566.25760140385
"80",-2021.45330787136,-2544.22028801397,-2292.43918470376,-1421.2017559545,-1099.67092282043,-875.256829235004,-1705.10913133555,-1961.00314193915,-1250.97509149893,-1487.37006036119,-2516.82643175796
"81",1809.89304916595,1213.29907945528,1357.46627712379,1972.44829739459,2362.61204872338,4665.39377708742,5081.39705496057,5839.13020108068,6241.95218976445,7115.85880955994,6844.83398429489
"82",-3522.67842628145,-4827.20708122837,-4886.4866433526,-5484.96370775696,-5116.73170729003,-4550.1237449082,-4689.08848760918,-4948.18791908013,-4093.6440863641,-3930.98532612278,-4368.27451305107
"83",-5852.40224394098,-5995.18931939496,-5421.29829228717,-4654.11655073414,-4043.78711356183,-4476.67395004365,-4769.11334477011,-4513.35040958641,-3685.61413376462,-4436.33177129281,-5045.44642682407
"84",16611.3130384452,17904.7516419312,18982.4910057654,19714.6356856716,19049.0210587036,19099.2184806584,21473.8027016481,21525.6001514221,22146.8619124644,21121.644920524,19913.9598913997
"85",27439.2839326439,29253.5791619805,31964.9667183912,31954.7943712335,33310.893268871,32236.1879936492,34733.291521105,35808.2774954302,37013.542089524,38180.5220187274,38641.8396222575
"86",-7985.988654427,-7849.49495645661,-8016.58767380241,-7128.40127536025,-6370.02590105149,-6472.80385670622,-5383.51476253167,-5376.69374826879,-4663.21460411071,-6787.2036200088,-6737.08336015795
"87",-17309.5584103117,-17766.5158276788,-18063.4377946799,-17690.0015501332,-17652.3939246945,-17841.4267841564,-17803.7707396989,-17079.5688835151,-16946.525538253,-17128.6257603454,-16575.7392822993
"88",-16457.6609864016,-16069.7404834188,-16400.3840251818,-15829.7364313145,-15920.9416330641,-16215.1683228189,-16397.3422290737,-15575.0257530366,-16118.3204396494,-16294.0692384958,-15736.2375030277
"89",-15838.0999741822,-16178.5866807819,-16587.7416515263,-16089.1027334412,-15955.7253024564,-15327.8474759661,-15036.8225541754,-14615.4472981984,-14511.9664603372,-14269.3359848314,-14126.2791779092
"90",-9655.10760782523,-10789.7691325325,-11957.6627250706,-12184.228209887,-12561.6247331683,-12671.7228027903,-13232.121331105,-12449.2938021333,-13071.1864495177,-12779.483090806,-12897.5986704505
"91",-10573.6471278584,-10945.7439549462,-10199.6857891247,-11385.978967184,-10794.0393714197,-11307.7294209098,-11667.2588277361,-11301.2581539608,-11054.3882308747,-11170.6364915316,-11465.5782186046
"92",-10192.0545115113,-10219.3552808353,-9965.10335007998,-9761.48876905452,-10806.4606996501,-11048.4498988731,-12290.3956522358,-12289.0694046318,-11575.9838823647,-12468.3324636969,-12053.4438332665
"93",-5660.53715919685,-6418.96881542537,-6598.77133870736,-7848.65496283152,-7378.06131907815,-8768.69832807922,-10064.7937923138,-9755.16098190215,-8342.00022571792,-9077.81944657798,-9488.06105013772
"94",-10518.9408263883,-11706.2158199686,-11648.3041542762,-11560.1514636897,-10533.5754817315,-11198.1933073775,-11224.991797579,-11255.906565415,-10114.4639423675,-11061.2251462201,-12532.2187963528
"95",-15389.5298748456,-15398.0633252313,-16317.9023972862,-15698.795918671,-15982.9183171165,-16471.8032019327,-16015.515507994,-15463.2756188254,-14899.8858529759,-15501.4133248308,-15779.6695372842
"96",-14744.1793794465,-14267.5398147464,-15092.3406656415,-15637.4787275545,-15271.7197193878,-15870.2549734897,-15799.4821767706,-15997.5363231119,-15778.418563034,-16761.6989783465,-16102.3206155098
"97",-11191.1335055487,-11478.8947988243,-11878.0503890211,-13018.0326813891,-13453.4678832754,-13969.4096377593,-14223.7387998713,-13868.9419854798,-13686.0937905845,-14043.7010851292,-12827.2522693699
"98",-10929.8271936655,-10077.113536976,-11712.9098975785,-12661.0110064619,-12979.4018196423,-11631.3238126457,-12601.2279591021,-12387.4992175614,-11760.763773392,-12134.8703234027,-11776.9418395592
"99",-12814.9033849323,-12014.735951738,-12343.530521375,-12889.9210192688,-13114.6464220975,-12171.0216962485,-12893.9498984407,-12597.8587805375,-11921.5486518912,-11844.9838027063,-11872.9333353717
"100",-6792.68345436644,-5749.37993862802,-5504.31813025994,-5140.41135770579,-5384.79627332027,-5039.61041070626,-5179.84413235996,-4866.45552718467,-5540.67443404823,-5702.18211938045,-6233.48403748967
"101",-11310.5477609399,-10651.0732526528,-10652.6010207338,-11348.4765491334,-10700.7015942084,-10099.1377253158,-9954.07974656061,-9974.27086017708,-10207.1194941395,-9726.3851966495,-8994.43303903505
"102",-13501.0840629144,-13605.0459125867,-14125.5992278428,-14616.0449714835,-14664.0160502457,-13794.3144591195,-13967.8711496785,-14085.7024102962,-13168.016226458,-13759.1717500839,-13105.3001284932
"103",-17122.3021789568,-17627.7432052031,-17770.9934762465,-17871.6381791045,-17575.3489829627,-17675.3591931625,-16995.303322107,-17852.3984857445,-16835.1948814521,-17182.1494557576,-16352.1613855162
"104",-17626.4935747888,-17592.4514790183,-18580.5021894905,-18582.1831455837,-18152.7465655572,-17852.4660515401,-18112.8327924107,-17841.6363790692,-17202.3526622695,-17462.8952212086,-17605.2595412694
"105",-18361.4518254196,-18734.9129668382,-19477.9353682398,-19739.14574723,-19437.9455481389,-19465.7279513976,-19311.4709058203,-19047.3696871934,-18582.0408617094,-19210.5509917745,-18566.4310690287
"106",-19295.2115594998,-19696.4982640187,-19841.9432138123,-19861.9723179689,-19388.0436557595,-18637.6882761902,-18577.6572750012,-18868.3780845804,-18175.6591586467,-18512.1652286187,-18476.5594314837
"107",-17803.6800218484,-18516.6792512173,-18743.6943325165,-19269.7119253311,-18757.4322751477,-17827.6499793911,-17075.6864774728,-17970.5481446498,-17463.0131263229,-17673.6929122275,-17341.4925175695
"108",-14365.7997358497,-14869.7275955465,-14329.0927660935,-13985.4649217948,-14148.1272452827,-13444.9358881159,-12895.9460456046,-13303.6066059185,-12932.5137754039,-12911.3672757208,-12201.202715562
"109",-12900.5965228774,-12895.5061878773,-12857.2034227032,-12956.0040508913,-12808.5167687353,-12300.2221369594,-11779.3410400229,-11912.2815519705,-11711.9523920406,-12116.5115474414,-11468.8868141741
"110",-16099.0553894668,-16291.6182003415,-16032.0309082412,-16812.0215193008,-16702.5505945932,-16034.2158017803,-15944.9346282889,-15805.528726888,-15272.549049794,-14962.1646504326,-14550.2460400563
"111",-16176.1653630226,-15840.2189407323,-15435.1813294685,-16088.7004671339,-15743.0934775147,-15504.5210571437,-15879.7272748082,-15351.2194221881,-15094.6278465717,-14835.1384801707,-15162.9178235295
"112",-14729.5157961359,-14493.9304012279,-13709.2841118123,-14158.0720019292,-13316.6954999561,-13643.0129962025,-13331.8437441121,-13910.734919089,-13094.3914564257,-12682.3246624013,-12779.9551333463
"113",-13336.3089066107,-13461.2256513972,-13885.2061468985,-14376.3108972604,-13323.5186198752,-12710.7169208233,-12381.0885100038,-12475.4403556584,-12040.1652968202,-12431.7705552243,-12297.3790994709
"114",-13409.3488494532,-12954.5056724956,-12337.2282111546,-12631.6358263576,-11134.6026150485,-11438.9206679463,-11712.7023126016,-12410.8139843258,-11441.9073881084,-11282.7994403519,-11295.0547227812
"115",-14816.524295923,-14803.1506650474,-14661.6733958392,-14136.2964568019,-12904.4980673808,-13361.8970709805,-13840.152536494,-13757.2404611531,-13817.4593990968,-14234.4084206114,-13848.2692994395
"116",-14348.2551004012,-12772.8978838152,-12434.4303573922,-13072.188566618,-11857.1778723788,-10925.3805728538,-12209.6688098389,-11911.0620182855,-12179.6910250892,-12085.1104014292,-11793.446902161
"117",-19100.2643679312,-18365.0912866495,-18325.6454829662,-18443.0897300127,-18194.2424281318,-18507.7586606076,-18956.6272514179,-17912.1319843497,-17522.8909293112,-17112.8955055967,-17079.1471393844
"118",-18770.2454168648,-18722.9093622024,-18544.8714066524,-18772.7331010662,-18911.6260228507,-18370.3228606509,-18802.0897845012,-18151.6570829647,-17386.0672762629,-17094.2970841853,-17291.8901679263
"119",-18991.107819128,-18880.302490496,-18619.8879587566,-19157.4061860537,-19073.6001933854,-18659.6252806399,-18753.8399332754,-18437.1863308106,-18203.6934645564,-18722.144984053,-17647.9980492537
"120",-17181.2850553247,-16766.5141280741,-16990.4058104694,-16841.5428401775,-15751.8659017684,-15241.2037451127,-15321.3000855519,-15877.9752983112,-15127.141530054,-15261.6375067231,-14707.7571313557
"121",-19157.927593775,-18677.4739278305,-19143.8060388459,-19301.9454297697,-18961.772174701,-18501.1311320862,-18069.7070881145,-18555.0968309501,-18486.1710738144,-17808.8517659853,-16992.6567544569
"122",-17749.9631424091,-17548.445943536,-18154.5309048814,-18571.5384720592,-18426.2327849132,-18634.7583350334,-17897.5720919014,-18589.4351042187,-17870.9687127603,-17119.3793672282,-16773.5710013826
"123",-18066.4950513133,-16423.1534252342,-17946.795696702,-17712.5624030317,-17363.9219231945,-17783.5227809901,-17483.8246462683,-18042.1438160014,-16781.2520294314,-16233.2152746758,-16338.3010493702
"124",-16861.5280038548,-14803.4299544287,-15614.5421644259,-15614.505214797,-15147.310351704,-14770.068265972,-15084.3660774067,-15368.4655088517,-15502.1236157452,-14815.5430055419,-15069.4989550328
"125",-13486.845312939,-12463.0534410222,-13462.7581613062,-12759.8643823831,-12241.9715796187,-11260.6913298047,-11485.1382635395,-11459.8071211423,-11323.7423803625,-12440.0534934175,-12264.7781825494
"126",-13721.4400067199,-13118.9563334314,-14171.1964720337,-13799.0582216193,-13152.5549658723,-12891.2463348071,-13347.0418980199,-13831.6637209403,-13330.9297551988,-13513.8842967055,-13171.4026750183
"127",-17635.5645556756,-17146.4054878167,-17839.2718399142,-18114.1127826352,-17559.6774927836,-17266.6747174322,-17284.58862556,-17521.8956236463,-16565.8276079551,-16129.4120951847,-15881.7591481763
"128",-15034.9890031652,-15327.8497733055,-15376.1785573033,-15802.8379120688,-15588.1297721565,-15921.1929938812,-15513.8770938128,-15539.7655304875,-14848.2288784567,-14811.4620244952,-15065.5851797253
"129",-13869.3651211906,-13546.601205496,-13852.7842338419,-14897.8930127544,-14921.8159921255,-14772.44122739,-14090.5044320996,-14263.8226386838,-13817.9610608317,-13815.090720168,-13614.594226369
"130",-10216.0069431788,-10236.0163488944,-10066.3958932439,-11585.9708865395,-10836.6771712614,-11151.7003877258,-11385.1411415545,-11792.4733817149,-12120.3633868776,-11907.2825965247,-12374.745852766
"131",-15923.0163893881,-15842.3857932768,-15452.6261394267,-16602.2389499869,-16580.9515364802,-16550.8250091565,-15605.3147833157,-16031.6057051889,-15556.0240324158,-15808.915645999,-15276.0593527609
"132",-18300.8929481239,-18077.5184748968,-18008.4034889359,-18893.9473798591,-18914.7243971509,-18584.8264040073,-18205.1010820037,-18918.1438134118,-18208.2135264717,-18218.2322702759,-17520.5634059521
"133",-18968.6163935415,-18452.7232702064,-18806.5905882086,-19007.574394264,-18259.315761456,-18165.1720707692,-17092.3281976224,-17814.4793008631,-16850.7506161516,-17681.2426404519,-16429.8285547339
"134",-19486.3747947453,-18579.4839791538,-19145.1482821212,-18836.3817020164,-18525.6440076239,-18455.5899419702,-18195.8911795452,-18288.751307767,-17203.6442424189,-18046.4918613643,-16966.6883439729
"135",-18703.8512833889,-18238.2512311672,-17901.4542218084,-18873.4846171568,-18437.7384818262,-18233.6916815601,-17488.6559025053,-17109.6131447216,-16508.1746001594,-16955.7779262254,-16330.9202181741
"136",-19174.6129142819,-18578.5321562122,-18421.6385486807,-18441.7324512332,-19369.6885850997,-18591.9407817929,-18240.0738121931,-17826.3394371925,-17270.6313983029,-17724.8455704911,-16497.8235790075
"137",-17174.7290847538,-17323.7027492008,-16909.7917129482,-17293.9666510955,-17339.8023555601,-17196.1506594347,-16712.9624436028,-16551.7012355023,-15990.3384992536,-15820.1870968342,-14698.2089861854
"138",-18766.4370594265,-18804.2968218011,-18772.0756007848,-18138.6324651875,-18486.4691697611,-18921.2633513435,-18080.2743228447,-18112.2879889706,-18122.4388413912,-17322.8140801878,-16446.6668884877
