"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"39",36005.1551034104,36645.8370414488,36425.9572204585,36633.0424305924,36067.7235037953,36301.0426795616,35942.5320370603,35650.6774145781,36547.3257920492,37319.0611181436,37132.1969578256
"40",41967.5850024998,42925.7537018336,42701.5722670852,43044.8296455271,42352.8730976514,41084.6045731057,38204.1603400708,38148.2529557455,37454.9577799186,38852.3042344367,37718.0789442193
"41",42852.5569644131,42463.6992010393,42267.6346010308,41262.1084891332,40607.7278648054,38924.1210740119,35855.9419036258,36217.4704242388,35524.8096253343,35882.4235835312,35546.699961777
"42",41373.1409642975,41016.7939451509,43212.0148277927,40398.4339651852,42244.259746443,39904.1909481779,37556.033145288,37957.8601484566,37705.1036732054,37731.6488125247,37063.4417401368
"43",38593.7604154754,37486.6826608544,37918.5351664054,37245.3901593838,37356.273252884,37020.0847382692,36766.7700736054,37148.3122489273,37529.7860952485,37164.1236702627,36861.6009730978
"44",31601.7378684317,31046.8340289796,31612.846308848,31539.5759909861,30535.1024938076,30859.4672249953,30217.3158783175,29355.2303615726,29774.1839602694,29363.6468597105,29684.4540871129
"45",36715.8485788577,35614.3850848082,36808.0334639986,36344.9837132315,35481.8889034175,34236.5090613166,33371.0365487022,32728.1608187026,32284.8254785127,32642.9696781466,32913.1241855677
"46",38073.9905551072,38138.8600708979,39514.4053689663,39729.9985732927,41916.6528550917,39694.4557379008,37748.7221503108,36540.5328156366,36961.8833530359,35501.4093013148,35130.2631118908
"47",36255.8179558116,35180.4642919011,35221.1718350643,35487.7490339353,36521.4404418778,35115.6515123096,33439.7758569834,33803.6537124498,33955.1313793124,33691.3004388547,33921.4074677959
"48",35458.9317984741,35959.9680739911,35585.6839906483,36339.8655532604,35791.5787120701,36120.2804829137,35646.3809187718,35325.6599713852,34306.7052011398,34310.7420216204,34280.9553583571
"49",41178.0337957119,41149.582168907,40134.7205356469,40563.2581353139,39972.6143351945,42210.1577783424,42061.1754596327,42087.349434659,41052.2714224095,42248.4740194747,42904.3931042676
"50",33570.0892373852,33014.3580753871,32695.9114387678,32552.607051954,33164.9795996252,32895.7067708542,33009.6698993249,32581.0864762672,31970.167839433,32640.154955284,32935.4552997009
"51",36025.8536284627,35631.421796145,35360.7501995674,35034.1765919917,35805.8896015244,35523.6058661668,35840.6648250283,35129.6996996094,34404.5001319213,34230.9765175124,33708.9141507077
"52",34578.4300944806,33868.0075802571,33689.4338395311,33397.4792551216,33322.3546408395,34139.3964634306,33670.2373161774,33546.5758594854,33219.3782280882,32950.8106097912,33432.5466082299
"53",36716.7037760991,35567.6394596038,35413.478666568,35375.5119288231,34549.9637594652,34723.1633186312,34925.4710034006,34616.8529883491,34162.2715079346,34029.5955323427,33894.9123948567
"54",31670.9470337357,31289.5317118398,31409.3220117522,31359.2573775967,30787.9389013242,31110.6974141888,30900.9620983649,30598.9998867197,30735.528986233,31081.6626899727,31400.608722086
"55",31609.2755125991,31304.4605278283,30968.7766306327,30851.8141449484,30935.9156110816,30810.17139353,30253.0248560905,30471.1791902587,30449.8085529417,30501.4313483227,30730.1089894234
"56",31340.9120854254,31298.9150577939,31158.9251495327,30934.3261802482,30918.3763446002,31492.1465660969,31228.906165792,30928.003903211,31203.6983637166,30774.2068545672,31196.3445753256
"57",30945.331979979,31507.01592679,31406.7180462485,30985.7463118838,31036.5083823476,31691.2054531477,31252.0698504288,30902.579020544,30552.8804063504,30329.009404814,30313.5384071721
"58",30391.1306043329,31062.1695498722,31108.9504309364,29907.9951582436,29881.2809668974,30112.1806132249,29650.8453439314,29260.5337569111,29352.9538714435,29869.2728031235,29527.4321150084
"59",33414.2162321115,34105.0046953518,33846.9150370791,32255.3829231165,31709.5045873301,31693.9011530029,31269.6796781778,30500.6233305884,30941.349551689,30760.8639096106,30276.9629948072
"60",30107.6106710052,30569.2368432545,29553.1023959121,28391.6360200123,28575.3092706862,28399.5599032417,28592.1519044522,28096.2209498773,28229.3787759176,27912.638520862,27950.8020634787
"61",30112.0014846427,30902.9148218055,29087.4544325525,27861.8507061582,27360.178457212,27421.5906198595,28233.7443834264,27454.3870798309,27357.0587924991,27839.8854060203,27412.5058216695
"62",29516.3335348905,29673.4689223071,29501.4864282425,29455.2935151634,28987.716121571,28796.9477302984,29337.7244526699,29469.2905112129,28961.8887662205,29233.8959116255,29318.586387086
"63",30707.7514447698,30701.9014904683,29766.9599054014,29431.2250379776,29637.9676293743,29114.1842777136,29355.0870977025,29524.2410440621,29410.8845090405,29444.8460780358,29647.965288328
"64",33628.5309753745,34111.2167328917,32451.236973558,31889.8586563434,31617.5292839072,31568.2574821982,31547.0562453163,30311.6047588035,30373.9959034689,29974.3521023986,30447.7975000592
"65",31495.912120574,32105.4792240003,30928.8885371407,30496.7601789888,30681.3119933032,30445.0230163774,29917.9248604385,29958.6002458086,29984.6800792875,30052.399008014,30003.9171444283
"66",30178.1411088041,30200.9402925741,29234.0795498457,29124.3811304109,29250.3139908551,28838.1899804079,28556.3398222299,28820.0063386497,28838.9431968751,29164.3249053633,29336.0108442376
"67",28701.7395973324,28650.7363336997,28799.990912176,28342.1425235103,28748.9893449848,28534.5076630385,28238.8488309119,28275.5909860055,28303.5611362161,28306.7027283046,28647.0407983024
"68",29126.3289413682,29441.3349254043,28207.4048547326,28492.6904965173,28043.2774621442,28535.6227923555,28528.6188869454,27560.5703987389,27080.2927842411,27290.9927476617,26819.5939828582
"69",31696.32665315,30986.7727662226,30207.6946085555,29846.1341713715,29790.7416866437,29824.9344047365,28994.4543290825,28555.6460574486,28578.6679032744,28197.0830231068,28357.0914746345
"70",28847.0477907239,28245.772083227,28272.899445148,28547.8576379619,28395.670960175,28423.0389532296,28322.53498417,28698.0231852675,29364.1475588117,29798.6454052702,29336.8214536353
"71",27832.5160726375,28099.925752368,27825.1540917001,27330.3919234801,27063.354580802,26906.1522967653,27136.270153225,27641.9453924196,28084.84960985,28569.9464300354,28349.2684037265
"72",27533.6459093848,27532.0746880727,26992.857301679,26915.3510014128,26493.937070555,26238.8763312621,26147.5937380674,26098.9232594921,26213.2996518982,26713.0736600589,26907.2898966364
"73",27145.7538655978,27444.6417306462,26740.0426219343,26726.3043799043,25671.1757754031,25875.0943794919,26274.9380267454,25283.4242399448,25274.525764936,25441.4941325361,25671.3155645999
"74",28802.339399765,28577.3927308834,27438.3696168954,27746.8105216475,26877.0878453273,26942.1865267849,26858.3882435177,26057.1954581014,26521.4681052513,26228.184064197,26438.6816019728
"75",30617.8726239218,31318.5475916765,30308.9163933707,31552.9935443928,29803.2593138332,30410.0822827904,31021.3609189829,30397.3338004294,30204.2352929,29365.5704622916,29006.6809091937
"76",27873.5186413827,27170.9009520649,26175.5406509798,27107.7368043468,26261.2610496261,26621.660367933,27672.343806735,26820.9191500351,26766.9911298746,26210.048223101,26624.591609887
"77",27684.248823902,27033.5309830138,26716.0671138862,27037.7679254553,25892.1625854834,26163.2881153877,26741.9585321796,26496.4815964345,26798.1739059035,26501.0114341026,27001.3888720303
"78",26468.8560581701,25915.2816504464,26352.8255240817,26337.0441721852,26174.210813442,26710.9589657633,28071.0756869527,27192.0291933542,27710.7774569599,26858.4023995453,27099.6053660979
"79",29901.8168960183,29964.3628293457,29619.6547206858,29801.0793743663,30457.8143034472,32511.8420725227,33857.1536500214,32143.004900566,31939.2277862644,30156.042282732,30061.8540782121
"80",29491.8629958643,30145.8999399303,29668.3702244585,30689.2446917965,31108.799416204,34136.0258431246,36454.3755523693,36021.6080350148,35062.1022181702,33520.3587079482,34322.315276612
"81",26898.5113182125,26739.206451944,26416.2046948155,26647.9174001746,26399.444065555,27029.0580942125,27657.5153443348,27827.651623485,27480.794237642,27705.8442914126,28310.1219553364
"82",28941.6328627984,28369.2022821578,27781.0945532836,27593.8327129735,27359.2909252969,27528.5600353309,28072.5134677884,27476.7509954382,27173.1302324632,26739.3696703704,26600.7815229917
"83",28636.455374462,27999.4107383552,28507.8358145061,28208.3662605379,27416.3752621478,28203.9035010314,28916.8348594722,28273.6902836111,28002.5681991321,27636.2991007637,27835.3721567285
"84",28221.2631611518,28468.2195606265,28488.4030917279,28341.2798564213,27442.904088431,26973.2943420375,27316.9470887513,27016.5635187695,26386.3857638027,26138.6184967225,26598.3035972139
"85",26704.0299081348,26406.8214878242,25827.0224202011,25527.7155515486,25269.5758585981,24448.8770960136,23523.4989065681,23351.9895408155,24054.2504152412,24057.1248592216,23759.0414046293
"86",25174.9416013354,24975.1761316747,24530.2140489252,24686.7173457395,24893.1332106558,25377.2710598755,25156.8028131039,24850.6115807879,24603.1285078452,24890.7465830532,24648.5534787762
"87",26259.0939305025,25797.3399322885,25909.5560195052,26032.5920072417,26451.4146948175,26824.3599794612,26631.5316551714,26309.4115592437,26160.346743898,26279.3096277392,25997.003540372
"88",27691.7545535664,27436.2131133621,26822.0997928226,26865.1405641202,27022.3411870867,27277.8672376783,26889.388181294,27129.9318128361,27096.6441067077,27506.059148382,27127.9714827473
"89",27999.4234348616,28616.8925965422,27897.6986953288,27713.3517291472,27442.3572011803,27615.0351073124,27764.0779304477,27938.6272690472,27485.4131763268,28106.8854586107,27386.8658743951
"90",27106.8189157931,26581.4146284435,26243.4653116857,26176.5572697327,25647.8480697824,25588.7861907217,25356.0424886058,25594.2100415809,25644.5533562947,26121.8899225285,26203.7704013157
"91",25808.8820453637,25294.688276463,25193.691139334,25195.728943992,25014.5187160905,24832.4120239022,25075.5767122683,24396.5418587421,24530.0747040533,24417.8501340442,25088.3325743635
"92",25984.0464863479,24651.2561929123,24640.5315689782,24738.7532192105,24477.6704564462,24216.0835601733,24732.2758039717,24424.327931676,24161.3171852795,24252.5828112188,25200.5325263275
"93",26224.9577716537,25470.1945282738,25530.6017809564,25482.3679851757,25517.1140272744,25259.3355694746,25264.1214369319,25027.8711441163,24915.5420937335,24963.3674631548,25747.7772198692
"94",25350.8180649007,25334.883888138,24818.1477029503,24498.8484156202,24588.4660752229,24421.7127721846,24027.2160230787,23843.2927116539,24100.0999320625,23752.873646875,24130.8986990063
"95",24891.5775406305,25249.9175882622,25326.362928229,25391.3713569643,25366.3391041963,25444.0316094415,25022.8797007496,24605.1346912054,24274.2784600507,24605.6521233518,24944.220353588
"96",27273.5774663023,27861.7222280641,28473.3643022347,28782.5524105892,28973.7357105352,29292.4391965077,29311.1225620736,29269.387344386,29093.7157070311,29290.486297389,29213.7553137274
"97",31591.0112631085,31471.9879395786,31301.2949209876,32071.2653074973,32231.5934117397,32108.6143351151,31676.6214071825,31957.0254390692,31776.3661731986,32642.9680169406,31258.2745546308
"98",37096.305679306,36429.6860246767,36169.2849570269,37045.1306513186,35398.4589206661,35116.4926681882,35764.3183719508,36090.1311107145,35099.9429086734,35916.8059222415,34708.4403463026
"99",34083.338263728,33600.4557292329,34621.6067542731,34673.1463381992,33117.9089065284,32555.2907545058,33475.659282026,32360.6167766877,31555.7157781822,31331.3553951988,32682.6353753771
"100",30030.6888463487,30338.7459745457,30100.6211584216,30151.6669252028,30156.6265277598,29716.579407109,30100.8147580953,30199.7282587932,30334.4848930849,31042.9986228359,31324.3412241085
"101",29000.7385241121,28893.7448612371,28825.1951908477,28142.298048224,28557.8211736208,28254.926162376,27979.6467828478,28256.1338751074,29044.2359812607,30479.6822827206,30360.9153582181
"102",27954.502446522,27546.7334559464,27222.4857079687,26760.0541560109,26528.99792434,25521.1881465626,25813.7690692232,25792.5517844842,26077.8650068251,26754.4716339405,27290.0156870738
"103",26217.4369105103,26001.5140943739,25217.7550102658,24434.0973175719,24662.904702637,23930.1819979027,24375.915518509,24820.9879169258,24816.9204298027,25550.0534503144,25937.0697070005
"104",26745.1768625146,26661.1718681433,25517.3714547878,24457.1251576122,24787.6030840278,23697.420970442,24193.0172356865,24195.2879097763,24494.753336817,25512.1005285063,25500.4662263544
"105",22684.6808037429,22520.0539786836,22989.435883642,22881.4428713379,23100.9029883812,23209.6055572378,24235.253631511,23693.8154464028,23827.6911073758,24322.3952895874,23971.3683994989
"106",24547.6648973901,24599.7373989247,25180.5639805876,25343.4611496484,24681.6389747175,25102.397673482,25672.412800081,25531.7177390266,24396.2504967114,25275.7393146222,25646.5673223209
"107",24050.5495513287,23995.0244075894,24231.8258364239,24682.0240605333,24417.1450466089,24804.3260411258,25437.9035111123,25045.2492179529,24572.0414201464,24674.2165995791,24752.5363737809
"108",24114.0975769495,24401.5936114305,24898.5081037789,24691.2884250066,23647.0367545837,24378.581727935,24210.1116842893,24027.7504081889,23898.7970669511,23930.9167231162,24432.4073136515
"109",23943.9205492149,23924.3078665292,23671.7266586973,22782.0466909946,22922.088207221,22634.2649867652,22730.1083657772,23426.344773069,23361.3400047099,23068.2360378061,22847.7680739454
"110",24382.5112678708,24262.9389651499,24114.7140036263,24105.2259866304,23727.0558099745,23789.6534176739,24102.3410516414,23656.4527902818,23656.3857351593,23710.7955998224,24215.902098765
"111",24797.4512898097,24805.1371800184,24627.935269658,24649.8068455926,24014.2187102817,23803.17302503,23898.2089072999,24188.2278992367,24435.2984840071,24133.4609133361,24051.9749480577
"112",27929.1944235612,27397.5736247162,26375.8415609858,26138.7704423817,25726.76243502,25736.0617800581,25551.4248452172,26289.6613655951,26887.9380532923,26814.8989673182,26597.6104305725
"113",27567.0534078801,26642.1761608482,26681.1388065093,26523.9997495176,26197.732151415,26203.126903457,26199.4784224204,26276.6245818526,26780.0449554219,26752.1508982527,26534.5362768544
"114",25105.1170897172,25153.4911761011,25230.172021493,26022.0663762984,25470.9087722243,25505.1742896797,24502.5161461691,24299.4631440862,24070.6976636133,23748.6008822894,24082.5567772403
"115",24374.823235882,24585.336703905,24778.5824434949,24930.6525199257,24544.5423991962,25160.9616628519,24886.6192108032,24683.3212774794,24308.5657316461,24848.2917660201,25549.5766711867
"116",25875.2924846518,25620.6040109331,25324.6194557461,24971.4267285527,25419.9129719468,24978.1359130677,24500.2557635817,24545.3687884999,25141.8327877512,25168.0483678118,25395.643529425
"117",29428.1927830572,29781.4911969289,30745.5106715162,31464.8754021145,30626.331536773,31629.1436966834,30512.5509414645,28515.4054739297,27453.6867719654,27637.7355918474,26762.8916542081
"118",33798.3671055255,34258.0669814398,36354.46091319,35309.1041968087,32795.3651757589,32910.8986932424,32346.3613710126,30181.3791532138,29122.0695544321,29334.3872935965,28977.3829814885
"119",29109.8527838053,29056.9772431068,30171.5043701199,28199.5933372408,26914.3714588755,27295.9165496825,27414.0577155609,26728.9575718461,26500.433521921,26897.1828618914,27141.3494353353
"120",28129.6312542641,27928.496113103,29790.2275927794,27899.5330163278,27249.5299631837,27538.9792131311,27144.2699935548,26489.7178952145,26305.4754316074,26403.5744069257,26264.4076046553
"121",25938.2870061573,26142.968666893,28284.4638773394,27739.1404792448,27010.9297537648,27800.1103231184,27117.4686534634,25994.0175601401,25842.942054523,26158.9483052802,26691.3095852124
"122",23463.9537470898,23600.6616751458,25530.8334099457,25359.5502707451,24848.9023747075,25996.1363518686,24915.0242432654,24123.2629139375,23705.310274186,24068.6249385406,24298.1938141932
"123",24106.7987815432,23636.6564360286,24850.0922144092,24823.7651876307,24383.7182278036,24858.8706341917,24632.0375424854,23728.2776529884,23434.5622289137,23808.816519,24630.2987235494
"124",24958.4478788766,24079.2590847603,24185.7488863391,24069.075712731,23065.1171367173,23126.0096753584,22943.0266354739,22740.0827434948,22789.1845641543,23346.556593351,23877.4650033254
"125",25333.2314715038,25052.8825855973,24265.2437652319,23850.389856869,23613.0081665336,23342.6946483381,23210.5683168249,23312.3709707383,23868.8265654089,23840.2528019959,24372.7444074631
"126",26606.1372260347,26908.8312451784,27142.5015033205,26090.6761412785,25436.771173434,24855.2558188203,24687.4988266726,24891.5742664583,25451.6869533704,25822.473454504,26252.0440825308
"127",26105.5381585293,26931.4509011104,28205.0933188679,26573.9861328213,25715.0594748977,25601.4069373593,25535.5150186617,25309.9997259193,25218.3062040239,25914.5205785682,26734.4100143466
"128",28975.8247310388,29027.4470904508,29353.2134519709,27800.3080045153,27126.1459434586,27315.12350227,27392.5770711203,27279.1453513776,27283.9414343623,27372.5098963529,28231.1184734663
"129",29681.843788058,28590.5881526195,29354.0175067463,27524.9198649915,26410.9807092761,26052.9623353273,26456.4272902026,26349.4137066067,26141.1862619225,26720.5654956392,27782.807423052
"130",25752.5909366498,25210.0528766771,25143.1601120851,24711.5810755664,24615.9622908099,24640.7808912922,24544.5073505807,24717.7920902842,25097.7701088551,25261.5170910796,24870.0142117319
"131",27028.9464577784,26454.9319331852,26662.9705362991,26598.6615640115,25872.3679280595,26073.7376313465,26355.4930252445,26364.9547433424,26664.4334120094,27250.523428879,28318.4557624527
"132",28024.6634350983,28818.2080368691,30519.2726287297,29042.0255540776,28056.7005647891,28534.7272184804,27301.0395025258,26376.2955338154,25438.1204628571,25771.4159634032,26292.4320206633
"133",29621.4637456006,30474.714534979,32252.7543166265,30973.4258740802,29831.2013030956,30389.0459932795,28304.5240253114,26620.2470675558,26317.2529928198,25888.7724800006,27111.6218264391
"134",25287.7520137881,25082.5796674971,25151.9906773592,24914.5080719205,24720.969374705,24594.1749704604,24538.3365868986,24809.4996361229,25090.3905700309,25029.2156704734,25241.7365775763
"135",24290.9103065987,23769.5242677289,23597.7710205349,23364.4152035025,23497.1247338228,23523.4089106224,24000.8141888421,24252.0829424043,24184.2364332447,23942.6972514346,24054.2785998946
"136",25968.430098921,26298.9320261607,25753.4228249681,25554.9402671965,25998.446983604,25849.9769578445,26185.7132455552,26478.0852673697,26564.8590250498,26194.9272626706,25640.2383597295
"137",27159.9821687781,27430.7079538846,27307.8542934501,25477.8845813212,24886.6181767476,24664.2681250364,24811.12933619,24935.4791639632,25024.2381995356,25392.9758276444,25329.3127824747
"138",25274.6520802028,25181.8473581453,24723.1567459813,24923.7051677013,26509.4015102354,25948.4719058222,25655.3766618095,26007.1802585224,25729.5114002698,25782.1902230272,25938.867869681
"139",27415.7074919702,26792.1787288007,26565.4050262831,27358.2811507282,29190.8725045156,28947.7190833914,28648.4565129903,29362.5583121384,30086.0465328904,28264.6176420217,26874.7655334754
"140",27974.3979756908,27187.9060217484,26747.9286347286,26740.6225173759,26968.1550245867,27020.2747295034,27327.4108845823,27786.69254924,28661.4527452598,28297.1465716669,28002.9359296306
"141",26125.7192052777,25894.3769317896,25520.8065810042,25905.8206502231,26089.7595646772,25567.9004462508,25487.312076782,25793.4993911972,26832.9361978246,27274.9553728809,27656.5804591111
"142",25645.5537826856,25705.3559173292,25896.8224754201,25782.8432015403,26176.0439891273,25905.3499982759,25154.9194344934,25807.5587509165,26206.7025451905,26042.3929879681,25766.3728372005
"143",25214.416294351,25423.712654154,25843.6247919122,24826.7011403148,24665.0428069521,25340.5129990369,24901.3721273717,25331.4928440634,25309.3927293296,25187.0930330424,24883.3023219595
"144",26842.8918202397,26699.5271340838,26571.9352916806,26688.0212290112,26544.1304120868,26764.7412466626,27382.4415061352,27699.2717881878,27950.2287442957,28164.5495426172,27566.0564868364
"145",26631.4142939801,26869.6091128409,27039.0656991483,26454.9441703455,26323.9756985619,27386.3813265029,27272.0500692966,26838.6164763534,27146.5529735359,27724.9100756079,28121.4829468857
"146",26599.4338122206,25644.2173991551,24025.0595596891,23924.6259532892,23946.3773801388,23750.0530892435,23837.8482630827,23928.7543568959,24205.4810512349,24472.162816839,24553.7617776372
"147",29164.5431336887,28735.3772883362,28077.9708113842,27246.7603321267,26570.1158095826,27152.5482651689,27351.3244773558,27633.3525013003,27690.5623404777,28432.0703408764,28320.4801522291
"148",28991.4187235309,29891.1590982447,30259.0507108595,29168.6888436804,28523.3745715606,29205.8242164161,28742.9864602714,28352.2025540844,28197.1879797083,28238.8246846894,28703.6865306104
"149",28763.4142931699,29331.7395096337,29038.2606603599,27920.7922384586,27091.5923557389,27066.1751401474,26411.9762684421,26387.3355645161,26772.7769880468,26982.2780300205,27833.2202173562
"150",25919.973752949,26114.3238367514,26012.4111936082,25571.1645872544,25399.6598122315,25044.6635518028,24831.5487837827,25484.3993087019,25332.3942564441,25602.0546907777,26043.8722306805
"151",27229.371428602,27578.6464381604,26851.5391884011,25480.4326076288,24647.8707034025,24888.811669787,24471.3771378148,24347.6906932255,24365.1806167209,24554.3565614509,25014.3268071519
"152",25658.7050715147,24878.8002081511,24125.7526397038,23823.5633217935,23612.3830274039,23377.1543972011,23570.3771056748,24344.043229551,24361.4843515388,24383.7659872166,24289.786653005
"153",29089.6265903032,28288.8730894504,27583.6046935354,26463.7595095499,25736.164691984,25192.567450496,25850.145933291,26030.1167951494,25033.7720806855,25028.4501553065,24931.0481306716
"154",29146.8983261764,28374.1217769291,27792.9056661416,28163.6437353653,28839.9924133058,28075.7757834295,28131.9857483578,28696.5928782609,27835.8352541219,27595.7798085403,27072.629424197
