"","V1","V2","V3","V4"
"1",0.479758294940788,0.0537350898976204,0.0056729128012855,0
"2",0.320533158658215,0.116696809100575,0.0104360711732736,0
"3",0.286619591769947,0.0573886973969336,0,0
"4",0.322953463207681,-0.00292314378687321,0,0
"5",0.320815006234211,0.0779455543056977,0.028441003167463,0
"6",0.197812723866447,0.0231405390613171,0.0169120997526846,0
"7",0.418822945614332,0.0859308149836375,0.0112780565999221,0
"8",0.210755851417508,-0.0017115239725231,0,0
"9",0.291415356612366,0.022251870448186,0.0100811638947176,0
"10",0.197743947523426,-0.0132631010858461,0,0
"11",0.182074551048079,-0.033677166570102,0,0
"12",0,0,0,0
"13",0.316940666004598,0.0369991000692123,0,0
"14",0.207584974775799,0.0669400379178777,0,0
"15",0.19640124921424,-0.05389355746709,0.0524049509660891,0
"16",0.206674644797299,-0.0604749566023388,0.0100919279157997,0
"17",0.171577160573226,-0.0205700034905315,0.0380135742341477,0
"18",0.266300658496416,-0.0397256785778232,0,0
"19",0.160642297009371,-0.0355306354477845,0.00923477544741433,0
"20",0.145938517075903,-0.01,0.01,0.974047185984371
"21",0.432044679307158,-0.153247440581152,0.0303150597115479,0
"22",0.162171289808559,-0.0108371692129557,0.0297445369533182,0
"23",0.205302222524702,0.0295968389537206,0.0104601396214212,0
"24",0.20137132088698,-0.0172225720741859,0.0216935156676355,0
"25",0.163363774878158,0.0507292523804945,0.0181351430534301,0
"26",0.150101348364947,0.0381269148760352,0.0364934004819018,0
"27",0.171368712715158,0.0361045642601253,0.0182910437257885,0
"28",0.248441488405042,0.0330044567464495,0.00475435778280079,0
"29",0.201467097577922,-0.0165371691273858,0.018629279358691,0
"30",0.286688888227635,-0.0201266291890859,0,0
"31",0.313763922810578,0.0130889401876702,0,0
"32",0.22093973967321,-0.115938800050863,0.0138285743924823,0
"33",0.197862927973668,-0.00801836601157529,0.0313298931592107,0
"34",0.229313598238034,0.000359052953451272,0,0
"35",0.20016273184101,0.00546286940743267,0.0411051162808872,0
"36",0.128543883797966,0.0122897293617345,0,0
"37",0.103392251569236,-0.0128879841080528,0.00980551760652214,0
"38",0,0,0,0
"39",0.133621947103536,-0.01,0.01,0.970586883176647
"40",0.194852332815843,0.0325564794850177,0.00829511313306697,0
"41",0.227974037621662,-0.0447138535665256,0,0
"42",0.202628754657359,0.0217834239907053,0,0
"43",0.309757127783485,0.0432024884007504,0.0201082897133653,0
"44",0,0,0,0
"45",0.213984990917157,-0.0222563615447402,0.0106614358357946,0
"46",0.200563925587023,0.00259028950341572,0.0295166179951322,0
"47",0.217545081259295,0.00505807369209787,0.0199692480509925,0
"48",0,0,0,0
"49",0,0,0,0
"50",0.0947150677313236,0.00709127328792564,0,0
"51",0.123389184530222,0.0163676716512081,0.0158108514998241,0
"52",0.154551378141815,0.0312843684603214,0.00833936254782322,0
"53",0.159445997982898,-0.0172965104104125,0.0565678404681253,0
"54",0.170648445819099,-0.00860557603089621,0,0
"55",0,0,0,0
"56",0.189568022396225,-0.0227023790837032,0.045003267178152,0
"57",0.258023116288008,0.0196947021843995,0.0380157038291801,0
"58",0.204377781638144,0.0825302274555007,0.0366250085967773,0
"59",0.164186711911003,0.0118329896714874,0.00806998806595613,0
"60",0.159518720017845,-0.0465617392087249,0.0388108153801898,0
"61",0.172231918224503,0.00395922477087517,0.0216712129628684,0
"62",0.163898137512617,-0.0170069156344973,0.00175908494581989,0
"63",0.116741709763604,0.0184442322570674,0.0400603763148563,0
"64",0.0881972192768034,0.0712726523640221,0.0410885834317918,0
"65",0,0,0,0
"66",0,0,0,0
"67",0.120162874570919,0.0174890857729757,0.0275749837055006,0
"68",0.139007772514236,0.00245881976550688,0.0434600546972977,0
"69",0.11198364966896,-0.01,0.01,0.939010477053838
"70",0,0,0,0
"71",0,0,0,0
"72",0.183328191755854,-0.0260537253003788,0,0
"73",0.251438422036197,0.0204114330525148,0.00763661419880015,0
"74",0.182272097248309,0.0168658792670066,0.0321464106836986,0
"75",0.152838393184852,0.0131491774912766,0,0
"76",0.16301034372743,0.0114863275727653,0,0
"77",0,0,0,0
"78",0.135561057617587,-0.00906137692646561,0,0
"79",0.121337759535521,-0.0187753310674837,0.0292060089232121,0
"80",0.0999355893106849,-0.0217999749274959,0,0
"81",0,0,0,0
"82",0.0626768975707672,-0.00125359316711516,0.0175744332765262,0
"83",0,0,0,0
"84",0.0949720050587833,0.00582941105088391,0.010243439093178,0
"85",0.114897928446247,-0.0499305498172918,0.0122694964526659,0
"86",0.11240548098808,0.00578813583339741,0.013156045373052,0
"87",0.125503385709559,0.0221642328064654,0.0260514722627576,0
"88",0.149782468388381,-0.0109323931053982,0,0
"89",0,0,0,0
"90",0.14841239274262,-0.0349637003289057,0.0322726949723314,0
"91",0.189226042213009,0.0125894280309664,0.0152610869138003,0
"92",0.179273217206371,0.00976581249279358,0.0334582717308077,0
"93",0.155385521386164,-0.0287728420862831,0.00894138241616403,0
"94",0.137386647599401,-0.019203631447328,0.0177399102591621,0
"95",0.135746652795588,0.0598104164641756,0,0
"96",0,0,0,0
