"","V1","V2","V3","V4","V5"
"result.1",-52931.5366863229,-51401.7972597567,-49428.3157135306,-47154.0696178016,-44541.3967045418
"result.2",-60183.3299570084,-58677.2570493895,-56854.8225567879,-54760.5128076768,-52300.6933203539
"result.3",-52617.5809561477,-51098.4256678513,-49107.9774437617,-46775.100197238,-44149.098273481
"result.4",-60345.5151461851,-58910.3638939146,-57130.1506799006,-55024.131298538,-52431.7591600167
"result.5",-59294.649450728,-57817.8539434021,-55952.9314728367,-53755.1552951085,-51111.1736536119
"result.6",-58394.2460220176,-56816.0591530994,-54763.1408094445,-52414.8718579039,-49798.6615630157
"result.7",-51540.2033423897,-50113.2701108491,-48304.2051605493,-46167.2284030994,-43706.5228088
"result.8",-62145.147550788,-60518.9582883142,-58444.0978164816,-56110.2020647582,-53503.7039611153
"result.9",-61850.6383934699,-60375.009075539,-58457.4366152687,-56112.4379904979,-53331.3241310992
"result.10",-60869.2008113852,-59473.1651735074,-57678.3245589987,-55576.6009598752,-53092.3833726626
"result.11",-58512.7641558096,-57008.8463259052,-55144.6410126796,-53097.180187275,-50804.0763345218
"result.12",-49140.6538320634,-47554.6636618228,-45413.1772373281,-42896.8212098033,-40095.2571803689
"result.13",-60852.3690557928,-59418.2898653226,-57577.0080639342,-55447.7588603147,-53031.10774425
"result.14",-60298.6698454052,-58741.654978102,-56743.7254917779,-54470.9922447912,-51893.3724413035
"result.15",-60049.4520150317,-58628.6649793566,-56807.8104384626,-54689.9262186318,-52224.5852988224
"result.16",-58452.7068449385,-57021.2208530667,-55213.9718116694,-53185.8327253601,-50879.198399781
"result.17",-58308.7665884222,-56774.7049354097,-54789.3249942731,-52489.2985446328,-49873.2348787469
"result.18",-58338.828489621,-56884.2175056688,-55017.5247008768,-52899.0543695443,-50559.7372335572
"result.19",-55979.3470501737,-54382.1772523879,-52303.9115201333,-49966.2667407766,-47415.448882307
"result.20",-47901.972215792,-46321.852469627,-44270.7726790423,-41922.4298158193,-39271.4802960178
"result.21",-58643.9741672209,-57146.7741032554,-55258.1972559914,-53112.973891661,-50736.3928357468
"result.22",-58058.4520974272,-56496.0973817529,-54421.6746017294,-52019.0140485229,-49308.6686353046
"result.23",-57091.564371783,-55560.4038411176,-53595.4595261906,-51372.406670346,-48917.2282497027
"result.24",-62341.1201193613,-60955.0105709202,-59168.5238144723,-57076.5174587827,-54675.4413315338
"result.25",-61468.0259745022,-60217.8690562334,-58765.3125744566,-57114.242232787,-55103.7659421997
"result.26",-56265.1117655698,-54686.0740451935,-52606.9279658666,-50273.5392519121,-47796.8736087857
"result.27",-56847.2529116801,-55378.074923632,-53523.5853212796,-51381.0087211703,-48923.0796042663
"result.28",-57161.8293397842,-55666.3369980913,-53776.5008592586,-51656.3957823708,-49294.1269780237
"result.29",-53549.8549937963,-52015.1806055866,-50073.1599681982,-47886.6613525517,-45476.6000518368
"result.30",-48142.5605227481,-46555.6840930916,-44470.9458331093,-42087.9008013974,-39461.3582715829
"result.31",-57671.014936903,-56225.0357303682,-54446.1054670654,-52428.7101860228,-50139.2351078775
"result.32",-57877.2673906983,-56354.0206232573,-54392.4158850163,-52131.7493146428,-49564.971089976
"result.33",-55988.4560753337,-54522.0184772482,-52675.0458218562,-50552.0111022043,-48119.7570006233
"result.34",-57065.4874005246,-55535.3160669227,-53519.2517704682,-51182.7807234183,-48599.9991542211
"result.35",-60946.600732573,-59678.2367007453,-58181.2167725579,-56546.9099953994,-54715.617194836
"result.36",-63659.583216083,-62608.1961072067,-61471.7975408532,-60178.1764202132,-58582.3150646232
"result.37",-53874.6906139748,-52390.2913465438,-50518.2095806362,-48462.5132387671,-46204.8692261956
"result.38",-57285.2848321939,-55760.7799209905,-53820.0193949854,-51606.0006183764,-49135.6513462107
"result.39",-54393.2880058148,-52989.1299602668,-51340.0561336366,-49530.3068960113,-47433.6088263955
"result.40",-54041.4797481016,-52554.7375890839,-50709.6742368808,-48617.532489146,-46252.6404730407
"result.41",-47382.5109139126,-45893.8860240295,-44048.1903808005,-41956.5448044585,-39629.9262480914
"result.42",-55900.2403076613,-54504.4317320467,-52822.0245321833,-50911.8400088369,-48691.663342616
"result.43",-55522.4766356981,-54041.4053500063,-52196.4519520212,-50089.8732882629,-47748.1856594018
"result.44",-55678.4264945804,-54191.7920077136,-52327.9345549695,-50173.5706270802,-47727.5886213054
"result.45",-64364.5016967861,-63444.638113636,-62492.7519245201,-61443.785390499,-60190.3797830879
"result.46",-60854.654165736,-59572.1329725901,-58152.2883330632,-56598.3555842145,-54858.9947325729
"result.47",-56003.790494565,-54693.611065864,-53230.5778343717,-51692.3733285539,-49962.8564530129
"result.48",-54572.3002891707,-53193.4720852335,-51564.9511693372,-49787.4906406856,-47805.0266362383
"result.49",-56012.3334214724,-54668.5940075452,-53108.9652008817,-51369.7583590134,-49393.3666685725
"result.50",-54175.1623179563,-52814.4921944559,-51255.7170840633,-49514.3334893343,-47527.0053584068
"result.51",-47503.1033676967,-46100.5435395909,-44435.3500172764,-42573.4468838224,-40452.5076996673
"result.52",-56978.2887878732,-55582.3204558503,-53961.0273219953,-52161.8229385588,-50115.4575683655
"result.53",-54498.8950664771,-53143.5236994042,-51590.6184076795,-49837.7541391342,-47779.3678831096
"result.54",-54931.8368514122,-53589.9028922369,-52043.3152187326,-50362.0702203964,-48469.4016705372
"result.55",-56814.2555572579,-55365.3550713504,-53606.8466943614,-51629.8786877136,-49427.4526138664
"result.56",-55077.0170927251,-53789.0446053435,-52398.6901980439,-50986.6354377742,-49454.2411651414
"result.57",-58324.3045488182,-57031.7690100868,-55630.5792559624,-54114.240030918,-52398.6984303156
"result.58",-65334.5826745138,-64309.169741614,-63166.4187303867,-61889.6333598088,-60345.9740676116
"result.59",-57038.2740377078,-55878.7314152591,-54688.2739939923,-53504.6961486811,-52169.5695596747
"result.60",-56094.7457603462,-54850.1672285914,-53594.0167069287,-52324.4673497707,-50840.8126050096
"result.61",-54729.0908224974,-53488.3304893124,-52204.2916589854,-50922.7266457244,-49473.7254516636
"result.62",-54789.6465183673,-53469.5111314624,-52021.9025899584,-50450.996822093,-48623.2428550313
"result.63",-47439.0884219002,-46067.1982875418,-44459.0256871001,-42664.9495094248,-40640.3109186907
"result.64",-57859.2629922703,-56528.6534722946,-55026.9739592244,-53346.8947644291,-51357.9214239354
"result.65",-54480.595152053,-53182.905504412,-51764.2411396396,-50237.6664360457,-48479.3829145476
"result.66",-54509.2143063566,-53243.1531753227,-51865.6133437123,-50343.1145746278,-48607.0189208027
"result.67",-55063.1227655699,-53847.7228945768,-52650.1676544808,-51472.2354435629,-50170.8169899186
"result.68",-56605.6841020136,-55463.4010461608,-54343.3343538614,-53147.6549123277,-51726.4913755549
"result.69",-62876.0292425618,-61690.1092336665,-60416.0089698168,-59114.1082184478,-57623.8832488762
"result.70",-68290.2396067372,-67498.91289876,-66728.225185947,-65881.1846192784,-64832.8547921582
"result.71",-57655.5367485507,-56636.4885671306,-55676.8043135045,-54731.3435782476,-53637.0638663938
"result.72",-57047.1290431332,-56016.7878519807,-55111.7954196052,-54191.5939983592,-53053.4765098283
"result.73",-57138.7685366064,-56053.4699206556,-55092.1785582841,-54126.5636456213,-52959.53194473
"result.74",-55105.1121409202,-54033.7903743908,-53124.3449208228,-52239.7915736321,-51134.3717318862
"result.75",-54971.4515282128,-53859.1608094152,-52751.2913735316,-51516.6183197646,-50076.6426406297
"result.76",-55806.105477874,-54579.2310321496,-53261.2025038926,-51825.9624871375,-50141.5200876029
"result.77",-47928.468375445,-46674.5277287043,-45304.2556906961,-43839.7917597074,-42214.4551437944
"result.78",-59048.5717560166,-57776.3443093288,-56393.2480724988,-54858.1373116814,-53050.0177372674
"result.79",-54999.7805518437,-53758.9925562434,-52432.3716551309,-50925.0772113355,-49153.5201009642
"result.80",-55109.3959890341,-53965.3867193856,-52786.0653003751,-51503.9189516079,-49996.7187725106
"result.81",-56371.2842198032,-55305.4466273829,-54383.5582106524,-53449.53755762,-52263.2761318088
"result.82",-57024.9475959295,-55998.234008428,-55154.9373606664,-54292.5505049327,-53170.0296903866
"result.83",-59884.7116576337,-58937.6160398069,-58126.0344003912,-57329.0290713605,-56321.9388858032
"result.84",-67136.6304692274,-66384.5460158965,-65729.1655012721,-65057.8299873423,-64155.8302138602
"result.85",-68994.2528727122,-68306.9870547602,-67686.4215130393,-66963.040213475,-66004.1061826962
"result.86",-61110.7205275128,-60241.7797055539,-59598.4730012862,-59015.9848060649,-58293.4430366132
"result.87",-58527.7648221404,-57630.0409164796,-56931.5126319055,-56202.4747631306,-55308.8553350412
"result.88",-57887.7537266942,-56957.5642111191,-56263.3272745224,-55584.2350087921,-54726.0888673826
"result.89",-57513.1284117611,-56558.4424552952,-55841.4020690562,-55107.400917671,-54149.1579043001
"result.90",-55834.3899397478,-54900.3682055433,-54184.6956569202,-53448.264994044,-52429.4261497934
"result.91",-56329.55430794,-55210.9959773441,-54075.7187575235,-52820.5410839917,-51302.7994280095
"result.92",-56819.267508179,-55680.018302974,-54558.0077007042,-53313.2640955556,-51810.1410035385
"result.93",-59114.419124031,-57931.6837755986,-56677.1636364048,-55247.2222099416,-53540.6112232623
"result.94",-56183.356763609,-55032.2409259845,-53888.2204631859,-52615.2433856337,-51072.5027489056
"result.95",-54941.2393194349,-53964.9294862799,-53116.5426391739,-52164.646928974,-50927.5765564619
"result.96",-57010.4934504017,-56062.0762788948,-55319.7936380205,-54511.3181261466,-53403.6727366516
"result.97",-56485.507243597,-55537.8855254832,-54883.0231830954,-54283.6194529153,-53478.9769930632
"result.98",-58138.1030938018,-57208.7412639046,-56489.1564990936,-55760.295318168,-54860.9668245657
"result.99",-59307.270620854,-58453.907583917,-57845.6571660512,-57244.4766828801,-56459.2528303093
"result.100",-60414.6168315249,-59407.4095452474,-58459.3724013019,-57498.3681484518,-56363.422453969
"result.101",-66210.241660133,-65274.0274360067,-64369.2819361662,-63446.0423053966,-62363.9700556954
"result.102",-69040.9699518553,-68414.9254464439,-67994.2113751144,-67522.0420506005,-66749.9313449254
"result.103",-63692.2956250874,-62823.461837781,-62083.7724913497,-61349.1737474959,-60451.0280383814
"result.104",-61722.7300753939,-61009.3710118077,-60552.8831971485,-60035.3743997812,-59274.4577825618
"result.105",-59991.841340158,-59277.5928317463,-58897.3389503407,-58485.0709119232,-57786.8935265408
"result.106",-58005.9945925986,-57156.3477337918,-56621.993793701,-56074.5834872814,-55318.7466224259
"result.107",-58439.0748302167,-57617.8497096968,-57072.2155803159,-56490.518500323,-55693.5658101579
"result.108",-56020.4459781996,-55227.4972642864,-54726.7380901033,-54158.9933742065,-53287.830296421
"result.109",-55715.9446843931,-54772.3666334806,-53979.1589676558,-53067.1346770262,-51857.7128357981
"result.110",-58151.6844668702,-57134.7739142195,-56152.7116007999,-55045.2884043008,-53663.5440228192
"result.111",-57249.5866899962,-56254.3495200998,-55335.489746012,-54335.725923465,-53054.031921155
"result.112",-50102.3799630784,-49062.1309689507,-48058.1915737956,-46892.2317762606,-45429.6953169548
"result.113",-59072.2463482988,-57956.4255551268,-56852.8604843411,-55605.153845044,-54051.9184363284
"result.114",-57175.5403065791,-56135.0787190273,-55207.1651866898,-54158.5130706039,-52833.2077489077
"result.115",-55509.3289499626,-54603.2512812709,-53878.3190191361,-53088.6829376948,-52029.9984706156
"result.116",-57168.5065266077,-56317.3377790785,-55692.9049654604,-54988.5033506004,-53989.7106857164
"result.117",-58378.655369559,-57631.4608465192,-57202.4515905971,-56725.9126056794,-55980.2924754914
"result.118",-58497.1830982846,-57682.0453665172,-57165.8787219253,-56622.3835829811,-55900.7632091859
"result.119",-59526.3070776071,-58794.4126244859,-58404.1209240438,-57996.6078415163,-57336.7852163786
"result.120",-60238.3147209558,-59379.4190896259,-58747.9479258684,-58108.5969914773,-57262.5955399423
"result.121",-62360.7294969676,-61585.0680988708,-61028.5485356193,-60484.3005142074,-59760.4173579653
"result.122",-69577.5278516822,-68738.5066142884,-67966.5206359916,-67126.6330811431,-66044.3721263342
"result.123",-70028.7597520865,-69464.7717965058,-69028.7659843658,-68521.4103435521,-67731.3021490435
"result.124",-72357.6036604387,-71961.377614046,-71704.2107529514,-71359.5415557614,-70723.5014438795
"result.125",-65358.8893159582,-64635.0740289835,-64102.7672141083,-63564.4865457636,-62832.410197396
"result.126",-63699.7633756155,-62981.5955400741,-62496.382347442,-61982.9646608124,-61299.0598145254
"result.127",-62663.6480472513,-62091.6671713527,-61843.901408738,-61508.5476978175,-60885.0355540565
"result.128",-59710.6319919046,-59056.6964993846,-58717.6884058201,-58281.3495776444,-57575.244596881
"result.129",-56900.4266783694,-56182.9540404853,-55746.7340134745,-55279.2978438673,-54576.3363264635
"result.130",-56870.5942264977,-55954.1315873854,-55182.6520123251,-54320.5670391291,-53250.3798084928
"result.131",-59313.8987632538,-58370.8212424611,-57531.7482733672,-56533.2746330646,-55228.365125671
"result.132",-58863.8533267737,-57940.1866801727,-57137.7881822079,-56246.2620794152,-55091.1290995543
"result.133",-50413.9069714922,-49479.6091833559,-48684.637137643,-47796.4486805036,-46662.3744495094
"result.134",-60327.856593767,-59312.0813839164,-58348.7207889953,-57240.4678156209,-55832.4968698399
"result.135",-58326.3590871627,-57391.1788257358,-56595.7261981529,-55679.062732181,-54423.428484575
"result.136",-57311.2350682796,-56452.5095306248,-55764.4312707097,-55007.4728118034,-54008.4764450131
"result.137",-57611.2469563699,-56836.3580092276,-56314.3465233221,-55691.993742716,-54810.1695041007
"result.138",-59285.3845059103,-58689.1032765312,-58473.6360780354,-58157.2431241371,-57585.3799684728
"result.139",-60300.3177076009,-59642.8840261032,-59301.5792159122,-58878.1330203926,-58174.0802693516
"result.140",-62317.5171671724,-61683.3843944052,-61351.244502197,-60965.289393274,-60316.6770381058
"result.141",-65984.746894595,-65251.7880113851,-64691.0715695082,-64094.4921738758,-63352.1036030441
"result.142",-70863.4007429446,-70340.5100525119,-69995.9668972893,-69641.1243810354,-69083.135047615
"result.143",-74086.6777349222,-73420.1789732212,-72798.0644741795,-72060.9941681479,-71013.6191272431
"result.144",-68540.388286233,-67849.5994385633,-67302.5473111242,-66705.2541808701,-65918.8345548065
"result.145",-65111.6536823829,-64510.8036629343,-64223.4799052133,-63918.8563437267,-63398.3250448226
"result.146",-64862.4340840697,-64395.2489655192,-64221.3093517684,-63951.5262785365,-63415.0275376358
"result.147",-61523.31308282,-61018.4111690488,-60905.8606485777,-60701.3206450116,-60199.3949319763
"result.148",-62177.6091457553,-61641.3157238245,-61425.2459765599,-61046.8750545574,-60417.7906015263
"result.149",-60142.7802528585,-59594.6673001568,-59344.5718852536,-58934.1336650353,-58232.3492670663
"result.150",-57611.0095089559,-56954.3941847665,-56617.6781854305,-56253.0432421623,-55652.3009573613
"result.151",-59798.0239805095,-58909.6740664391,-58150.0488947668,-57259.7426445988,-56090.2185692361
"result.152",-59889.1992285846,-59013.8730528916,-58320.8100632315,-57542.0940936053,-56479.8244073802
"result.153",-51862.3710562344,-51007.878444362,-50326.3543268134,-49534.1187766878,-48428.3629402839
"result.154",-61231.1373797461,-60263.8512962777,-59363.650416784,-58365.674256399,-57105.3389298271
"result.155",-60087.8042618759,-59218.9271930567,-58541.6008509196,-57762.8865989737,-56689.6628748097
"result.156",-62315.7776226046,-61818.8844674222,-61613.6436478276,-61228.7987746796,-60562.6466294118
"result.157",-64841.7265790618,-64312.0252420366,-64080.2929409957,-63794.8118508658,-63292.525808447
"result.158",-71595.8228647918,-70746.3748280834,-69964.822196181,-69201.9734748794,-68279.3869056647
"result.159",-72475.3708052661,-72190.2785937788,-72089.795458466,-71908.4129665971,-71444.4179750579
"result.160",-73341.0854219386,-72646.7990289222,-72048.5627895905,-71354.1866153255,-70411.0136531814
"result.161",-70791.0198788227,-70237.542912317,-69822.6017568324,-69305.0206930965,-68522.379517267
"result.162",-66809.4594124175,-66384.2221350503,-66290.4230493611,-66113.3315737657,-65642.9870270007
"result.163",-60216.570094002,-59730.5314822602,-59589.3936726661,-59329.2745434558,-58789.0211735098
"result.164",-58626.6960752776,-57974.7819181324,-57622.7787441059,-57222.4002761851,-56592.4092462382
"result.165",-59549.1195426974,-58723.1984599758,-58076.7331653275,-57346.5104999185,-56394.9902270736
"result.166",-61536.4911229889,-60732.3931317651,-60035.0200604599,-59184.821606733,-58097.5248884552
"result.167",-61018.6883778034,-60203.5182429935,-59546.3385926952,-58805.7787596079,-57792.9623032162
"result.168",-53020.0018176004,-52228.510723364,-51612.2131750898,-50884.9895840902,-49869.4751578356
"result.169",-61893.8597272651,-60964.4027797867,-60123.6475158699,-59131.6457589481,-57853.8103927092
"result.170",-61016.1566719772,-60239.8360384628,-59654.445746073,-58896.7119572656,-57843.9045105492
"result.171",-59989.6129544149,-59233.1620927132,-58750.5402251994,-58185.0522269615,-57388.3952152242
"result.172",-59096.8053337986,-58399.1786131352,-57997.2040978463,-57575.5444564828,-56939.4587442327
"result.173",-63086.2157911976,-62640.7442747533,-62494.5604975819,-62185.3864673414,-61560.7843347786
"result.174",-64176.7996671195,-63724.2523198258,-63642.2971035421,-63454.2554163692,-62995.6260403762
"result.175",-63826.5550947486,-63298.3464174634,-63052.3251181144,-62763.9329155306,-62248.3531446407
"result.176",-65988.4970511507,-65593.3294652461,-65519.9401780363,-65362.9610898859,-64989.9413170895
"result.177",-69612.9732193855,-68935.3965267276,-68405.2240120576,-67906.7930732683,-67260.4595063497
"result.178",-74488.4522873453,-74292.7543923383,-74260.7505817189,-74083.1725240639,-73625.8007847781
"result.179",-71761.6589011946,-71179.0228618751,-70702.6431173462,-70189.7154400871,-69516.5437798053
"result.180",-70546.577068696,-70041.727883942,-69669.0664748665,-69200.1786649274,-68532.6649391064
"result.181",-70489.3975278837,-70154.2336882099,-70004.4589538883,-69672.6768364613,-69120.3072071652
"result.182",-68538.1557172328,-68155.7956252968,-68126.4258809851,-68036.9977269345,-67646.7929457336
"result.183",-66628.8457382783,-66182.8510885033,-66020.5988855461,-65728.0599203023,-65196.872835787
"result.184",-66730.0251335815,-66348.3330508382,-66242.6029633867,-65954.8414862623,-65389.6282814827
"result.185",-65786.4380343866,-65456.5149996384,-65426.0030623518,-65223.4971587133,-64717.7767070295
"result.186",-62542.5355119437,-61799.7645979712,-61257.7187644647,-60599.6510013214,-59682.6483952385
"result.187",-62330.2016864209,-61608.9219822089,-61037.3865404592,-60326.0585346455,-59338.9231797785
"result.188",-54114.1573034571,-53407.0062628448,-52904.8874024777,-52263.3541545383,-51316.4307608047
"result.189",-62658.4728757203,-61807.1116845249,-61107.6895926137,-60338.8616152153,-59341.3861140554
"result.190",-62828.2080915178,-62116.6491812029,-61591.6754779989,-60944.81371642,-60031.3261497902
"result.191",-62072.5814675309,-61388.9570026622,-60952.5160370783,-60395.6211195963,-59583.2686530056
"result.192",-60505.2677948506,-59882.058120614,-59595.6800407632,-59287.9214437939,-58729.3460973757
"result.193",-61352.6001334942,-60964.2920221146,-60900.3985777649,-60653.1021247371,-60183.9825596022
"result.194",-66076.2984402194,-65674.9731036069,-65576.9177269125,-65370.7711646294,-64949.2539872654
"result.195",-68886.2456108005,-68580.4589697602,-68553.7968012638,-68418.7892027627,-68013.7837957692
"result.196",-69606.2244442108,-69227.3773021482,-69049.9651483967,-68761.5705440255,-68279.4210693237
"result.197",-76907.7087713471,-76377.7370056982,-75891.520268446,-75304.667539995,-74466.5367450141
"result.198",-75086.9852509739,-74776.5531075602,-74662.8918358522,-74533.5325638582,-74160.542160181
"result.199",-75781.8481510338,-75675.8117770376,-75744.6309114539,-75671.9353757247,-75344.589962576
"result.200",-77008.9126946316,-76466.5641919453,-76088.9581473706,-75607.8789736657,-74847.5124484205
"result.201",-73074.6760016057,-72489.7689916753,-72072.0528179294,-71604.0701407911,-70950.779441867
"result.202",-72258.642360964,-71829.5543912709,-71618.557742892,-71311.6121641938,-70782.7294294222
"result.203",-71231.951538156,-70859.4135833489,-70628.855400586,-70266.8358392222,-69657.8674384281
"result.204",-68760.9118797017,-68393.9077531007,-68290.744686508,-68060.4295894112,-67622.5022651921
"result.205",-68106.7857507295,-67830.9458290522,-67813.3414011123,-67663.8298171754,-67271.6351519879
"result.206",-68235.7897740602,-67910.7669194514,-67840.0921658964,-67619.3370051586,-67171.1501444979
"result.207",-66912.6510123617,-66631.3435397026,-66607.7574229586,-66450.7874187993,-66048.8756505331
"result.208",-64589.6090856243,-64345.5596643048,-64344.7817473802,-64148.7216626149,-63691.7133159223
"result.209",-62193.5094999458,-61852.9981128632,-61841.7610241606,-61648.7916224288,-61208.3183434529
"result.210",-62105.6349531433,-61591.6115142187,-61387.8985325385,-61089.6580172461,-60581.5125537096
"result.211",-62601.1360294669,-61942.2498815784,-61518.6440813099,-60973.4558990174,-60197.7193656127
"result.212",-64197.8771677791,-63547.8338626136,-63088.6750878379,-62487.5051551488,-61587.4842839565
"result.213",-63553.4626563364,-62882.3573991307,-62396.745991964,-61774.2634948914,-60889.3052651256
"result.214",-55282.1991346891,-54606.3183759427,-54136.1808281599,-53487.8744135722,-52513.9558170283
"result.215",-63633.2487896882,-62869.4595532925,-62286.2389432049,-61601.0919849193,-60690.906986851
"result.216",-63646.6348258423,-62996.0127606103,-62592.6814579475,-62067.9789143133,-61247.3568395768
"result.217",-63179.1967027384,-62598.3113914176,-62285.4387602476,-61851.4104443383,-61104.466190488
"result.218",-62129.5425681356,-61563.1590878778,-61268.4255080848,-60874.6945269781,-60253.1150476706
"result.219",-62141.9030504642,-61802.137153118,-61774.7586158643,-61572.9672315301,-61143.7016749888
"result.220",-66262.4554836973,-66001.1131894338,-66004.5493768407,-65875.9681133568,-65468.5518801668
"result.221",-67741.4177073453,-67407.3354327326,-67336.0830692824,-67127.9201934794,-66644.5336839025
"result.222",-69342.1803981864,-69045.0465624377,-68950.9015533813,-68750.9207929672,-68292.5810914668
"result.223",-70844.061225124,-70591.194663857,-70623.2531233479,-70503.6629390594,-70098.4509255375
"result.224",-71836.6289721532,-71306.2780993529,-70980.7348136948,-70595.4243586067,-69968.6171825263
"result.225",-74582.9467492473,-74113.9821694271,-73769.3463213545,-73284.2867801624,-72551.0518443361
"result.226",-77054.5287976712,-76495.5591490231,-76004.7917758529,-75444.7511381612,-74718.208732461
"result.227",-77061.6248387259,-77040.8746516787,-77173.1675388117,-77176.5546747353,-76924.8935938813
"result.228",-75322.2082959073,-74882.7197354603,-74596.0074122924,-74235.6280698368,-73651.3278037749
"result.229",-73148.3571149005,-72731.0058932148,-72503.7966776736,-72175.7267657886,-71599.4752697649
"result.230",-73590.5211872385,-73242.6829550018,-72983.9556410682,-72598.5149546887,-71975.0428483862
"result.231",-72782.1674037568,-72587.0902661889,-72564.3948355173,-72443.0776548487,-72065.806010792
"result.232",-72048.9216321631,-71863.9227447223,-71898.3085007435,-71754.3584470591,-71389.8110263442
"result.233",-69958.9261947256,-69727.013705115,-69775.6686241536,-69683.3776016433,-69376.7071589593
"result.234",-67811.0293535858,-67620.1061780494,-67634.8707390202,-67484.0852504917,-67064.9247536369
"result.235",-64983.7651805872,-64812.9917256577,-64863.0130878543,-64726.7145154674,-64348.4824272223
"result.236",-63805.0671252,-63294.5017326908,-63057.8723819319,-62689.0315808741,-62076.8395276791
"result.237",-63975.2235859443,-63363.6047071376,-62962.0234120756,-62424.3628408848,-61657.1299717193
"result.238",-64978.9040026837,-64340.4277721274,-63891.0930488861,-63280.9670315754,-62422.4314167323
"result.239",-65015.681784103,-64423.3729172726,-63997.4087022299,-63415.234004239,-62568.1727283154
"result.240",-56583.8329285606,-55994.4289399968,-55643.1677566799,-55123.9838953302,-54270.7489353444
"result.241",-64841.4112850047,-64201.4485130097,-63821.7343621944,-63362.0613031386,-62623.1604548178
"result.242",-65108.6538830764,-64567.8544174072,-64251.3130387286,-63773.0187178325,-62974.8329671063
"result.243",-65238.0353124522,-64691.354905972,-64363.5506998648,-63888.9641817866,-63137.5759655876
"result.244",-64992.0945779808,-64784.6922895708,-64784.5751767072,-64633.0377944795,-64240.3839587689
"result.245",-67357.8202777013,-67167.0182539117,-67139.0080522042,-66955.015769704,-66543.0490798783
"result.246",-69234.931879989,-68938.9117498315,-68893.6456050358,-68641.5879027464,-68151.6767102711
"result.247",-70758.5550076751,-70493.7973081786,-70451.1651826569,-70318.6874766029,-69937.1700872462
"result.248",-71538.9019195824,-71258.030947412,-71202.7318293752,-70971.8560092776,-70521.8237235839
"result.249",-73583.819984618,-73422.1504946868,-73482.7960596195,-73454.902480434,-73173.5965362689
"result.250",-74964.7042380514,-74563.1978125369,-74314.1253445936,-74010.4702108276,-73465.2483390052
"result.251",-78473.3582510797,-78008.4959027164,-77679.1132338019,-77225.3576058411,-76531.593867281
"result.252",-77032.7423061546,-76936.2949038829,-77033.6429846115,-77031.1335628,-76744.5828336159
"result.253",-76392.8669798917,-75894.0877804608,-75476.5101057814,-74983.4979733135,-74292.2851233926
"result.254",-75676.7879437139,-75290.9724958813,-75069.9637462169,-74709.3982966918,-74123.6592515617
"result.255",-75186.5806588074,-74984.6014037376,-74945.2377818347,-74742.6384321721,-74298.6421706986
"result.256",-74181.7084094219,-74004.3948201969,-73950.4196364102,-73772.8039817301,-73384.8215172562
"result.257",-71740.7995711264,-71512.95625617,-71503.5190926796,-71334.7922430371,-70957.1963426427
"result.258",-71742.5665671731,-71457.356811818,-71379.6094760187,-71176.3706865849,-70750.9093668868
"result.259",-68491.9262303319,-68340.7487983104,-68338.3378397821,-68210.6146697059,-67863.126801903
"result.260",-66291.7777327021,-66091.4901127155,-66087.5662285807,-65929.1828607663,-65529.7032457351
"result.261",-65462.1307301964,-64927.9899983702,-64609.2005255829,-64172.7142623386,-63509.4316217808
"result.262",-66131.8709524366,-65580.8975253564,-65288.8156484584,-64883.2026097499,-64184.5557208093
"result.263",-66578.8670799883,-66042.2065763285,-65684.1437492193,-65180.2529043656,-64446.0563874854
"result.264",-57897.8683846273,-57376.7264927738,-57055.9416391466,-56550.7693993771,-55762.4095139779
"result.265",-66216.0055103536,-65645.2798197506,-65324.2607229461,-64899.7947151471,-64254.4894614868
"result.266",-66119.3687392337,-65526.8811417502,-65150.3817080536,-64657.9332527229,-63898.5664917647
"result.267",-66713.6271532354,-66232.0594995788,-65977.0105914085,-65590.3660995144,-64927.7706880114
"result.268",-65363.2760923284,-64856.231981531,-64626.4879572807,-64303.8098694314,-63753.9536488595
"result.269",-65036.5149823384,-64780.1455273075,-64827.5021321479,-64693.508499195,-64350.2681089578
"result.270",-66029.2793643136,-65889.0703720945,-65948.6580456179,-65823.1880842558,-65471.1808498404
"result.271",-68008.6736682722,-67827.8636183886,-67787.2311332919,-67666.3561096909,-67283.0446744837
"result.272",-69697.5844068305,-69509.8223470654,-69536.3907458328,-69389.2580780441,-68965.7323918434
"result.273",-72485.6768222753,-72304.2810694076,-72329.0270468653,-72191.175730177,-71782.9194752714
"result.274",-72587.3237382345,-72442.2800164046,-72492.2908460118,-72431.2906878624,-72163.5585568713
"result.275",-73635.9750402667,-73499.7451860364,-73602.1210253094,-73499.1475640206,-73201.591961699
"result.276",-74641.1567303174,-74282.8078442271,-74078.7645075285,-73789.0712372052,-73287.7470831463
"result.277",-75945.0960271664,-75576.5384283295,-75345.3179461369,-75021.040647983,-74500.3567776071
"result.278",-79863.4888303921,-79436.4488316557,-79206.5707423427,-78907.7712025953,-78342.2299268354
"result.279",-79339.6158458163,-79316.1196520293,-79452.0845462397,-79463.4819967329,-79240.2558030415
"result.280",-81709.3509246456,-81432.7460423095,-81260.960629674,-80959.8416473118,-80391.2099261036
"result.281",-78131.2455155562,-77702.1763887292,-77405.7873668378,-77012.1336429604,-76438.2232981736
"result.282",-76449.8746062701,-76052.7263597948,-75808.1235811793,-75437.1188201579,-74853.4105460165
